_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
697,a5196,b5855,"""Evolutionary computing : AISB Workshop, Leeds, U.K., April 11-13, 1994 : selected papers""","""Terence C. Fogarty, (ed.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540584834,"""Lecture notes in computer science ; 865,""","""nan""","""Evolutionary computing : AISB Workshop Leeds, U.K., April 11-13, 1994 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin""","""Electronic books.""",9783540489993,"""Lecture notes in computer science ; 865. 0302-9743""","""1 online resource.""",1
699,a5626,b6367,"""Computational intelligence in data mining. Volume 2 : Proceedings of the International Conference on CIDM, 5-6 December 2015""","""Himansu Sekhar Behera, Durga Prasad Mohapatra, editors""","""India : Springer, 2016.""","""Books""",9788132227311,"""Advances in intelligent systems and computing ; v. 411,""","""nan""","""Proceedings of the 3rd International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2015). Volume 1  ""","""Nagar, Atulya K., | Mohapatra, Durga Prasad, | Chaki, Nabendu,""","""New Delhi ; New York""","""Electronic books. | Conference papers and proceedings.""",9788132225386,"""Smart innovation, systems, and technologies ; 43.""","""1 online resource.""",0
700,a1267,b6367,"""Computational intelligence in data mining. Volume 1 : Proceedings of the International Conference on CIDM, 5-6 December 2015""","""Himansu Sekhar Behera, Durga Prasad Mohapatra, editors""","""India : Springer, [2016] ©2016""","""Books""",9788132227342,"""Advances in intelligent systems and computing ; vol. 410,""","""nan""","""Proceedings of the 3rd International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2015). Volume 1  ""","""Nagar, Atulya K., | Mohapatra, Durga Prasad, | Chaki, Nabendu,""","""New Delhi ; New York""","""Electronic books. | Conference papers and proceedings.""",9788132225386,"""Smart innovation, systems, and technologies ; 43.""","""1 online resource.""",0
705,a5485,b1449,"""Information security and privacy : 7th Australasian Conference, ACISP 2002, Melbourne, Australia, July 3-5, 2002 : proceedings""","""Lynn Batten, Jennifer Seberry (eds.)""","""Berlin ; New York : Springer, [2002] ©2002""","""Books""",9783540438618,"""Lecture notes in computer science. 2384,""","""nan""","""Information security and privacy : 17th Australasian Conference, ACISP 2012, Wollongong, NSW, Australia, July 9-11, 2012. Proceedings  ""","""Susilo, Willy. | Mu, Yi, | Seberry, Jennifer,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314483,"""Lecture notes in computer science ; 7372. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 460 pages)""",0
706,a3253,b1449,"""Information security and privacy : 8th Australasian conference, ACISP 2003, Wollongong, Australia, July 9-11, 2003 : proceedings""","""Rei Safavi-Naini, Jennifer Seberry (eds.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540405153,"""Lecture notes in computer science. 2727,""","""nan""","""Information security and privacy : 17th Australasian Conference, ACISP 2012, Wollongong, NSW, Australia, July 9-11, 2012. Proceedings  ""","""Susilo, Willy. | Mu, Yi, | Seberry, Jennifer,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314483,"""Lecture notes in computer science ; 7372. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 460 pages)""",0
707,a2308,b1449,"""Information security and privacy : Second Australasian Conference, ACISP '97, Sydney, NSW, Australia, July 7-9, 1997 : proceedings""","""Vijay Varadharajan, Josef Pieprzyk, Yi Mu, (eds.)""","""Berlin ; New York : Springer, [1997] ©1997""","""Books""",9783540632320,"""Lecture notes in computer science. 1270,""","""nan""","""Information security and privacy : 17th Australasian Conference, ACISP 2012, Wollongong, NSW, Australia, July 9-11, 2012. Proceedings  ""","""Susilo, Willy. | Mu, Yi, | Seberry, Jennifer,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314483,"""Lecture notes in computer science ; 7372. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 460 pages)""",0
708,a105,b2853,"""Transactions on computational science V : special issue on cognitive knowledge representation""","""Marina L. Gavrilova ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642020971,"""Lecture notes in computer science ; 5540,""","""nan""","""Transactions on computational science V : special issue on cognitive knowledge representation  ""","""Gavrilova, Marina L.""","""Berlin""","""Electronic books.""",9783642020971,"""Lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)""",1
711,a3913,b2853,"""Transactions on computational science XVII""","""Marina L. Gavrilova, C. J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642358401,"""Lecture notes in computer science ; 7420,""","""nan""","""Transactions on computational science V : special issue on cognitive knowledge representation  ""","""Gavrilova, Marina L.""","""Berlin""","""Electronic books.""",9783642020971,"""Lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)""",0
712,a4324,b2853,"""Transactions on computational science XXVIII : special issue on cyberworlds and cybersecurity""","""Marina L. Gavrilova, C.J. Kenneth Tan, Alexei Sourin (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662530900,"""Lecture notes in computer science ; 9590,""","""nan""","""Transactions on computational science V : special issue on cognitive knowledge representation  ""","""Gavrilova, Marina L.""","""Berlin""","""Electronic books.""",9783642020971,"""Lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)""",0
713,a5139,b1241,"""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings""","""Alberto Abelló, Ladjel Bellatreche, Boualem Benatallah (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642336096,"""Lecture notes in computer science ; 7602,LNCS sublibrary. Programming and software engineering,""","""nan""","""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings  ""","""AbellÃ³, Alberto. | Bellatreche, Ladjel, | Benatallah, Boualem.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336096,"""Lecture notes in computer science ; 7602. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource.""",1
714,a2905,b1241,"""SOFSEM 2018 : theory and practice of computer science : 44th International Conference on Current Trends in Theory and Practice of Computer Science, Krems, Austria, January 29 - February 2, 2018, Proceedings""","""A Min Tjoa, Ladjel Bellatreche, Stefan Biffl, Jan van Leeuwen, Jiří Wiedermann (eds.)""","""Cham, Switzerland : Springer, 2018.""","""Books""",9783319731179,"""Lecture notes in computer science ; 10706,Lecture notes in computer science. Advanced research in computing and software science,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings  ""","""AbellÃ³, Alberto. | Bellatreche, Ladjel, | Benatallah, Boualem.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336096,"""Lecture notes in computer science ; 7602. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource.""",0
719,a5686,b1241,"""Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319101606,"""Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings  ""","""AbellÃ³, Alberto. | Bellatreche, Ladjel, | Benatallah, Boualem.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336096,"""Lecture notes in computer science ; 7602. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource.""",0
722,a5647,b3261,"""Data privacy management and autonomous spontaneous security : 8th International Workshop, DPM 2013, and 6th International Workshop, SETOP 2013, Egham, UK, September 12-13, 2013, revised selected papers""","""Joaquin Garcia-Alfaro, Georgios Lioudakis, Nora Cuppens-Boulahia, Simon Foley, William M. Fitzgerald (eds.)""","""Heidelberg : Springer, 2014.""","""Books""",9783642545689,"""Lecture notes in computer science ; 8247,LNCS sublibrary. Security and cryptology,""","""nan""","""Foundations and practice of security : 8th International Symposium, FPS 2015, Clermont-Ferrand, France, October 26-28, 2015. Revised selected papers  ""","""Garcia-Alfaro, Joaquin, | Kranakis, Evangelos, | Bonfante, Guillaume,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319303031,"""Lecture notes in computer science ; 9482. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 323 pages)""",0
726,a5003,b5121,"""Algorithms and computation : 5th International Symposium, ISAAC '94, Beijing, P.R. China, August 25-27, 1994 : proceedings""","""Ding-Zhu Du, Xiang-Sun Zhang, eds""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540583257,"""Lecture notes in computer science ; 834,""","""nan""","""Algorithms and Computation : 5th International Symposium, ISAAC '94 Beijing, P. R. China, August 25-27, 1994 Proceedings  ""","""Du, Ding-Zhu.""","""Berlin, Heidelberg""","""Electronic books.""",9783540486534,"""Lecture notes in computer science ; 834. 0302-9743""","""1 online resource""",1
727,a4327,b929,"""Advanced data mining and applications : 5th international conference, ADMA 2009, Beijing, China, August 17-19, 2009 : proceedings""","""Ronghuai Huang ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642033483,"""Lecture notes in computer science ; 5678,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,""","""nan""","""Advanced data mining and applications : 5th international conference, ADMA 2009, Beijing, China, August 17-19, 2009 : proceedings  ""","""Huang, Ronghuai.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642033483,"""Lecture notes in computer science ; 5678. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxi, 807 pages)""",1
729,a105,b2244,"""Transactions on computational science V : special issue on cognitive knowledge representation""","""Marina L. Gavrilova ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642020971,"""Lecture notes in computer science ; 5540,""","""nan""","""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)""",0
730,a5604,b2244,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan""","""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)""",0
732,a3913,b2244,"""Transactions on computational science XVII""","""Marina L. Gavrilova, C. J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642358401,"""Lecture notes in computer science ; 7420,""","""nan""","""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)""",0
733,a4324,b2244,"""Transactions on computational science XXVIII : special issue on cyberworlds and cybersecurity""","""Marina L. Gavrilova, C.J. Kenneth Tan, Alexei Sourin (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662530900,"""Lecture notes in computer science ; 9590,""","""nan""","""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)""",0
747,a784,b863,"""Transportation and information : trends in technology and policy""","""Piyushimita (Vonu) Thakuriah, D. Glenn Geers""","""New York, NY : Springer, [2013] ©2013""","""Books""",9781461471295,"""SpringerBriefs in computer science,""","""nan""","""Transportation and information : trends in technology and policy  ""","""Thakuriah, Piyushimita.""","""New York, NY""","""Electronic books.""",9781461471295,"""SpringerBriefs in computer science.""","""1 online resource.""",1
751,a208,b570,"""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers""","""Markus Helfert, Andreas Holzinger, Orlando Belo, Chiara Francalanci (eds.)""","""Cham : Springer, 2016. ©2016""","""Books""",9783319301624,"""Communications in computer and information science ; 584,""","""nan""","""Data management technologies and applications : 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised selected papers  ""","""Francalanci, Chiara, | Helfert, Markus,""","""Cham, Switzerland""","""Electronic books.""",9783319629117,"""Communications in computer and information science ; 737. 1865-0929""","""1 online resource (xi, 179 pages)""",0
752,a5397,b570,"""Data Management Technologies and Applications 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised Selected Papers""","""edited by Chiara Francalanci, Markus Helfert""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319629117,"""Communications in computer and information science ; 737,""","""nan""","""Data management technologies and applications : 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised selected papers  ""","""Francalanci, Chiara, | Helfert, Markus,""","""Cham, Switzerland""","""Electronic books.""",9783319629117,"""Communications in computer and information science ; 737. 1865-0929""","""1 online resource (xi, 179 pages)""",1
753,a4221,b570,"""Data Management Technologies and Applications : Third International Conference, DATA 2014, Vienna, Austria, August 29-31, 2014, revised selected papers""","""edited by Markus Helfert, Andreas Holzinger, Orlando Belo, Chiara Francalanci""","""1st ed. 2015. Cham : Springer International Publishing : Imprint: Springer, 2015. ©2015""","""Books""",9783319259369,"""Communications in computer and information science ; 178,""","""nan""","""Data management technologies and applications : 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised selected papers  ""","""Francalanci, Chiara, | Helfert, Markus,""","""Cham, Switzerland""","""Electronic books.""",9783319629117,"""Communications in computer and information science ; 737. 1865-0929""","""1 online resource (xi, 179 pages)""",0
756,a120,b5696,"""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, revised selected papers""","""edited by Michael Brenner, Nicolas Christin, Benjamin Johnson, Kurt Rohloff""","""Heidelberg : Springer, 2015.""","""Books""",9783662480519,"""Lecture notes in computer science ; 8976,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2014 Workshops, BITCOIN and WAHC 2014, Christ Church, Barbados, March 7, 2014 : revised selected papers  ""","""BÃ¶hme, Rainer, | Brenner, Michael, | Moore, Tyler, | Smith, Matthew,""","""Heidelberg""","""Electronic books.""",9783662447741,"""Lecture notes in computer science ; 8438. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 249 pages)""",0
760,a666,b302,"""Learn computer science with Swift : computation concepts, programming paradigms, data management, and modern component architectures with Swift and Playgrounds""","""Jesse Feiler""","""[Berkeley, CA] : Apress, 2018.""","""Books""",9781484230664,"""nan""","""nan""","""Learn computer science with Swift : computation concepts, programming paradigms, data management, and modern component architectures with Swift and Playgrounds  ""","""Feiler, Jesse""","""[Berkeley, CA]""","""Electronic books.""",9781484230664,"""nan""","""1 online resource""",1
768,a3619,b3352,"""Hashing in computer science : fifty years of slicing and dicing""","""Alan G. Konheim""","""Hoboken, N.J. : Wiley, [2010] ©2010""","""Books""",9780470630600,"""nan""","""nan""","""Hashing in computer science : fifty years of slicing and dicing  ""","""Konheim, Alan G., 1934-""","""Hoboken, N.J.""","""Electronic books.""",9781118031834,"""nan""","""1 online resource""",1
771,a233,b272,"""Automating the analysis of spatial grids : a practical guide to data mining geospatial images for human & environmental applications""","""Valliappa Lakshmanan""","""Dordrecht ; New York : Springer, [2012] ©2012""","""Books""",9789400740754,"""Geotechnologies and the environment ; v. 6,""","""nan""","""Machine learning and data mining approaches to climate science : proceedings of the 4th International Workshop on Climate Informatics  ""","""Lakshmanan, Valliappa, | Gilleland, Eric, | McGovern, Amy, | Tingley, Martin P.,""","""Cham ; New York""","""Electronic books. | Conference papers and proceedings.""",9783319172200,"""nan""","""1 online resource""",0
772,a260,b983,"""The Oxford handbook of the science of science communication""","""edited by Kathleen Hall Jamieson, Dan Kahan, Dietram Scheufele""","""New York, NY, United States of America : Oxford University Press, [2017]""","""Books""",9780190497620,"""Oxford library of psychology,""","""nan""","""The Oxford handbook on the science of science communication  ""","""Jamieson, Kathleen Hall, | Kahan, Dan M., | Scheufele, Dietram,""","""New York, NY, United States of America""","""nan""",9780190497620,"""Oxford library of psychology.""","""xxii, 486 pages""",1
798,a2498,b6950,"""Scaling OpenMP for Exascale Performance and Portability : 13th International Workshop on OpenMP, IWOMP 2017, Stony Brook, NY, USA, September 20-22, 2017, Proceedings""","""edited by Bronis R. de Supinski, Stephen L. Olivier, Christian Terboven, Barbara M. Chapman, Matthias S. Müller""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319655789,"""Lecture notes in computer science ; 10468,""","""nan""","""Medical Image Computing and Computer-Assisted Intervention MICCAI 2004 00 : 7th International Conference, Saint-Malo, France, September 26-29, 2004. Proceedings, Part II  ""","""Barillot, Christian. | Haynor, David R. | Hellier, Pierre.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2004.""","""Electronic books.""",9783540301363,"""Lecture notes in computer science ; 3217, 0302-9743""","""1 online resource.""",0
799,a4969,b685,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
802,a5399,b685,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
803,a5426,b685,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
804,a625,b685,"""Transactions on large-scale data- and knowledge-centered systems X : special issue on database- and expert-systems applications""","""Abdelkader Hameurlain [and 5 more] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642412219,"""Lecture notes in computer science ; 8220,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
805,a5640,b685,"""Transactions on large-scale data- and knowledge-centered systems XXXIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Reza Akbarinia, Esther Pacitti (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662556962,"""Lecture notes in computer science ; 10430,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
806,a996,b685,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
807,a3709,b685,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",1
808,a1638,b685,"""Transactions on large-scale data- and knowledge-centered systems XXIII : selected papers from FDSE 2014""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (Eds.)""","""Berlin : Springer, [2016] ©2016""","""Books""",9783662491751,"""Lecture notes in computer science ; 9480,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
814,a2675,b1769,"""Handbook of survey methodology for the social sciences""","""Lior Gideon, editor""","""New York, NY : Springer, [2012] ©2012""","""Books""",9781461438755,"""nan""","""nan""","""Handbook of survey methodology for the social sciences ""","""Gideon, Lior.""","""New York""","""Electronic books. | Handbooks and manuals.""",9781461438762,"""nan""","""1 online resource (xviii, 520 pages)""",1
815,a1124,b5704,"""Graph-theoretic concepts in computer science : international workshop WG '88, Amsterdam, The Netherlands, June 15-17, 1988 : proceedings""","""J. van Leeuwen (ed.)""","""Berlin ; New York : Springer-Verlag, [1989] ©1989""","""Books""",9780387507286,"""Lecture notes in computer science ; 344,""","""nan""","""Graph-Theoretic Concepts in Computer Science : International Workshop WG '88 Amsterdam, The Netherlands, June 15-17, 1988 Proceedings  ""","""Leeuwen, J.""","""Berlin, Heidelberg""","""Electronic books.""",9783540460763,"""Lecture notes in computer science ; 344. 0302-9743""","""1 online resource""",1
816,a82,b730,"""Advances in intelligent data analysis : reasoning about data : second international symposium, IDA-97, London, UK, August 4-6, 1997 : proceedings""","""Xiaohui Liu, Paul Cohen, Michael Berthold (eds.)""","""Berlin ; New York : Springer, [1997] ©1997""","""Books""",9783540633464,"""Lecture notes in computer science. 1280,""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
820,a4059,b730,"""The role of scientific and technical data and information in the public domain : proceedings of a symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; Steering Committee on the Role of Scientific and Technical Data and Information in the Public Domain, Office of International Scientific and Technical Information Programs, Board on International Scientific Organizations, Policy and Global Affairs Division, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2003] ©2003""","""Books""",9780309088503,"""nan""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
821,a4515,b730,"""Open access and the public domain in digital data and information for science : proceedings of an international symposium""","""Julie M. Esanu and Paul F. Uhlir, editors ; U.S. National Committee for CODATA, Board on International Scientific Organizations, Policy and Global Affairs Division ; National Research Council""","""Washington, D.C. : National Academies Press, [2004] ©2004""","""Books""",9780309091459,"""nan""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
822,a3142,b730,"""Advances in intelligent data analysis XVI : 16th International Symposium, IDA 2017, London, UK, October 26-28, 2017, Proceedings""","""Niall Adams, Allan Tucker, David Weston (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319687650,"""Lecture notes in computer science ; 10584,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
823,a4679,b730,"""Advances in intelligent data analysis VIII : 8th International Symposium on Intelligent Data Analysis, IDA 2009, Lyon, France, August 31-September 2, 2009 : proceedings""","""Niall M. Adams ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642039157,"""Lecture notes in computer science ; 5772,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
830,a5671,b897,"""Citizen science : public participation in environmental research""","""edited by Janis L. Dickinson and Rick Bonney ; foreword by Richard Louv ; afterword by John W. Fitzpatrick""","""Ithaca : Comstock Pub. Associates, 2012.""","""Books""",9780801449116,"""nan""","""nan""","""Citizen Science : Public Participation in Environmental Research  ""","""Dickinson, Janis L., | Bonney, Rick, | Louv, Richard, | Fitzpatrick, John W.,""","""Ithaca""","""Electronic books.""",9780801463952,"""nan""","""1 online resource (xiv, 279 pages)""",1
