,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
745,745,a2372,b701,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, AugustSeptember 2010 : proceedings  ""","""Pederson, Torben Bach. | Mohania, Mukesh. | Tjoa, A Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151057,"""Lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
747,747,a5678,b701,"""Data warehousing and knowledge discovery : 15th international conference, DaWaK 2013, Prague, Czech Republic, August 26-29, 2013, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Heidelberg : Springer, [2013]. ©2013""","""Books""",9783642401312,"""Lecture notes in computer science ; 8057,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, AugustSeptember 2010 : proceedings  ""","""Pederson, Torben Bach. | Mohania, Mukesh. | Tjoa, A Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151057,"""Lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
748,748,a3403,b701,"""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery""","""edited by Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662497845,"""Lecture notes in computer science ; 9670,""","""nan""","""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, AugustSeptember 2010 : proceedings  ""","""Pederson, Torben Bach. | Mohania, Mukesh. | Tjoa, A Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151057,"""Lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
749,749,a4110,b701,"""Data warehousing and knowledge discovery : 5th international conference, DaWaK 2003, Prague, Czech Republic, September 3-5, 2003 : proceedings""","""Yahiko Kambayashi, Mukesh Mohania, Wolfram Wöss (eds.)""","""Berlin ; New York : Springer-Verlag, [2003] ©2003""","""Books""",9783540408079,"""Lecture notes in computer science ; 2737,""","""nan""","""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, AugustSeptember 2010 : proceedings  ""","""Pederson, Torben Bach. | Mohania, Mukesh. | Tjoa, A Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151057,"""Lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
750,750,a5686,b701,"""Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319101606,"""Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, AugustSeptember 2010 : proceedings  ""","""Pederson, Torben Bach. | Mohania, Mukesh. | Tjoa, A Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151057,"""Lecture notes in computer science ; 6263.""","""1 online resource (xiii, 335 p.)"""
757,757,a182,b1152,"""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings""","""Shuigeng Zhou, Songmao Zhang, George Karypis (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642355271,"""Lecture notes in computer science ; 7713,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Social media retrieval and mining : ADMA 2012 Workshops, SNAM 2012 and SMR 2012, Nanjing, China, December 15-18, 2012. Revised selected papers  ""","""Zhou, Shuigeng, | Wu, Zhiang,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642416293,"""Communications in computer and information science ; 387.""","""1 online resource (168 pages)."""
758,758,a3619,b3352,"""Hashing in computer science : fifty years of slicing and dicing""","""Alan G. Konheim""","""Hoboken, N.J. : Wiley, [2010] ©2010""","""Books""",9780470630600,"""nan""","""nan""","""Hashing in computer science : fifty years of slicing and dicing  ""","""Konheim, Alan G., 1934-""","""Hoboken, N.J.""","""Electronic books.""",9781118031834,"""nan""","""1 online resource"""
763,763,a1051,b5608,"""Graph based representations in pattern recognition : 4th IAPR international workshop, GbRPR 2003, York, UK, June 30-July 2, 2003 : proceedings""","""Edwin Hancock, Mario Vento, eds""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540404521,"""Lecture notes in computer science ; 2726,""","""nan""","""Graph Based Representations in Pattern Recognition : 4th IAPR International Workshop, GbRPR 2003 York, UK, June 30 July 2, 2003 Proceedings  ""","""Hancock, Edwin. | Vento, Mario.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2003.""","""Electronic books.""",9783540450283,"""Lecture notes in computer science ; 2726, 0302-9743""","""1 online resource."""
767,767,a3002,b3932,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan""","""Number by Colors : a Guide to Using Color to Understand Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461218920,"""nan""","""1 online resource (XXV, 349 pages)"""
785,785,a2989,b3189,"""Graph Transformation 10th International Conference, ICGT 2017, Held as Part of STAF 2017, Marburg, Germany, July 18-19, 2017, Proceedings""","""edited by Juan de Lara, Detlef Plump""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319614700,"""Lecture notes in computer science ; 10373,""","""nan""","""Graph transformation : 10th International Conference, ICGT 2017, held as part of STAF 2017, Marburg, Germany, July 18-19, 2017, Proceedings  ""","""Lara, Juan de, | Plump, Detlef,""","""Cham, Switzerland""","""Electronic books.""",9783319614700,"""Lecture notes in computer science ; 10373. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 231 pages)"""
786,786,a2559,b3564,"""Financial cryptography : Third International Conference, FC '99, Anguilla, British West Indies, February 22-25, 1999 : proceedings""","""Matthew Franklin (ed.)""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540663621,"""Lecture notes in computer science. 1648,""","""nan""","""Financial Cryptography : Third International Conference, FC99 Anguilla, British West Indies, February 2225, 1999 Proceedings  ""","""Franklin, Matthew.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 1999.""","""Electronic books.""",9783540483908,"""Lecture notes in computer science ; 1648, 0302-9743""","""1 online resource."""
793,793,a1669,b240,"""Big data in cognitive science""","""edited by Michael N. Jones""","""New York ; London : Routledge, 2017. ©2017""","""Books""",9781138791923,"""Frontiers of cognitive psychology,""","""nan""","""Big data in cognitive science  ""","""Jones, Michael N.,""","""New York, NY""","""nan""",9781138791923,"""Frontiers of cognitive psychology.""","""viii, 373 pages ; 23 cm."""
795,795,a4258,b4518,"""The Medical Library Association guide to data management for librarians""","""edited by Lisa Federer""","""Lanham, Maryland : Rowman & Littlefield, [2016]""","""Books""",9781442264267,"""Medical Library Association books,""","""nan""","""The Medical Library Association guide to data management for librarians  ""","""Federer, Lisa,""","""Lanham""","""Electronic books.""",9781442264281,"""Medical Library Association books.""","""1 online resource."""
796,796,a1894,b466,"""Longitudinal data analysis : a practical guide for researchers in aging, health, and social sciences""","""edited by Jason T. Newsom, Richard N. Jones, Scott M. Hofer""","""New York : Routledge, 2012.""","""Books""",9780203814208,"""Multivariate applications book series ; 18,""","""nan""","""Longitudinal data analysis : a practical guide for researchers in aging, health, and social sciences  ""","""Newsom, Jason T. | Jones, Richard N. | Hofer, Scott M.""","""New York""","""nan""",9780415874144,"""Multivariate applications book series.""","""xiii, 391 p."""
804,804,a3372,b874,"""Eddy covariance : a practical guide to measurement and data analysis""","""Marc Aubinet, Timo Vesala, Dario Papale, editors""","""Dordrecht ; New York : Springer, [2012] ©2012""","""Books""",9789400723511,"""Springer atmospheric sciences,""","""nan""","""Eddy covariance : a practical guide to measurement and data analysis  ""","""Aubinet, Marc. | Vesala, Timo. | Papale, Dario.""","""Dordrecht ; Springer, Â©2012.""","""Electronic books.""",9789400723511,"""Springer atmospheric sciences.""","""1 online resource (xxii, 438 pages)"""
805,805,a2314,b5827,"""Encrypted email : the history and technology of message privacy""","""Hilarie Orman""","""Cham : Springer, 2015.""","""Books""",9783319213446,"""SpringerBriefs in computer science,""","""nan""","""Encrypted email : the history and technology of message privacy  ""","""Orman, Hilarie""","""Cham""","""Electronic books.""",9783319213446,"""SpringerBriefs in computer science.""","""1 online resource (vii, 103 pages)"""
806,806,a3002,b2909,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan""","""The Data Handbook : a Guide to Understanding the Organization and Visualization of Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461225386,"""nan""","""1 online resource (xxix, 350 pages)"""
808,808,a4969,b906,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
809,809,a257,b906,"""Transactions on large-scale data- and knowledge-centered systems XXXV""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Sherif Sakr, Imran Razzak, Alshammari Riyad (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662561218,"""Lecture notes in computer science ; 10680,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
810,810,a5123,b906,"""Transactions on large-scale data- and knowledge-centered systems XXIV : special issue on database- and expert-systems applications""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Hendrik Decker, Lenka Lhotska, Sebastian Link (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662492147,"""Lecture notes in computer science ; 9510,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
811,811,a5399,b906,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
812,812,a5426,b906,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
814,814,a3403,b906,"""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery""","""edited by Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662497845,"""Lecture notes in computer science ; 9670,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
815,815,a3517,b906,"""Transactions on large-scale data- and knowledge centered systems VII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Berlin : Springer, 2012.""","""Books""",9783642353321,"""Lecture notes in computer science ; 7720,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
818,818,a2329,b906,"""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Hendrik Decker (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662559475,"""Lecture notes in computer science ; 10620,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
819,819,a2349,b906,"""Transactions on large-scale data- and knowledge -centered systems XXX : special issue on cloud computing""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Klaus-Dieter Schewe, Karoly Bosa (eds.)""","""Berlin : Springer, 2016. Berlin : Springer, 2016.""","""Books""",9783662540541,"""Lecture notes in computer science ; 10130,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
821,821,a996,b906,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
822,822,a4253,b906,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Transactions on large-scale data- and knowledge centered systems VII ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R.""","""Berlin""","""Electronic books.""",9783642353321,"""Lecture notes in computer science ; 7720.""","""1 online resource."""
832,832,a4866,b1294,"""Cloud computing and big data : second International Conference, CloudCom-Asia 2015, Huangshan, China, June 17-19, 2015, revised selected papers""","""Weizhong Qiang, Xianghan Zheng, Ching-Hsien Hsu (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319284309,"""Lecture notes in computer science ; 9106,LNCS sublibrary. Programming and software engineering,""","""nan""","""Network and parallel computing : 10th IFIP International Conference, NPC 2013, Guiyang, China, September 19-21, 2013, Proceedings  ""","""Hsu, Ching-Hsien,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642408205,"""Lecture notes in computer science ; 8147. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 418 pages)"""
833,833,a3321,b1294,"""Network and parallel computing : 11th IFIP WG 10.3 International Conference, NPC 2014, Ilan, Taiwan, September 18-20, 2014, proceedings""","""Ching-Hsien Hsu, Xuanhua Shi, Valentina Salapura (eds.)""","""Heidelberg : Springer, [2014] ©2014""","""Books""",9783662449172,"""Lecture notes in computer science ; 8707,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Network and parallel computing : 10th IFIP International Conference, NPC 2013, Guiyang, China, September 19-21, 2013, Proceedings  ""","""Hsu, Ching-Hsien,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642408205,"""Lecture notes in computer science ; 8147. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 418 pages)"""
834,834,a2393,b4292,"""Experiment! : planning, implementing, and interpreting""","""Oivind Andersson""","""Hoboken, NJ : Wiley, 2012.""","""Books""",9781118311011,"""nan""","""nan""","""Experiment! : planning, implementing, and interpreting  ""","""Andersson, Oivind, 1970-""","""Hoboken, NJ""","""Electronic books.""",9781118311011,"""nan""","""1 online resource"""
836,836,a2025,b1679,"""Hybrid artificial intelligent systems : 11th International Conference, HAIS 2016, Seville, Spain, April 18-20, 2016, proceedings""","""Francisco Martínez-Álvarez, Alicia Troncoso, Héctor Quintián, Emilio Corchado (eds.)""","""Switzerland : Springer, [2016] ©2016""","""Books""",9783319320342,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9648,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Hybrid artificial intelligent systems : 7th International Conference, HAIS 2012, Salamanca, Spain, March 28-30th, 2012. Proceedings. Part I  ""","""Corchado, Emilio.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642289422,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7208. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxxii, 708 pages)."""
837,837,a4891,b2936,"""Data-driven Methods for Fault Detection and Diagnosis in Chemical Processes""","""by Evan L. Russell, Leo H. Chiang, Richard D. Braatz""","""London : Springer London, 2000.""","""Books""",9781447104094,"""Advances in industrial control,""","""nan""","""Data-driven Methods for Fault Detection and Diagnosis in Chemical Processes ""","""Russell, Evan L.""","""London""","""Electronic books.""",9781447104094,"""Advances in industrial control.""","""1 online resource (xiii, 192 pages)."""
838,838,a2596,b1299,"""Financial cryptography and data security : 9th international conference, FC 2005, Roseau, the Commonwealth of Dominica, February 28-March 3, 2005 : revised papers""","""Andrew S. Patrick, Moti Yung (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540266563,"""Lecture notes in computer science. 3570,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
839,839,a2875,b1299,"""Applied cryptography and network security : third international conference, ACNS 2005, New York, NY, USA, June 7-10, 2005 : proceedings""","""John Ioannidis, Angelos Keromytis, Moti Yung (eds.)""","""Berlin ; New York : Springer, 2005.""","""Books""",9783540262237,"""Lecture notes in computer science. 3531,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
840,840,a518,b1299,"""Applied cryptography and network security : first international conference, ACNS 2003, Kunming, China, October 16-19, 2003 : proceedings""","""Jianying Zhou, Moti Yung, Yongfei Han, (eds.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540202080,"""Lecture notes in computer science ; 2846,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
841,841,a5469,b1299,"""Applied cryptography and network security : 4th international conference, ACNS 2006, Singapore, June 6-9, 2006 : proceedings""","""Jianying Zhou, Moti Yung, Feng Bao (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540347033,"""Lecture notes in computer science. 3989,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
842,842,a1396,b1299,"""Digital rights management : technologies, issues, challenges and systems : first international conference, DRMTICS 2005, Sydney, Australia, October 31-November 2, 2005 : revised selected papers""","""Reihaneh Safavi-Naini, Moti Yung (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540359982,"""Lecture notes in computer science. 3919,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
843,843,a2077,b1299,"""Information security and cryptology : 6th international conference, Inscrypt 2010, Shanghai, China, October 20-24, 2010 : revised selected papers""","""Xuejia Lai, Moti Yung, Dongdai Lin (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642215186,"""Lecture notes in computer science ; 6584,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
844,844,a4561,b1299,"""Information security and cryptology : 4th international conference, Inscrypt 2008, Beijing, China, December 14-17, 2008 : revised selected papers""","""Moti Yung, Peng Liu, Dongdai Lin (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642014406,"""Lecture notes in computer science ; 5487,""","""nan""","""Information security and cryptology : 8th International Conference, Inscrypt 2012, Beijing, China, November 28-30, 2012 : revised selected papers  ""","""KutyÅowski, MirosÅaw. | Yung, Moti.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642385193,"""Lecture notes in computer science ; 7763. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 391 pages)"""
845,845,a5196,b4538,"""Evolutionary computing : AISB Workshop, Leeds, U.K., April 11-13, 1994 : selected papers""","""Terence C. Fogarty, (ed.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540584834,"""Lecture notes in computer science ; 865,""","""nan""","""Evolutionary Computing : AISB Workshop Brighton, U.K., April 1-2, 1996 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin, Heidelberg""","""Electronic books.""",9783540706717,"""Lecture notes in computer science ; 1143. 0302-9743""","""1 online resource"""
847,847,a2678,b5583,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 14th China National Conference, CCL 2015, and third International Symposium, NLP-NABD 2015, Guangzhou, China, November 13-14, 2015, proceedings""","""Maosong Sun, Zhiyuan Liu, Min Zhang, Yang Liu (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319258164,"""Lecture notes in computer science. Lecture notes in artificial intelligence 9427,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
848,848,a2780,b5583,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International Symposium, NLP-NABD 2017, Nanjing, China, October 13-15, 2017, Proceedings""","""Maosong Sun, Xiaojie Wang, Baobao Chang, Deyi Xiong (eds.)""","""Cham : Springer, 2017.""","""Books""",9783319690056,"""Lecture notes in computer science ; 10565,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
849,849,a4637,b5583,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 15th China National Conference, CCL 2016, and 4th International Symposium, NLP-NABD 2016, Yantai, China, October 15-16, 2016, Proceedings""","""edited by Maosong Sun, Xuanjing Huang, Hongfei Lin, Zhiyuan Liu, Yang Liu""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319476742,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 10035,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Social Media Processing : 4th National Conference, SMP 2015, Guangzhou, China, November 16-17, 2015, proceedings  ""","""Zhang, Xichun | Sun, Maosong, | Wang, Zhenyu, | Huang, Xuanjing,""","""Singapore""","""Electronic books.""",9789811000805,"""Communications in computer and information science ; 568. 1865-0929""","""1 online resource (xiv, 242 pages)"""
