,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
495,7103,a297,b985,"""The commodification of academic research : science and the modern university""","""edited by Hans Radder""","""Pittsburgh, Pa. : University of Pittsburgh Press, ©2010.""","""Books""",9780822977582,"""nan""","""nan""","""The commodification of academic research : science and the modern university  ""","""Radder, Hans.""","""Pittsburgh, Pa.""","""Electronic books.""",9780822977582,"""nan""","""1 online resource (vii, 350 pages)"""
496,7104,a3542,b985,"""The commodification of academic research : science and the modern university""","""edited by Hans Radder""","""Pittsburgh, Pennsylvania : University of Pittsburgh Press, [2010] ©2010""","""Books""",9780822977582,"""nan""","""nan""","""The commodification of academic research : science and the modern university  ""","""Radder, Hans.""","""Pittsburgh, Pa.""","""Electronic books.""",9780822977582,"""nan""","""1 online resource (vii, 350 pages)"""
497,7110,a170,b991,"""Computer and information science 2015""","""Roger Lee, editor""","""Cham : Springer, [2016]""","""Books""",9783319234670,"""Studies in computational intelligence ; v. 614,""","""nan""","""Computer and information science 2012 ""","""Lee, Roger""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642304545,"""Studies in computational intelligence ; 429.""","""1 online resource (xiv, 219 pages)."""
498,7159,a3960,b1001,"""Advances in data mining : applications and theoretical aspects : 12th Industrial Conference, ICDM 2012, Berlin, Germany, July 13-20, 2012. Proceedings""","""Petra Perner (ed.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642314889,"""Lecture notes in computer science ; 7377,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Advances in data mining : applications and theoretical aspects : 12th Industrial Conference, ICDM 2012, Berlin, Germany, July 13-20, 2012. Proceedings  ""","""Perner, Petra.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314889,"""Lecture notes in computer science ; 7377. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xi, 287 pages)"""
499,7186,a1619,b1007,"""Agents and data mining interaction : 8th International Workshop, ADMI 2012, Valencia, Spain, June 4-5, 2012, revised selected papers""","""Longbing Cao ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642362880,"""Lecture notes in computer science ; 7607,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Agents and data mining interaction : 8th International Workshop, ADMI 2012, Valencia, Spain, June 4-5, 2012, Revised selected papers  ""","""Cao, Longbing,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642362880,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7607. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
500,7194,a1388,b1008,"""Algorithms-- ESA 2012 : 20th Annual European Symposium, Ljubljana, Slovenia, September 10-12, 2012. Proceedings""","""Leah Epstein, Paolo Ferragina (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642330902,"""Lecture notes in computer science ; 7501,Lecture notes in computer science. Advanced research in computing and software science,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Algorithms-- ESA 2012 : 20th Annual European Symposium, Ljubljana, Slovenia, September 10-12, 2012. Proceedings  ""","""Epstein, Leah. | Ferragina, Paolo,""","""Berlin ; Springer, c2012.""","""Electronic books. | Conference papers and proceedings.""",9783642330902,"""Lecture notes in computer science ; 7501. Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
501,7195,a250,b1011,"""Social science libraries : interdisciplinary collections, services, networks""","""edited by Steven W. Witt and Lynne M. Rudasill""","""Berlin ; New York : De Gruyter Saur, [2010] ©2010""","""Books""",9783110232141,"""IFLA publications ; 144,""","""nan""","""Social science libraries : interdisciplinary collections, services, networks  ""","""Witt, Steve W. | Rudasill, Lynne M.""","""Berlin ; De Gruyter Saur, Â©2010.""","""Electronic books.""",9783110232158,"""IFLA publications ; 144.""","""1 online resource (138 pages)"""
502,7203,a4766,b1012,"""Bridging the geographic information sciences : International AGILE'2012 Conference, Avignon (France), April, 24-27, 2012""","""Jérôme Gensel, Didier Josselin, Danny Vandenbroucke, editors""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642290633,"""Lecture notes in geoinformation and cartography,""","""nan""","""Bridging the geographic information sciences : International AGILE'2012 Conference, Avignon (France), April, 24-27, 2012  ""","""Gensel, JÃ©rÃ´me. | Josselin, Didier. | Vandenbroucke, Danny.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642290633,"""Lecture notes in geoinformation and cartography.""","""1 online resource (xviii, 450 pages)"""
503,7207,a1181,b1016,"""Semantics in data and knowledge bases : 5th International Workshop, SDKB 2011, Zürich, Switzerland, July 3, 2011, revised selected papers""","""Klaus-Dieter Schewe, Bernhard Thalheim (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642360084,"""Lecture notes in computer science ; 7693,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Semantics in data and knowledge bases : 5th International Workshop, SDKB 2011, ZÃ¼rich, Switzerland, July 3, 2011, Revised selected papers  ""","""Schewe, Klaus-Dieter, | Thalheim, B.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642360084,"""Lecture notes in computer science ; 7693. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (vii, 197 pages)"""
504,7216,a5149,b1020,"""The semantic web : semantics and big data : 10th International Conference, ESWC 2012, Montpellier, France, May 26-30, 2013, proceedings""","""Philipp Cimiano ... [and others] (eds.)""","""Heidelberg : Springer, [2013] ©2013""","""Books""",9783642382888,"""Lecture notes in computer science ; 7882,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""The semantic web : semantics and big data : 10th International Conference, ESWC 2012, Montpellier, France, May 26-30, 2013 : proceedings  ""","""Cimiano, Philipp.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642382888,"""Lecture notes in computer science ; 7882. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvii, 252 pages)"""
505,7218,a1359,b1024,"""Privacy in statistical databases : UNESCO Chair in Data Privacy, International Conference, PSD 2012, Palermo, Italy, September 26-28, 2012. Proceedings""","""edited by Josep Domingo-Ferrer, Ilenia Tinnirello""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642336270,"""Lecture notes in computer science ; 7556,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Privacy in statistical databases : UNESCO Chair in Data Privacy, International Conference, PSD 2012, Palermo, Italy, September 26-28, 2012. Proceedings  ""","""Domingo-Ferrer, Josep. | Tinnirello, Ilenia.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336270,"""Lecture notes in computer science ; 7556. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
506,7233,a5037,b1028,"""Advances in spatial data handling : geospatial dynamics, geosimulation and exploratory visualization""","""Sabine Timpf, Patrick Laube, editors""","""Heidelberg ; New York : Springer, [2013] ©2013""","""Books""",9783642323164,"""Advances in geographic information science,""","""nan""","""Advances in spatial data handling : geospatial dynamics, geosimulation and exploratory visualization  ""","""Timpf, Sabine. | Laube, Patrick.""","""Heidelberg ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642323164,"""Advances in geographic information science.""","""1 online resource (xii, 221 pages)"""
507,7318,a4651,b1032,"""Science and pseudoscience in clinical psychology""","""edited by Scott O. Lilienfeld, Steven Jay Lynn, Jeffrey M. Lohr ; foreword by Carol Tavris""","""New York ; London : Guilford, 2004.""","""Books""",9781593850708,"""nan""","""nan""","""Science and pseudoscience in clinical psychology  ""","""Lilienfeld, Scott O., | Lynn, Steven J., | Lohr, Jeffrey M., | Tavris, Carol,""","""New York""","""nan""",9781462517510,"""nan""","""xxvii, 548 pages ; 24 cm"""
508,7346,a1559,b1046,"""Transactions on large-scale data- and knowledge-centered systems XIII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg : Springer, 2013.""","""Books""",9783642544262,"""Lecture notes in computer science ; 8420,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XII  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R.,""","""Heidelberg""","""Electronic books.""",9783642453151,"""Lecture notes in computer science ; 8320.""","""1 online resource (128 pages)."""
509,7367,a5621,b1046,"""Transactions on large-scale data- and knowledge-centered systems XII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg : Springer, [2013] ©2013""","""Books""",9783642453151,"""Lecture notes in computer science ; 8320,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XII  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R.,""","""Heidelberg""","""Electronic books.""",9783642453151,"""Lecture notes in computer science ; 8320.""","""1 online resource (128 pages)."""
510,7415,a1639,b1050,"""Advances in knowledge discovery and data mining : 5th Pacific-Asia Conference, PAKDD 2001, Hong Kong, China, April 16-18, 2001 : proceedings""","""David Cheung, Graham J. Williams, Qing Li (eds.)""","""Berlin ; New York : Springer, [2001] ©2001""","""Books""",9783540419105,"""Lecture notes in computer science ; 2035,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Advances in knowledge discovery and data mining : 5th Pacific-Asia Conference, PAKDD 2001, Hong Kong, China, April 16-18, 2001 : proceedings  ""","""Cheung, David, | Williams, Graham J. | Li, Qing,""","""Berlin ; Springer, 2001.""","""Electronic books. | Conference proceedings.""",9783540453574,"""Lecture notes in computer science ; 2035. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xviii, 596 pages)"""
511,7439,a2609,b1052,"""Transactions on data hiding and multimedia security VIII : special issue on pattern recognition for IT security""","""Yun Q. Shi (editor-in-chief), Stefan Katzenbeisser (guest editor)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642319716,"""Lecture notes in computer science ; 7228,""","""nan""","""Transactions on data hiding and multimedia security VIII : special issue on pattern recognition for IT security  ""","""Shi, Yun Q. | Katzenbeisser, Stefan.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642319716,"""Lecture notes in computer science ; 7228.""","""1 online resource."""
512,7445,a2742,b1053,"""Intelligent data engineering and automated learning - IDEAL 2010 : 11th international conference, Paisley, UK, September 1-3, 2010 : proceedings""","""Colin Fyfe ... [and others] (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642153815,"""Lecture notes in computer science ; 6283,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligent data engineering and automated learning--IDEAL 2010 : 11th international conference, Paisley, UK, September 1-3, 2010 : proceedings  ""","""Fyfe, Colin.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642153815,"""Lecture notes in computer science ; 6283. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvi, 398 p.)"""
513,7448,a2363,b1054,"""Intelligent data engineering and automated learning--IDEAL 2011 : 12th international conference, Norwich, UK, September 7-9, 2011 : proceedings""","""Hujun Yin, Wenjia Wang, Victor Rayward-Smith (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642238789,"""Lecture notes in computer science ; 6936,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligent data engineering and automated learning--IDEAL 2011 : 12th International Conference, Norwich, UK, September 7-9, 2011, proceedings  ""","""Yin, Hujun, | Wang, Wenjia. | Rayward-Smith, V. J.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642238789,"""Lecture notes in computer science ; 6936. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvii, 513 pages)."""
514,7460,a1624,b1055,"""Provenance and annotation of data and processes : third International Provenance and Annotation Workshop, IPAW 2010, Troy, NY, USA, June 15-16, 2010 : revised selected papers""","""Deborah L. McGuinness, James R. Michaelis, Luc Moreau (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642178191,"""Lecture notes in computer science ; 6378,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Provenance and annotation of data and processes : third International Provenance and Annotation Workshop, IPAW 2010, Troy, NY, USA, June 15-16, 2010, revised selected papers  ""","""McGuinness, Deborah L. | Michaelis, James R. | Moreau, Luc""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642178191,"""Lecture notes in computer science ; 6378. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiv, 306 p.)"""
515,7483,a489,b1057,"""Medical computer vision : large data in medical imaging : third international MICCAI workshop, MCV 2013, Nagoya, Japan, September 26, 2013, revised selected papers""","""Bjoern Menze, Georg Langs, Albert Montillo, Michael Kelm, Henning Müller, Zhuowen Tu (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783319055305,"""Lecture notes in computer science ; 8331,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Medical computer vision : large data in medical imaging : third international MICCAI workshop, MCV 2013, Nagoya, Japan, September 26, 2013 : revised selected papers  ""","""Menze, Bjoern, | Langs, Georg, | Momtillo, Albert, | Kelm, Michael, | MÃ¼ller, Henning | Tu, Zhuowen,""","""Berlin""","""Electronic books.""",9783319055305,"""Lecture notes in computer science ; 8331. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource."""
516,7490,a1175,b1058,"""Intelligent data engineering and automated learning -- IDEAL 2013 : 14th International Conference, IDEAL 2013, Hefei, China, October 20-23, 2013, proceedings""","""Hujun Yin [and 7 others] (eds.)""","""Heidelberg : Springer, [2013]""","""Books""",9783642412783,"""Lecture notes in computer science ; 8206,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Intelligent data engineering and automated learning -- IDEAL 2013 : 14th international conference, IDEAL 2013, Hefei, China, October 20-23, 2013, proceedings  ""","""Yin, Hujun,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642412783,"""Lecture notes in computer science ; 8206. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xviii, 639 pages)"""
517,7501,a2372,b1060,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings  ""","""Hameurlain, Abdelkader. | Morvan, Franck. | Tjoa, A. Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151088,"""Lecture notes in computer science ; 6265. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (x, 159 p.)"""
518,7546,a911,b1061,"""Secure data management : third VLDB workshop, SDM 2006, Seoul, Korea, September 10-11, 2006 : proceedings""","""Willem Jonker, Milan Petković (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540389842,"""Lecture notes in computer science. 4165,""","""nan""","""Secure data management : third VLDB workshop, SDM 2006, Seoul, Korea, September 10-11, 2006 ; proceedings  ""","""Jonker, Willem, | PetkoviÄ, Milan.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783540389873,"""LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI. Lecture notes in computer science ; 4165.""","""1 online resource (x, 183 pages)"""
519,7694,a1562,b1083,"""Data and applications security and privacy XXVI : 26th Annual IFIP WG 11.3 Conference, DBSec 2012, Paris, France, July 11-13,2012. Proceedings""","""Nora Cuppens-Boulahia, Frédéric Cuppens, Joaquin Garcia-Alfaro (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642315404,"""Lecture notes in computer science ; 7371,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data and applications security and privacy XXVI : 26th Annual IFIP WG 11.3 Conference, DBSec 2012, Paris, France, July 11-13,2012. Proceedings  ""","""Cuppens-Boulahia, Nora. | Cuppens, FrÃ©dÃ©ric. | Garcia-Alfaro, Joaquin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642315404,"""Lecture notes in computer science ; 7371. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 329 pages)"""
520,7704,a4418,b1085,"""Financial cryptography and data security : 16th International Conference, FC 2012, Kralendijk, Bonaire, Februray 27-March 2, 2012, Revised selected papers""","""Angelos D. Keromytis (ed.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642329463,"""Lecture notes in computer science ; 7397,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : 16th International Conference, FC 2012, Kralendijk, Bonaire, Februray 27-March 2, 2012, Revised selected papers  ""","""Keromytis, Angelos.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642329463,"""Lecture notes in computer science ; 7397. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource."""
521,7705,a656,b1088,"""Advances in knowledge discovery and data mining : 16th Pacific-Asia Conference, PAKDD 2012, Kuala Lumpur, Malaysia, May 29-June 1, 2012 : proceedings""","""Pang-Ning Tan ... [and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642302176,"""Lecture notes in computer science ; 7301-7302,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Advances in knowledge discovery and data mining : 16th Pacific-Asia Conference, PAKDD 2012, Kuala Lumpur, Malaysia, May 29-June 1, 2012, Proceedings. Part I  ""","""Tan, Pang-Ning.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642302176,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7301. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxiii, 619 pages)."""
522,7759,a1629,b1099,"""Modern accelerator technologies for geographic information science""","""Xuan Shi, Volodymyr Kindratenko, Chaowei Yang, editors""","""New York : Springer, 2013.""","""Books""",9781461487456,"""nan""","""nan""","""Modern accelerator technologies for geographic information science  ""","""Shi, Xuan, | Kindratenko, Volodymyr, | Yang, Chaowei,""","""New York""","""Electronic books.""",9781461487456,"""nan""","""1 online resource (vii, 251 pages)"""
523,7786,a2793,b1110,"""Financial cryptography and data security : FC 2011 Workshops, RLCPS and WECSR 2011, Rodney Bay, St. Lucia, February 28-March 4, 2011 : revised selected papers""","""George Danezis, Sven Dietrich, Kazue Sako (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642298899,"""Lecture notes in computer science ; 7126,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2011 Workshops, RLCPS and WECSR 2011, Rodney Bay, St. Lucia, February 28-March 4, 2011 : revised selected papers  ""","""Danezis, George, | Dietrich, Sven. | Sako, Kazue""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642298899,"""Lecture notes in computer science ; 7126. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 183 pages)"""
524,7804,a4015,b1115,"""Science and engineering careers in the United States : an analysis of markets and employment""","""edited by Richard B. Freeman and Daniel L. Goroff""","""Chicago : University of Chicago Press, 2009.""","""Books""",9780226261898,"""National Bureau of Economic Research conference report,Conference report (National Bureau of Economic Research),NBER conference report,""","""nan""","""Science and engineering careers in the United States : an analysis of markets and employment  ""","""Freeman, Richard B. | Goroff, Daniel L.""","""Chicago""","""nan""",9780226261898,"""National Bureau of Economic Research conference report.""","""ix, 393 p."""
525,7831,a3357,b1121,"""Software and data technologies : 7th International Conference, ICSOFT 2012, Rome, Italy, July 24-27, 2012, revised selected papers""","""José Cordeiro, Slimane Hammoudi, Marten van Sinderen (eds.)""","""Berlin, Heidelberg : Springer Berlin Heidelberg : Imprint: Springer, 2013. ©2013""","""Books""",9783642454042,"""Communications in computer and information science ; 411,""","""nan""","""Software and data technologies : 7th International Conference, ICSOFT 2012, Rome, Italy, July 24-27, 2012, revised selected papers  ""","""Cordeiro, JosÃ©, | Hammoudi, Slimane, | Sinderen, Marten J. van,""","""Heidelberg""","""Electronic books.""",9783642454042,"""Communications in computer and information science ; 411. 1865-0929""","""1 online resource (xii, 219 pages)"""
526,7833,a4496,b1122,"""Advances in intelligent data analysis XI : 11th international symposium, IDA 2012, Helsinki, Finland, October 25-27, 2012 : proceedings""","""Jaakko Hollmén, Frank Klawonn, Allan Tucker, eds""","""Heidelberg ; New York : Springer, [2012] ©2012""","""Books""",9783642341564,"""Lecture notes in computer science ; 7619,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Advances in intelligent data analysis XI : 11th international symposium, IDA 2012, Helsinki, Finland, October 25-27, 2012 : proceedings  ""","""HollmÃ©n, Jaakko. | Klawonn, F. | Tucker, Allan.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642341564,"""Lecture notes in computer science ; 7619. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvi, 423 pages)."""
527,7838,a4622,b1124,"""Emerging trends in knowledge discovery and data mining : PAKDD 2012 International Workshops: DMHM, GeoDoc, 3Clust, and DSDM, Kuala Lumpur, Malaysia, May 29-June 1, 2012, revised selected papers""","""Takashi Washio, Jun Luo (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642367786,"""Lecture notes in computer science ; 7769,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Emerging trends in knowledge discovery and data mining : PAKDD 2012 International Workshops: DMHM, GeoDoc, 3Clust, and DSDM, Kuala Lumpur, Malaysia, May 29-June 1, 2012, Revised...""","""Washio, Takashi, | Luo, Jun,""","""Berlin ; Springer, c2013.""","""Electronic books. | Conference papers and proceedings.""",9783642367786,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7769. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xii, 156 pages)"""
528,7857,a182,b1131,"""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings""","""Shuigeng Zhou, Songmao Zhang, George Karypis (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642355271,"""Lecture notes in computer science ; 7713,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings  ""","""Zhou, Shuigeng. | Zhang, Songmao. | Karypis, G.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642355271,"""Lecture notes in computer science ; 7713. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 795 pages)"""
529,7861,a3985,b1137,"""Trustworthy computing and services : International Conference, ISCTCS 2012, Beijing, China, May 28-June 2, 2012, revised selected papers""","""Yuyu Yuan, Xu Wu, Yueming Lu (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642357954,"""Communications in computer and information science ; 320,""","""nan""","""Trustworthy computing and services : International Conference, ISCTCS 2012, Beijing, China, May 28-June 2, 2012, Revised selected papers  ""","""Yuan, Yuyu. | Wu, Xu. | Lu, Yueming.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642357954,"""Communications in computer and information science ; 320.""","""1 online resource."""
530,7871,a1001,b1146,"""Game analytics : maximizing the value of player data""","""Magy Seif El-Nasr, Anders Drachen, Alessandro Canossa, editors""","""London ; New York : Springer, [2013] ©2013""","""Books""",9781447147695,"""nan""","""nan""","""Game analytics : maximizing the value of player data  ""","""El-Nasr, Magy Seif. | Drachen, Anders. | Canossa, Alessandro.""","""London ; Springer, c2013.""","""Electronic books.""",9781447147695,"""nan""","""1 online resource"""
531,7900,a2020,b1157,"""Financial cryptography and data security : FC 2012 workshops, USEC and WECSR 2012, Kralendijk, Bonaire, March 2, 2012 : revised selected papers""","""Jim Blythe, Sven Dietrich, L. Jean Camp (eds)""","""Heidelberg ; New York : Springer, [2012] ©2012""","""Books""",9783642346385,"""Lecture notes in computer science ; 7398,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2012 workshops, USEC and WECSR 2012, Kralendijk, Bonaire, March 2, 2012 : revised selected papers  ""","""Blythe, Jim | Dietrich, Sven. | Camp, L. Jean.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books.""",9783642346385,"""Lecture notes in computer science ; 7398. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 140 pages)."""
532,7959,a1935,b1159,"""Transactions on computational science XII : special issue on cyberworlds""","""Marina L. Gavrilova ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642223365,"""Lecture notes in computer science ; 6670,""","""nan""","""Transactions on computational science XVIII : special issue on cyberworlds  ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth | Kuijper, Arjan.""","""Berlin""","""Electronic books.""",9783642388033,"""Lecture notes in computer science ; 7848. 1611-3349 Lecture notes in computer science. Journal subline.""","""1 online resource (263 pages)."""
533,8066,a3638,b1187,"""Transactions on computational science XVI""","""Marina L. Gavrilova, C. J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642326639,"""Lecture notes in computer science ; 7380,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource."""
