ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b2342,"""lightweight cryptography for security and privacy : 5th international workshop, lightsec 2016, aksaray, turkey, september 21-22, 2016, revised selected papers""","""bogdanov, andrey,""","""cham""","""electronic books.""",9783319557144,"""lecture notes in computer science ; 10098. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (vii, 149 pages)"""
b2343,"""selected areas in cryptography -- sac 2016 : 23rd international conference, st. john's, nl, canada, august 10-12, 2016, revised selected papers""","""avanzi, roberto, | heys, howard,""","""cham, switzerland""","""electronic books.""",9783319694535,"""lecture notes in computer science ; 10532. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 580 pages)"""
b2344,"""theory of cryptography : 15th international conference, tcc 2017, baltimore, md, usa, november 12-15, 2017, proceedings. part i""","""kalai, yael, | reyzin, leonid,""","""cham, switzerland""","""electronic books.""",9783319705002,"""lecture notes in computer science ; 10677. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xvii, 812 pages)"""
b2345,"""theory of cryptography : 15th international conference, tcc 2017, baltimore, md, usa, november 12-15, 2017, proceedings. part ii""","""kalai, yael, | reyzin, leonid,""","""cham, switzerland""","""electronic books.""",9783319705033,"""lecture notes in computer science ; 10678. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xvii, 778 pages)"""
b2346,"""advances in cryptology -- asiacrypt 2017 : 23rd international conference on the theory and applications of cryptology and information security, hong kong, china, december 3-7,...""","""takagi, tsuyoshi | peyrin, thomas,""","""cham, switzerland""","""electronic books.""",9783319706979,"""lecture notes in computer science ; 10625. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xix, 701 pages)"""
b2347,"""advances in cryptology -- asiacrypt 2017 : 23rd international conference on the theory and applications of cryptology and information security, hong kong, china, december 3-7,...""","""takagi, tsuyoshi | peyrin, thomas,""","""cham, switzerland""","""electronic books.""",9783319707006,"""lecture notes in computer science ; 10626. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xviii, 473 pages)"""
b2348,"""progress in cryptology -- indocrypt 2017 : 18th international conference on cryptology in india, chennai, india, december 10-13, 2017, proceedings""","""patra, arpita, | smart, nigel p.""","""cham, switzerland""","""electronic books.""",9783319716671,"""lecture notes in computer science ; 10698. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xii, 403 pages)"""
b2349,"""advances in cryptology -- asiacrypt 2017 : 23rd international conference on the theory and applications of cryptology and information security, hong kong, china, december 3-7,...""","""takagi, tsuyoshi | peyrin, thomas,""","""cham, switzerland""","""electronic books.""",9783319706948,"""lecture notes in computer science ; 10624. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xxvi, 813 pages)"""
b2350,"""cryptography and coding : 16th ima international conference, imacc 2017, oxford, uk, december 12-14, 2017, proceedings""","""o'neill, mã¡ire,""","""cham, switzerland""","""electronic books.""",9783319710457,"""lecture notes in computer science ; 10655. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (x, 393 pages)"""
b2352,"""she hui yan jiu di zi liao chu li""","""wang, conggui.""","""taibei shi""","""nan""",9571601071,"""she hui xue xin zhi shi cong shu ; 9.""","""3, 2, 3, 262 p."""
b2353,"""why cryptography should not rely on physical attack complexity""","""krã¤mer, juliane""","""singapore""","""electronic books.""",9789812877871,"""t-labs series in telecommunication services.""","""1 online resource (xxi, 122 pages)"""
b2354,"""tutorials on the foundations of cryptography : dedicated to oded goldreich""","""lindell, yehuda, | goldreich, oded,""","""cham, switzerland""","""electronic books.""",9783319570488,"""information security and cryptography, 1619-7100""","""1 online resource (xv, 450 pages)"""
b2355,"""the new codebreakers : essays dedicated to david kahn on the occasion of his 85th birthday""","""ryan, peter, | naccache, david, | quisquater, j.-j. | kahn, david,""","""berlin""","""electronic books.""",9783662493014,"""lecture notes in computer science ; 9100. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiv, 551 pages)"""
b2356,"""applied mathematics and scientific computing""","""drmaä, zlatko. | hari, vjeran. | sopta, luka. | tutek, zvonimir. | veseliä, kreå¡imir.""","""new york""","""electronic books. | conference proceedings.""",9781475745320,"""nan""","""1 online resource (x, 350 p.)"""
b2357,"""research in cryptology : 4th western european workshop, weworc 2011, weimar, germany, july 20-22, 2011, revised selected papers""","""armknecht, frederik. | lucks, stefan.""","""berlin ; springer, â©2012.""","""electronic books. | conference papers and proceedings.""",9783642341595,"""lecture notes in computer science ; 7242. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource."""
b2358,"""advances in cryptology -- asiacrypt 2016 : 22nd international conference on the theory and application of cryptology and information security, hanoi, vietnam, december 4-8,...""","""cheon, jung hee, | takagi, tsuyoshi""","""berlin, germany""","""electronic books. | conference papers and proceedings.""",9783662538906,"""lecture notes in computer science ; 10032. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xxiv, 1055 pages)"""
b2359,"""advances in cryptology -- asiacrypt 2016 : 22nd international conference on the theory and application of cryptology and information security, hanoi, vietnam, december 4-8,...""","""cheon, jung hee, | takagi, tsuyoshi""","""berlin, germany""","""electronic books. | conference papers and proceedings.""",9783662538876,"""lecture notes in computer science ; 10031. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xxiv, 941 pages)"""
b2360,"""modern cryptography primer : theoretical foundations and practical applications""","""koåcielny, czesåaw""","""heidelberg""","""electronic books.""",9783642413865,"""nan""","""1 online resource (xiv, 238 pages)"""
b2361,"""crittografia nel paese delle meraviglie""","""venturi, daniele.""","""milan ; springer, â©2012.""","""electronic books.""",9788847024816,"""unitext.""","""1 online resource (xiv, 500 pages)"""
b2362,"""computer science and scientific computing : proceedings of the third icase conference on scientific computing, williamsburg, virginia april 1 and 2, 1976""","""ortega, james m.,""","""new york""","""electronic books. | conference papers and proceedings.""",9780125285407,"""nan""","""1 online resource (x, 306 pages)"""
b2363,"""proceedings of the workshop on scientific computing : hong kong 10-12 march, 1997""","""golub, gene h. | luk, franklin t. | plemmons, robert j.""","""singapore ; springer, c1997.""","""nan""",9813083603,"""nan""","""ix, 315 p."""
b2365,"""data base administration""","""weldon, jay-louise.""","""boston, ma""","""electronic books.""",9781468438697,"""applications of modern technology in business.""","""1 online resource (xii, 250 pages)."""
b2366,"""topics in cryptology -- ct-rsa 2017 : the cryptographers' track at the rsa conference 2017, san francisco, ca, usa, february 14-17, 2017, proceedings""","""handschuh, helena,""","""cham, switzerland""","""electronic books.""",9783319521534,"""lecture notes in computer science ; 10159. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 452 pages)"""
b2367,"""big data forensics--learning hadoop investigations : perform forensic investigations on hadoop clusters with cutting-edge tools and techniques""","""sremack, joe""","""birmingham, uk""","""electronic books.""",9781785281211,"""community experience distilled.""","""1 online resource"""
b2368,"""data hiding techniques in windows os : a practical approach to investigation and defense""","""hassan, nihad ahmad""","""cambridge, ma""","""electronic books.""",9780128044964,"""nan""","""1 online resource"""
b2369,"""big data forensics--learning hadoop investigations : perform forensic investigations on hadoop clusters with cutting-edge tools and techniques""","""sremack, joe""","""birmingham, uk""","""electronic books.""",9781785281211,"""community experience distilled.""","""1 online resource"""
b2370,"""data hiding techniques in windows os : a practical approach to investigation and defense""","""hassan, nihad ahmad""","""cambridge, ma""","""electronic books.""",9780128044964,"""nan""","""1 online resource"""
b2373,"""google bigquery analytics""","""tigani, jordan""","""indianapolis, in""","""electronic books.""",9781118824795,"""nan""","""1 online resource"""
b2377,"""progress in cryptology-- latincrypt 2012 : 2nd international conference on cryptology and information security in latin america, santiago, chile, october 7-10, 2012, proceedings""","""hevia, alejandro. | neven, gregory.""","""berlin ; springer, â©2012.""","""electronic books. | conference papers and proceedings.""",9783642334818,"""lecture notes in computer science ; 7533. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource."""
b2378,"""theory of cryptography : 14th international conference, tcc 2016-b, beijing, china, october 31-november 3, 2016, proceedings. part i""","""hirt, martin, | smith, adam,""","""berlin, germany""","""electronic books. | conference papers and proceedings.""",9783662536414,"""lecture notes in computer science ; 9985. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xvi, 692 pages)"""
b2380,"""monetising data : how to uplift your business""","""ahlemeyer-stubbe, andrea""","""hoboken, nj""","""electronic books.""",9781119125150,"""nan""","""1 online resource"""
b2381,"""microsoft system center data protection manager 2012 r2 cookbook : over 100 recipes to build your own designs exploring the advanced functionality and features of system center...""","""hedblom, robert""","""birmingham, uk""","""electronic books.""",9781782172727,"""nan""","""1 online resource"""
b2382,"""data munging with hadoop""","""mendelevitch, ofer""","""boston""","""electronic books.""",9780134435534,"""nan""","""1 online resource"""
b2383,"""learning jupyter : learn how to write code, mathematics, graphics, and output, all in a single document as well as in a web browser using project jupyter""","""toomey, dan""","""birmingham, uk""","""electronic books.""",9781785889455,"""nan""","""1 online resource"""
b2384,"""learning jupyter : learn how to write code, mathematics, graphics, and output, all in a single document as well as in a web browser using project jupyter""","""toomey, dan""","""birmingham, uk""","""electronic books.""",9781785889455,"""nan""","""1 online resource"""
b2385,"""fault analysis in cryptography""","""joye, marc, | tunstall, michael.""","""berlin ; springer, â©2012.""","""electronic books.""",9783642296567,"""information security and cryptography.""","""1 online resource"""
b2386,"""recent trends in data type specification : 3rd workshop on theory and applications of abstract data types : selected papers""","""kreowski, h.-j.""","""berlin""","""electronic books. | conference proceedings.""",9783662096918,"""informatik-fachberichte ; 116.""","""1 online resource (vii, 253 pages)."""
b2387,"""international conference of computational methods in sciences and engineering 2004 (iccmse 2004)""","""simos, t. e. | maroulis, george.""","""utrecht""","""nan""",9067644188,"""lecture series on computer and computational sciences, 1 1573-4196 ;""","""xxi, 1192 p."""
b2391,"""theory of cryptography : 14th international conference, tcc 2016-b, beijing, china, october 31-november 3, 2016, proceedings. part i""","""hirt, martin, | smith, adam,""","""berlin, germany""","""electronic books.""",9783662536414,"""lecture notes in computer science ; 9985. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xvi, 692 pages)"""
b2392,"""uncertainty handling and quality assessment in data mining""","""vazirgiannis, michalis.""","""london""","""electronic books.""",9781447100317,"""advanced information and knowledge processing.""","""1 online resource (ix, 226 pages)"""
b2398,"""high performance computing in science and engineering, munich 2002 : transactions of the first joint hlrb and konwihr status and result workshop, october 10-11, 2002, technical...""","""wagner, siegfried.""","""berlin, heidelberg""","""electronic books.""",9783642555268,"""nan""","""1 online resource (xiii, 505 pages)"""
b2399,"""compressed data structures for strings : on searching and extracting strings from compressed textual data""","""venturini, rossano""","""[paris]""","""electronic books.""",9789462390331,"""atlantis studies in computing ; v.4. 2212-8557""","""1 online resource (xiv, 120 pages)"""
b2400,"""timing channels in cryptography : a micro-architectural perspective""","""rebeiro, chester""","""cham""","""electronic books.""",9783319123707,"""nan""","""1 online resource (xvii, 152 pages)"""
b2401,"""google bigquery analytics""","""tigani, jordan""","""indianapolis, in""","""electronic books.""",9781118824795,"""nan""","""1 online resource"""
b2404,"""the basics of data literacy : helping your students (and you!) make sense of data""","""bowen, michael, 1962-""","""arlington, va""","""tables.""",9781938946035,"""nan""","""xv, 171 pages"""
b2405,"""cryptography in constant parallel time""","""applebaum, benny""","""berlin, heidelberg""","""electronic books.""",9783642173677,"""information security and cryptography, 1619-7100""","""1 online resource (xvi, 193 pages)"""
b2406,"""discovery science : 14th international conference, ds 2011, espoo, finland, october 5-7, 2011 : proceedings""","""elomaa, tapio, | hollmã©n, jaakko. | mannila, heikki.""","""heidelberg ; springer-verlag gmbh berlin heidelberg, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642244773,"""lecture notes in computer science. lecture notes in artificial intelligence. lecture notes in computer science ; 6929.""","""1 online resource (xiii, 379 pages)"""
b2407,"""climate and environmental database systems""","""lautenschlager, michael.""","""boston, ma""","""electronic books.""",9781461540946,"""international series in engineering and computer science ; 386.""","""1 online resource (ix, 197 pages)."""
b2408,"""the unnormalized relational data model : for office form processor design""","""kitagawa, hiroyuki.""","""tokyo""","""electronic books.""",9784431680994,"""computer science workbench, 1431-1488""","""1 online resource (xiii, 164 pages)"""
b2413,"""recent progress in computational sciences and engineering : lectures presented at the international conference of computational methods in sciences and engineering 2006 (iccmse...""","""simos, t. e. | maroulis, george.""","""zeist""","""nan""",9789004155428,"""lecture series on computer and computational sciences, 7 1573-196 ;""","""2 v."""
b2414,"""data integration blueprint and modeling : techniques for a scalable and sustainable architecture""","""giordano, anthony, 1959-""","""upper saddle river, n.j.""","""electronic books.""",9780137085309,"""nan""","""1 online resource (xxi, 384 p.)"""
b2415,"""data integration blueprint and modeling : techniques for a scalable and sustainable architecture""","""giordano, anthony, 1959-""","""upper saddle river, n.j.""","""electronic books.""",9780137085309,"""nan""","""1 online resource (xxi, 384 p.)"""
b2428,"""in the frontiers of computational science : lectures presented in the international conference of computational methods in sciences and engineering (iccmse 2005) ; recognised...""","""maroulis, george. | simos, t. e.""","""leiden""","""nan""",9067644420,"""lecture series on computer and computational sciences, v. 3 1573-196 ;""","""vi, 398 p."""
b2429,"""advances in computational methods in sciences and engineering 2005 : selected papers from the international conference of computational methods in sciences and engineering 2005...""","""simos, t. e. | psihoyios, g.""","""leiden""","""nan""",9067644412,"""lecture series on computer and computational sciences, v. 4 1573-196 ;""","""2 v. (xliii, 1905 p.)"""
b2432,"""advances in data base theory : volume 1""","""gallaire, herve.""","""boston, ma""","""electronic books.""",9781461582977,"""nan""","""1 online resource (440 pages)"""
b2433,"""discovery science : 13th international conference, ds 2010, canberra, australia, october 6-8, 2010, proceedings""","""pfahringer, bernhard. | holmes, geoffrey. | hoffmann, achim,""","""berlin ; springer, c2010.""","""electronic books. | conference papers and proceedings.""",9783642161841,"""lecture notes in computer science. lecture notes in computer science. lecture notes in artificial intelligence ; 6332. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xiii, 384 p.)."""
b2434,"""instant recovery with write-ahead logging : page repair, system restart, and media restore""","""graefe, goetz""","""san rafael, california""","""electronic books.""",9781627055550,"""synthesis lectures on data management ; #39. 2153-5418""","""1 online resource (xv, 69 pages)"""
b2438,"""instant recovery with write-ahead logging : page repair, system restart, media restore, and system failover""","""graefe, goetz""","""san rafael, california""","""electronic books.""",9781627054201,"""synthesis lectures on data management ; #44. 2153-5418""","""1 online resource (xvii, 113 pages)"""
b2439,"""new perspectives in statistical modeling and data analysis : proceedings of the 7th conference of the classification and data analysis group of the italian statistical society,...""","""ingrassia, salvatore. | rocci, roberto. | vichi, maurizio,""","""berlin ; springer, 2010.""","""electronic books. | conference papers and proceedings.""",9783642113635,"""studies in classification, data analysis, and knowledge organization.""","""1 online resource (xxii, 587 pages)."""
b2442,"""data storage at the nanoscale : advances and applications""","""gan, fuxi, | yang, wang,""","""boca raton, florida""","""electronic books.""",9789814613200,"""nan""","""1 online resource"""
b2443,"""introduction to scientific computing and data analysis""","""holmes, mark h.""","""switzerland""","""electronic books.""",9783319302560,"""texts in computational science and engineering ; 13. 1611-0994""","""1 online resource (xiv, 497 pages)"""
b2444,"""scalable high performance computing for knowledge discovery and data mining""","""stolorz, paul.""","""boston, ma""","""electronic books.""",9781461556695,"""nan""","""1 online resource (iv, 100 p.)"""
b2448,"""advances in geocomputing""","""xing, huilin.""","""berlin""","""electronic books.""",9783540858799,"""lecture notes in earth sciences ; v. 119.""","""1 online resource."""
b2449,"""personal medical information : security, engineering, and ethics""","""anderson, ross.""","""berlin, heidelberg""","""electronic books.""",9783642590238,"""nan""","""1 online resource (x, 251 pages)"""
b2450,"""disrupted networks : from physics to climate change""","""west, bruce j.""","""singapore ; world scientific, c2010.""","""nan""",9789814304306,"""studies of nonlinear phenomena in life sciences ; v. 13.""","""xii, 301 p."""
b2454,"""databases in networked information systems : 10th international workshop, dnis 2015, aizu-wakamatsu, japan, march 23-25, 2015. proceedings""","""chu, wanming, | kikuchi, shinji, | bhalla, subhash,""","""cham""","""electronic books. | conference papers and proceedings.""",9783319163130,"""lecture notes in computer science ; 8999. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (x, 289 pages)"""
b2455,"""artificial intelligence applications in chemistry : developed from a symposium sponsored by the division of computers in chemistry at the 190th meeting of the american chemical...""","""pierce, thomas h., | hohne, bruce a.,""","""washington, d.c.""","""electronic books. | conference papers and proceedings. | congresses. | conference papers and proceedings.""",9780841211414,"""acs symposium series ; 306.""","""1 online resource (xi, 395 pages)"""
b2456,"""scientific data analysis : an introduction to overdetermined systems""","""branham, richard l.""","""new york, ny""","""electronic books.""",9781461233626,"""nan""","""1 online resource (x, 237 pages)"""
b2457,"""differential cryptanalysis of the data encryption standard""","""biham, eli.""","""new york, ny""","""electronic books.""",9781461393146,"""nan""","""1 online resource (ix, 188 pages)"""
b2459,"""smart card application development using java""","""hansmann, uwe.""","""berlin, heidelberg""","""electronic books.""",9783642559693,"""nan""","""1 online resource (xvi, 306 pages)"""
b2461,"""advanced data assimilation for geosciences : lecture notes of the les houches school of physics : special issue, june 2012""","""blayo, ãric, | bocquet, marc, | cosme, emmanuel, | cugliandolo, l. f.""","""oxford""","""nan""",9780198723844,"""nan""","""xxiv, 584 p."""
b2463,"""advances in computing science--asian '99 : 5th asian computing science conference, phuket, thailand, december 10-12, 1999 : proceedings""","""thiagarajan, p. s. | yap, roland h. c.,""","""berlin ; springer, c1999.""","""electronic books. | conference proceedings.""",9783540466741,"""lecture notes in computer science ; 1742.""","""1 online resource (xi, 395 p.)"""
b2464,"""advances in computing science, asian '98 : 4th asian computing science conference, manila, the philippines, december 8-10, 1998 : proceedings""","""hsiang, jieh, | ohori, atsushi,""","""berlin ; springer, c1998.""","""electronic books. | conference proceedings.""",9783540493662,"""lecture notes in computer science ; 1538.""","""1 online resource (x, 304 p.)"""
b2466,"""learning functional data structures and algorithms : learn functional data structures and algorithms for your applications and bring their benefits to your work now""","""khot, atul s.""","""birmingham, uk""","""electronic books.""",9781785885884,"""nan""","""1 online resource"""
b2467,"""learning functional data structures and algorithms : learn functional data structures and algorithms for your applications and bring their benefits to your work now""","""khot, atul s.""","""birmingham, uk""","""electronic books.""",9781785885884,"""nan""","""1 online resource"""
b2468,"""advances in cryptology -- eurocrypt' 87 : workshop on the theory and application of cryptographic techniques amsterdam, the netherlands, april 13-15, 1987 proceedings""","""chaum, david.""","""berlin, heidelberg""","""electronic books.""",9783540391180,"""lecture notes in computer science ; 304. 0302-9743""","""1 online resource"""
b2469,"""advanced query processing. volume 1, issues and trends""","""catania, barbara, | jain, l. c.""","""berlin ; springer, c2013.""","""electronic books.""",9783642283239,"""intelligent systems reference library ; 36.""","""1 online resource."""
b2470,"""sensation and measurement : papers in honor of s.s. stevens""","""moskowitz, howard r.""","""dordrecht""","""electronic books.""",9789401022453,"""nan""","""1 online resource (483 pages)"""
b2471,"""mechanics""","""chester, w.""","""dordrecht""","""electronic books.""",9789401095020,"""nan""","""1 online resource (400 pages)"""
b2472,"""advances in data base theory : volume 2""","""gallaire, herve.""","""boston, ma""","""electronic books.""",9781461593850,"""nan""","""1 online resource (432 pages)"""
b2489,"""applied computer sciences in engineering : third workshop on engineering applications, wea 2016, bogotã¡, colombia, september 21-23, 2016, revised selected papers""","""figueroa-garcã­a, juan carlos, | lã³pez-santana, eduyn ramiro, | ferro-escobar, roberto,""","""cham, switzerland""","""electronic books. | conference papers and proceedings.""",9783319508801,"""communications in computer and information science ; 657. 1865-0929""","""1 online resource (xiv, 414 pages)"""
b2490,"""advances in cryptology : proceedings, crypto 2009, 29th annual international cryptology conference, santa barbara, ca, usa, august 16-20, 2009""","""halevi, shai.""","""berlin ; springer, â©2009.""","""electronic books. | conference papers and proceedings.""",9783642033568,"""lecture notes in computer science ; 5677.""","""1 online resource (xiv, 689 pages)"""
b2491,"""advances in conceptual modeling--applications and challenges : er 2010 workshops, acm-l, cmlsa, cms, de@er, fp-uml, secogis, wism, vancouver, bc, canada, november 1-4, 2010 :...""","""trujillo, juan.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642163852,"""lecture notes in computer science ; 6413. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xvi, 296 p.)"""
b2492,"""advances in cryptology--eurocrypt 2011 : 30th annual international conference on the theory and applications of cryptographic techniques, tallinn, estonia, may 15-19, 2011 :...""","""paterson, kenneth g.,""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642204654,"""lecture notes in computer science ; 6632. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiv, 628 pages)"""
b2493,"""big data concepts, theories, and applications""","""yu, shui | guo, song""","""cham""","""electronic books.""",9783319277639,"""nan""","""1 online resource (viii, 437 pages)"""
b2494,"""data warehousing for biomedical informatics""","""biehl, richard e.""","""boca raton, fl""","""electronic books.""",9781482215229,"""nan""","""1 online resource"""
b2496,"""formal methods for open object-based distributed systems iv : ifip tc6wg6.1. fourth international conference on formal methods for open object-based distributed systems (fmoods...""","""smith, scott f.""","""boston, ma""","""electronic books.""",9780387355207,"""ifip advances in information and communication technology ; 49.""","""1 online resource."""
b2497,"""computer science and its applications : csa 2012""","""yeo, sang-soo.""","""dordrecht ; springer, c2012.""","""electronic books.""",9789400756991,"""lecture notes in electrical engineering ; v. 203.""","""1 online resource (xxvi, 996 p.)"""
b2499,"""cloud computing with e-science applications""","""terzo, olivier, | mossucca, lorenzo,""","""boca raton, fl""","""electronic books.""",9781466591165,"""nan""","""1 online resource (xx, 286 pages)"""
b2500,"""graph data model : and its data language""","""kunii, hideko s.""","""tokyo""","""electronic books.""",9784431681144,"""nan""","""1 online resource (xvi, 106 pages)"""
b2501,"""bibliography on abstract data types""","""kutzler, b.""","""berlin, heidelberg""","""electronic books.""",9783642690327,"""informatik-fachberichte ; 68. 0343-3005""","""1 online resource."""
b2502,"""advances in cryptology - eurocrypt '94 : workshop on the theory and application of cryptographic techniques, perugia, italy, may 9-12, 1994 : proceedings""","""santis, alfredo de.""","""berlin [etc.]""","""electronic books.""",9783540447177,"""lecture notes in computer science ; 950. 1611-3349""","""1 online resource."""
b2503,"""advances in cryptology -- crypto '91 : proceedings""","""feigenbaum, joan.""","""berlin, heidelberg""","""electronic books.""",9783540467663,"""lecture notes in computer science ; 576. 0302-9743""","""1 online resource"""
b2504,"""computer algebra in scientific computing : 13th international workshop, casc 2011, kassel, germany, september 5-9, 2011 : proceedings""","""gerdt, vladimir p.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642235689,"""lecture notes in computer science ; 6885. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xi, 357 pages)"""
b2508,"""matlab recipes for earth sciences""","""trauth, martin h.""","""berlin ; springer, c2007.""","""nan""",9783540727484,"""nan""","""xii, 288 p."""
b2509,"""constrained optimization in the calculus of variations and optimal control theory""","""gregory, john.""","""dordrecht""","""electronic books.""",9789401129183,"""nan""","""1 online resource (275 pages)"""
b2511,"""advances in computers. volume 94""","""hurson, a. r.""","""waltham, ma""","""electronic books.""",9780128003251,"""nan""","""1 online resource"""
b2514,"""it-security and privacy : design and use of privacy-enhancing security mechanisms""","""fischer-h bner, simone.""","""berlin ; springer-verlag berlin heidelberg, 2001.""","""electronic books.""",9783540451501,"""lecture notes in computer science ; 1958, 0302-9743""","""1 online resource."""
b2515,"""practical scientific computing""","""muhammad, ali.""","""cambridge, u.k. ; woodhead pub., 2011.""","""electronic books.""",9780857092267,"""woodhead publishing in mathematics.""","""1 online resource"""
b2518,"""advances in computers. volume ninety three""","""memon, atif m.""","""[waltham, mass.?]""","""electronic books.""",9780128003268,"""nan""","""1 online resource"""
b2519,"""high performance computing in the geosciences""","""dimet, franã§ois-xavier.""","""dordrecht""","""electronic books. | conference proceedings.""",9789401100335,"""nato science series. series c, mathematical and physical sciences ; 462.""","""1 online resource (284 pages)."""
b2520,"""desirable science education : findings from a curricular delphi study on scientific literacy in germany""","""schulte, theresa""","""weisbaden, germany""","""electronic books.""",9783658182540,"""nan""","""1 online resource"""
b2523,"""selected areas in cryptography : 8th annual international workshop, sac 2001, toronto, ontario, canada, august 16-17, 2001 : revised papers""","""vaudenay, serge. | youssef, amr m.""","""berlin ; springer, c2001.""","""electronic books.""",9783540455370,"""lecture notes in computer science ; 2259.""","""1 online resource (xi, 357 p.)"""
b2524,"""advances in cryptology : eurocrypt '98 : international conference on the theory and application of cryptographic techniques, espoo, finland, may 31 - june 4, 1998 : proceedings""","""nyberg, kaisa.""","""berlin ; springer, c1998.""","""electronic books. | conference proceedings.""",9783540697954,"""lecture notes in computer science ; 1403. 0302-9743""","""1 online resource (x, 606 p.)"""
b2525,"""selected areas in cryptography : 15th international workshop, sac 2008, sackville, new brunswick, canada, august 14-15 : revised selected papers""","""avanzi, roberto. | keliher, liam. | sica, francesco.""","""berlin ; springer, â©2009.""","""electronic books. | conference papers and proceedings.""",9783642041594,"""lecture notes in computer science ; 5381. lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xi, 456 pages)"""
b2526,"""selected areas in cryptography : 17th international workshop, sac 2010, waterloo, ontario, canada, august 12-13, 2010 : revised selected papers""","""biryukov, alex. | gong, guang, | stinson, douglas g.""","""berlin ; springer, 2011.""","""electronic books. | conference papers and proceedings.""",9783642195747,"""lecture notes in computer science ; 6544. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 409 p.)"""
b2527,"""advances in cryptology-- crypto 2011 : 31st annual cryptology conference, santa barbara, ca, usa, august 14-18, 2011 : proceedings""","""rogaway, phillip.""","""heidelberg ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642227929,"""lecture notes in computer science ; 6841. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xv, 782 pages)."""
b2528,"""advances in conceptual modeling--recent developments and new directions : er 2011 workshops fp-uml, more-bi, onto-com, secogis, variability@er, wism, brussels, belgium, october...""","""de troyer, olga.""","""heidelberg ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642245749,"""lecture notes in computer science ; 6999. 0302-9743""","""1 online resource (xx, 396 pages)"""
b2529,"""topics in cryptology-- ct-rsa 2011 : the cryptographers' track at the rsa conference 2011, san francisco, ca, usa, february 14-18, 2011 : proceedings""","""kiayias, aggelos.""","""berlin ; springer, c2011.""","""electronic books. | conference papers and proceedings.""",9783642190742,"""lecture notes in computer science ; 6558. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 415 p.)"""
b2531,"""advanced statistical steganalysis""","""bã¶hme, rainer, 1978-""","""berlin ; springer-verlag, â©2010.""","""electronic books.""",9783642143137,"""information security and cryptography.""","""1 online resource (xv, 285 pages)."""
b2532,"""matlab in bioscience and biotechnology""","""burstein, leonid.""","""oxford ; woodhead pub., 2012, â©2011.""","""electronic books.""",9781908818034,"""woodhead publishing series in biomedicine ; no. 3. 2050-0289""","""1 online resource (xx, 230 pages)"""
b2533,"""the application of mathematics in industry""","""anderssen, robert s.""","""dordrecht""","""electronic books.""",9789401178341,"""nan""","""1 online resource (xiv, 202 p.)"""
b2534,"""applied quantum cryptography""","""kollmitzer, christian. | pivk, m.""","""heidelberg ; springer, c2010.""","""electronic books.""",9783642048319,"""lecture notes in physics ; 797.""","""1 online resource (xii, 214 p.)"""
b2535,"""adaptive learning by genetic algorithms : analytical results and applications to economical models""","""dawid, herbert.""","""berlin, heidelberg""","""electronic books.""",9783662002117,"""lecture notes in economics and mathematical systems ; 441.""","""1 online resource (ix, 166 pages)."""
