ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a3410,"""analysis of multivariate social science data""","""david j. bartholomew ... [and others]""","""second edition. boca raton : crc press, [2008] ©2008""","""books""",9781584889601,"""statistics in the social and behavioral sciences series,""","""nan"""
a3411,"""big data technologies and applications : 7th international conference, bdta 2016, seoul, south korea, november 17-18, 2016, proceedings""","""jason j. jung, pankoo kim (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319589671,"""lecture notes of the institute for computer sciences, social informatics, and telecommunications engineering ; 194,""","""nan"""
a3412,"""financial cryptography and data security : 15th international conference, fc 2011, gros islet, st. lucia, february 28 - march 4, 2011 : revised selected papers""","""george danezis (ed.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642275760,"""lecture notes in computer science ; 7035,lncs sublibrary. security and cryptology,""","""nan"""
a3413,"""proceedings of the 1990 acm sigmod international conference on management of data : may 23-25, 1990, atlantic city, n.j.""","""edited by hector garcia-molina [and] h. v. jagadish""","""new york, n.y. : association for computing machinery, 1990.""","""books""",9780897913652,"""sigmod record. v. 19, no. 2 (june 1990),""","""nan"""
a3414,"""mobile technologies for activity-travel data collection and analysis""","""[edited by] soora rasouli, harry timmermans""","""hershey, pa : information science reference, [2014]""","""books""",9781466661707,"""advances in data mining and database management (admdm) book series,""","""nan"""
a3415,"""boundary element techniques in computer aided engineering""","""edited by c.a. brebbia""","""dordrecht ; boston : published in co-operation with nato scientific affairs division [by] m. nijhoff ; hingham, ma, usa : distributors for the u.s. and canada, kluwer academic publishers, 1984.""","""books""",9789024730650,"""nato asi series. applied sciences ; no. 84,""","""nan"""
a3416,"""personal identifiable information and data breaches""","""united states government accountability office""","""new york : nova science publishers, inc., c2009.""","""books""",9781614705673,"""nan""","""nan"""
a3417,"""digital enterprise and information systems : international conference, deis 2011, london, uk, july 20-22, 2011, proceedings""","""ezendu ariwa, eyas el-qawasmeh (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642226038,"""communications in computer and information science ; 194,""","""nan"""
a3419,"""fast software encryption : 9th international workshop, fse 2002, leuven, belgium, february 4-6, 2002 : revised papers""","""joan daemen, vincent rijmen (eds.)""","""berlin ; new york : springer, [2002] ©2002""","""books""",9783540440093,"""lecture notes in computer science ; 2365,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a3420,"""gis and geocomputation for water resource science and engineering""","""barnali dixon and venkatesh uddameri""","""west sussex, england : american geophysical union : wiley, 2016. ©2016""","""books""",9781118826218,"""wiley works,""","""nan"""
a3421,"""probability and statistics with reliability, queuing, and computer science applications""","""kishor shridharbhai trivedi""","""second edition. new york : wiley, [2002] ©2002""","""books""",9780471333418,"""nan""","""nan"""
a3422,"""a guide to data compression methods""","""david salomon""","""new york : springer, [2002] ©2002""","""books""",9780387952604,"""nan""","""nan"""
a3423,"""database issues for data visualization : ieee visualization '95 workshop, atlanta, georgia, usa, october 28, 1995 : proceedings""","""andreas wierse, georges g. grinstein, ulrich lang, (eds.)""","""berlin ; new york : springer, [1996] ©1996""","""books""",9783540622215,"""lecture notes in computer science ; 1183,""","""nan"""
a3424,"""fusion of security system data to improve airport security""","""committee on assessment of security technologies for transportation, national materials advisory board, division on engineering and physical sciences, national research council of the national academies""","""washington, d.c. : national academies press, 2007.""","""books""",9780309107495,"""nan""","""nan"""
a3425,"""high-level data fusion""","""subrata das""","""boston : artech house, c2008.""","""books""",9781596932821,"""nan""","""nan"""
a3426,"""research ethics for scientists : a companion for students""","""neal stewart""","""west sussex, uk ; hoboken, nj : wiley, 2011.""","""books""",9781119978862,"""nan""","""nan"""
a3427,"""data structures and programming techniques""","""herman a. maurer ; translated by camille c. price""","""englewood cliffs, n.j. : prentice-hall, [1977] ©1977""","""books""",9780131970380,"""nan""","""nan"""
a3428,"""law in the laboratory : a guide to the ethics of federally funded science research""","""robert p. charrow""","""chicago : university of chicago press, 2010.""","""books""",9780226101668,"""nan""","""nan"""
a3429,"""public key cryptography--pkc 2004 : 7th international workshop on theory and practice in public key cryptography, singapore, march 1-4, 2004 : proceedings""","""feng bao, robert deng, jianying zhou (eds.)""","""berlin ; new york : springer-verlag, 2004.""","""books""",9783540210184,"""lecture notes in computer science ; 2947,""","""nan"""
a3430,"""who's number one? : the science of rating and ranking""","""amy n. langville and carl d. meyer""","""princeton [n.j.] : princeton university press, [2012] ©2012""","""books""",9781400841677,"""nan""","""nan"""
a3432,"""practical data science cookbook : 89 hands-on recipes to help you complete real-world data science projects in r and python""","""tony ojeda, sean patrick murphy, benjamin bengfort, abhijit dasgupta""","""birmingham, uk : packt publishing ltd., september 2014. ©2014""","""books""",9781783980246,"""nan""","""nan"""
a3434,"""information systems development and data modeling : conceptual and philosophical foundations""","""rudy hirschheim, heinz k. klein, kalle lyytinen""","""cambridge <england> ; new york : cambridge university press, 1995.""","""books""",9780521373692,"""nan""","""nan"""
a3436,"""analyzing panel data""","""gregory b. markus""","""beverly hills, calif. : sage publications, [1979] ©1979""","""books""",9780803913721,"""quantitative applications in the social sciences ; 18,""","""nan"""
a3437,"""methods for experimental design : principles and applications for physicists and chemists""","""jacques l. goupy""","""amsterdam ; new york : elsevier, 1993.""","""books""",9780444895295,"""data handling in science and technology ; v. 12,""","""nan"""
a3438,"""querying over encrypted data in smart grids""","""mi wen, rongxing lu, xiaohui liang, jingsheng lei, xuemin (sherman) shen""","""cham : springer, 2014.""","""books""",9783319063553,"""springerbriefs in computer science,""","""nan"""
a3439,"""computational science and its applications-- iccsa 2013 : 13th international conference, ho chi minh city, vietnam, june 24-27, 2013, proceedings. part iii""","""beniamino murgante ... [and others] (eds.)""","""berlin ; new york : springer, [2013] ©2013""","""books""",9783642396465,"""lecture notes in computer science ; 7973,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a3441,"""foundations of computer science iii""","""j. w. de bakker, (ed.), j. van leeuwen (ed.)""","""amsterdam : mathematisch centrum, 1979.""","""books""",9789061961772,"""mathematical centre tracts ; 108,""","""nan"""
a3442,"""the essentials of data structures i""","""dennis c. smolarski""","""piscataway, n.j. : research and education association, [1996] ©1996""","""books""",9780878917280,"""nan""","""nan"""
a3443,"""dcc 2001 : proceedings, data compression conference, march 27-29, 2001, snowbird, utah""","""edited by james a. storer, martin cohn ; sponsored by brandeis university in cooperation with the ieee computer society technical committee on computer communications (tccc)""","""los alamitos, calif. : ieee computer society press, [2001] ©2001""","""books""",9780769510316,"""nan""","""nan"""
a3444,"""biomass energy : data, analysis and trends : conference proceedings : paris, france, 23th-24th march 1998""","""international energy agency, european commission, research directorate (dg xii), united nations environment programme, industry and environment""","""paris : oecd/iea, 1998.""","""books""",9789264161948,"""nan""","""nan"""
a3445,"""how to use spss : a step-by-step guide to analysis and interpretation""","""brian c. cronk""","""third edition. glendale, ca : pyrczak pub., [2004] ©2004""","""books""",9781884585555,"""nan""","""nan"""
a3447,"""the beginner's guide to doing qualitative research : how to get into the field, collect data, and write up your project""","""erin horvat, with mary lou heron, emily tancredi-brice agbenyega, and bradley w. bergey""","""new york : teachers college press, [2013]""","""books""",9780807754160,"""nan""","""nan"""
a3448,"""neutron radiative capture""","""b.j. allen ... [and others]""","""first edition. oxford [oxfordshire] ; new york : pergamon press, 1984.""","""books""",9780080293301,"""neutron physics and nuclear data in science and technology ; v. 3,""","""nan"""
a3449,"""computers in life science research""","""edited by william siler and donald a. b. lindberg""","""bethesda, [md.] : faseb ; new york : [distributed by] plenum press, 1975. ©1974""","""books""",9780306345029,"""faseb monographs ; v. 2,""","""nan"""
a3450,"""hyper-lattice algebraic model for data warehousing""","""soumya sen, agostino cortesi, nabendu chaki""","""cham : springer, 2016.""","""books""",9783319280448,"""springerbriefs in applied sciences and technology,""","""nan"""
a3451,"""distributed data processing : technology and critical issues""","""edited by m.p. mariani""","""amsterdam ; new york : north-holland ; new york, n.y., u.s.a. : sole distributors for the u.s.a. and canada, elsevier science pub. co., 1984.""","""books""",9780444867964,"""trw series of software technology ; v. 4,""","""nan"""
a3452,"""exploring competitive arms processes : applications of mathematical modeling and computer simulation in arms policy analysis""","""editors, w. ladd hollist""","""new york : m. dekker, [1978] ©1978""","""books""",9780824767051,"""political science (new york) ; 7,""","""nan"""
a3454,"""distributed applications and interoperable systems : 4th ifip wg 6.1 international conference, dais 2003, paris, france, november 17-21, 2003 : proceedings""","""jean-bernard stefani, isabelle demeure, daniel hagimont, (eds.)""","""berlin ; new york : springer, [2003] ©2003""","""books""",9783540205296,"""lecture notes in computer science. 2893,""","""nan"""
a3455,"""altered genes, twisted truth : how the venture to genetically engineer our food has subverted science, corrupted government, and systematically deceived the public""","""steven m. druker ; [foreword by jane goodall]""","""salt lake city, ut : clear river press, [2015] ©2015""","""books""",9780985616915,"""nan""","""nan"""
a3456,"""3d geo-information sciences""","""jiyeong lee, sisi zlatanova (eds.)""","""berlin : springer, [2009] ©2009""","""books""",9783540873945,"""lecture notes in geoinformation and cartography,""","""nan"""
a3457,"""introduction to computer organization and data structures, pdp-11 edition""","""harold s. stone, daniel p. siewiorek""","""new york : mcgraw-hill, [1975]""","""books""",9780070617209,"""mcgraw-hill computer science series,mcgraw-hill series in computer science,""","""nan"""
a3458,"""selected areas in cryptography : 9th annual international workshop, sac 2002, st. john's, newfoundland, canada, august 15-16, 2002 : revised papers""","""kaisa nyberg, howard heys (eds.)""","""berlin ; new york : springer-verlag, [2003] ©2003""","""books""",9783540006220,"""lecture notes in computer science ; 2595,""","""nan"""
a3459,"""chronic hepatitis b and c basic science to clinical applications""","""editor, chiaho shih""","""singapore ; hackensack, nj : world scientific, c2013.""","""books""",9781283850674,"""nan""","""nan"""
a3460,"""process algebras for petri nets : the alphabetization of distributed systems""","""roberto gorrieri""","""cham, switzerland : springer, [2017]""","""books""",9783319555591,"""monographs in theoretical computer science,eatcs monographs on theoretical computer science,""","""nan"""
a3461,"""extending the linear model with r : generalized linear, mixed effects and nonparametric regression models""","""julian j. faraway, university of bath, uk""","""second edition. boca raton : crc press, taylor & francis group, [2016] ©2016""","""books""",9781498720960,"""texts in statistical science,""","""nan"""
a3463,"""big data, little data, no data : scholarship in the networked world""","""christine l. borgman""","""cambridge, massachusetts : the mit press, [2015]""","""books""",9780262028561,"""nan""","""nan"""
a3465,"""genetic programming and data structures : genetic programming + data structures = automatic programming]""","""by w.b. langdon ; [with a foreword by john r. koza]""","""boston : kluwer academic publishers, [1998] ©1998""","""books""",9780792381358,"""kluwer international series in engineering and computer science ; secs 438,""","""nan"""
a3467,"""systems analysis and synthesis : bridging computer science and information technology""","""barry dwyer""","""san francisco : morgan kaufmann publishers is an imprint of elsevier, [2016]""","""books""",9780128054499,"""nan""","""nan"""
a3468,"""software and data technologies : 6th international conference, icsoft 2011, seville, spain, july 18-21, 2011, revised selected papers""","""maría josé escalona, josé cordeiro, boris shishkov (eds.)""","""berlin ; new york : springer, [2013] ©2013""","""books""",9783642361777,"""communications in computer and information science ; 303,""","""nan"""
a3470,"""treewidth : computations and approximations""","""ton kloks""","""berlin ; new york : springer-verlag, [1994] ©1994""","""books""",9783540583561,"""lecture notes in computer science ; 842,""","""nan"""
a3471,"""data analysis for the helping professions : a practical guide""","""donald m. pilcher""","""newbury park, calif. : sage publications, 1990.""","""books""",9780803937246,"""sage sourcebooks for the human services series ; v. 10,""","""nan"""
a3472,"""semantics, analytics, visualization : enhancing scholarly data : second international workshop, save-sd 2016, montreal, qc, canada, april 11, 2016, revised selected papers""","""alejandra gonzález-beltrán, francesco osborne, silvio peroni (eds.)""","""cham, switzerland : springer, 2016.""","""books""",9783319536378,"""lecture notes in computer science ; 9792,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a3474,"""discrete geometry for computer imagery : 8th international conference, dgci '99, marne-la-vallée, france, march 17-19, 1999 : proceedings""","""gilles bertrand, michel couprie, laurent perroton, (eds.)""","""berlin ; new york : springer, [1999] ©1999""","""books""",9783540656852,"""lecture notes in computer science. 1568,""","""nan"""
a3476,"""learning from young children in the classroom : the art & science of teacher research""","""daniel r. meier, barbara henderson ; foreword by lillian katz""","""new york, ny : teachers college press, [2007] ©2007""","""books""",9780807747681,"""nan""","""nan"""
a3477,"""data mining applications using artificial adaptive systems""","""william j. tastle, editor""","""new york, ny : springer, [2013] ©2013""","""books""",9781461442233,"""nan""","""nan"""
a3478,"""software prototyping in data and knowledge engineering""","""by giovanni guida, gianfranco lamperti, and marina zanella""","""dordrecht ; boston : kluwer academic publishers, [1999] ©1999""","""books""",9780792360162,"""mathematics and its applications (kluwer academic publishers) ; v. 497,""","""nan"""
a3480,"""advances in hybrid information technology : first international conference, ichit 2006, jeju island, korea, november 9-11, 2006 : revised selected papers""","""marcin s. szczuka ... [and others] (eds.)""","""berlin ; new york : springer, 2007.""","""books""",9783540773672,"""lecture notes in computer science ; 4413,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a3481,"""data management and query processing in semantic web databases""","""sven groppe""","""berlin ; heidelberg ; new york : springer, [2011] ©2011""","""books""",9783642193576,"""nan""","""nan"""
a3482,"""social computing : second international conference of young computer scientists, engineers and educators, icycsee 2016, harbin, china, august 20-22, 2016, proceedings. part i""","""wanxiang che, qilong han, hongzhi wang, weipeng jing, shaoliang peng, junyu lin, guanglu sun, xianhua song, hongtao song, zeguang lu (eds.)""","""singapore : springer, 2016.""","""books""",9789811020537,"""communications in computer and information science ; 623,""","""nan"""
a3483,"""information science and applications (icisa) 2016""","""kuinam j. kim, nikolai joukov, editors""","""singapore : springer, 2016.""","""books""",9789811005572,"""lecture notes in electrical engineering ; v. 376,""","""nan"""
a3484,"""atlas of science : visualizing what we know""","""katy börner""","""cambridge, mass. : mit press, [2010] ©2010""","""books""",9780262014458,"""nan""","""nan"""
a3485,"""the u.s. scientific and technical workforce : improving data for decisionmaking""","""terrence k. kelly, ... (et al.), editors""","""santa monica, ca : rand, 2004.""","""books""",9780833036513,"""nan""","""nan"""
a3487,"""national intelligence and science : beyond the great divide in analysis and policy""","""wilhelm agrell and gregory f. treverton""","""new york, ny : oxford university press, [2015]""","""books""",9780199360864,"""nan""","""nan"""
a3488,"""new developments in categorical data analysis for the social and behavioral sciences""","""edited by l. andries van der ark, marcel a. croon, klaas sijtsma""","""mahwah, n.j. : lawrence erlbaum ass., 2005.""","""books""",9780805847284,"""quantitative methodology series,""","""nan"""
a3489,"""reading and writing across the high school science and math curriculum""","""by roger sensenbaugh""","""bloomington, ind. : edinfo press in cooperation with eric clearinghouse on reading and communication skills, 1992.""","""books""",9780927516297,"""teaching resources in the eric database, tried,""","""nan"""
a3490,"""projekt perseus : data og science fiction digte""","""klaus høeck""","""[københavn] : gyldendal, 1977.""","""books""",9788701426619,"""nan""","""nan"""
a3491,"""modelling survival data in medical research""","""david collett""","""second edition. boca raton, fla. : chapman & hall/crc, [2003] ©2003""","""books""",9781584883258,"""texts in statistical science,""","""nan"""
a3492,"""biostatistics : the bare essentials""","""geoffrey r. norman, david l. streiner""","""st. louis : mosby, [1994] ©1994""","""books""",9781556643699,"""nan""","""nan"""
a3493,"""mathematical and statistical methods in food science and technology""","""edited by daniel granato, food science and technology graduate programme, state university of ponta grossa, ponta grossa, brazil; gaston ares, department of food science and technology, universidad de le republica, montevideo, uruguay""","""chichester, england : wiley blackwell, 2014. ©2014""","""books""",9781118434536,"""institute of food technologists series,""","""nan"""
a3494,"""machine learning and data mining in pattern recognition : 8th international conference, mldm 2012, berlin, germany, july 13-20, 2012. proceedings""","""petra perner (ed.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642315374,"""lecture notes in computer science ; 7376,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a3495,"""fundamentals of geophysical data processing : with applications to petroleum prospecting""","""jon f. claerbout""","""new york : mcgraw-hill, [1976] ©1976""","""books""",9780070111172,"""international series in the earth and planetary sciences,""","""nan"""
a3496,"""advances in intelligent data analysis vi : 6th international symposium on intelligent data analysis, ida 2005, madrid, spain, september 8-10, 2005 : proceedings""","""a. fazel famili ... [and others] (eds.)""","""berlin ; new york : springer, [2005] ©2005""","""books""",9783540287957,"""lecture notes in computer science. 3646,""","""nan"""
a3497,"""computer vision : three-dimensional data from images""","""reinhard klette, karsten schlüns, andreas koschan""","""singapore ; new york : springer, 2001.""","""books""",9789813083714,"""nan""","""nan"""
a3498,"""mathematical models in the health sciences a computer-aided approach""","""eugene ackerman, laël cranmer gatewood""","""minneapolis : university of minnesota press, c1979.""","""books""",9780816661114,"""nan""","""nan"""
a3499,"""javascript objects : object use and data manipulation with javascript""","""alexander nakhimovsky and tom myers""","""olton, birmingham, england : wrox, [1998] ©1998""","""books""",9781861001894,"""programmer to programmer,""","""nan"""
a3500,"""fibre science and technology""","""edited by v.i. kostikov""","""dordrecht : springer netherlands : imprint : springer, 1995.""","""books""",9789401105651,"""soviet advanced composites technology series ; 5,""","""nan"""
a3501,"""reason and rationality in natural science : a group of essays""","""edited by nicholas rescher""","""lanham : university press of america ; pittsburgh : center for philosophy of science, university of pittsburgh, [1985] ©1985""","""books""",9780819147639,"""cps publications in philosophy of science,""","""nan"""
a3502,"""pattern recognition and data mining : third international conference on advances in pattern recognition, icapr 2005, bath, uk, august 22-25, 2005 : proceedings""","""sameer singh ... [and others] (eds.)""","""berlin ; [london] : springer, 2005.""","""books""",9783540287575,"""lecture notes in computer science. 3686-3687,""","""nan"""
a3504,"""spss 11.0 guide to data analysis""","""marija j. norušis""","""upper saddle river, n.j. : prentice hall, 2002.""","""books""",9780130348302,"""nan""","""nan"""
a3505,"""statistical modelling in glim""","""murray aitkin ... [and others]""","""oxford [oxfordshire] : clarendon press ; new york : oxford university press, 1989.""","""books""",9780198522041,"""oxford statistical science series ; 4,""","""nan"""
a3506,"""advanced statistical methods in data science""","""ding-geng (din) chen, jiahua chen, xuewen lu, grace y. yi, hao yu, editors""","""singapore : springer, 2016.""","""books""",9789811025945,"""icsa book series in statistics,""","""nan"""
a3507,"""chemometrics : a textbook""","""d.l. massart ... [and others]""","""amsterdam ; new york ; new york, ny, u.s.a. : elsevier : distributors for the u.s. and canada, elsevier science pub. co., 1988.""","""books""",9780444426604,"""data handling in science and technology ; v. 2,""","""nan"""
a3508,"""genetic algorithms + data structures = evolution programs""","""zbigniew michalewicz""","""berlin ; new york : springer-verlag, [1992] ©1992""","""books""",9783540553878,"""artificial intelligence (berlin, germany),""","""nan"""
a3509,"""who owns you? : science, innovation, and the gene patent wars""","""david koepsell""","""second edition. chichester, west sussex, uk ; malden, ma, usa : john wiley & sons ltd, 2015.""","""books""",9781118948507,"""blackwell public philosophy,""","""nan"""
a3510,"""mathematical problems in data science : theoretical and practical methods""","""li m. chen, zhixun su, bo jiang""","""cham : springer, 2015.""","""books""",9783319251271,"""nan""","""nan"""
a3511,"""discovering knowledge in data : an introduction to data mining""","""daniel t. larose and chantal d. larose""","""second edition. hoboken : wiley, 2014.""","""books""",9781118873571,"""wiley series on methods and applications in data mining,""","""nan"""
a3512,"""advances in data mining : applications in image mining, medicine and biotechnology, management and environmental control, and telecommunications : 4th industrial conference on data mining, icdm 2004, leipzig, germany, july 4-7, 2004 : revised selected papers""","""petra perner (ed.)""","""berlin ; new york : springer, [2004] ©2004""","""books""",9783540240549,"""lecture notes in computer science ; 3275,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a3513,"""character & handwriting recognition : expanding frontiers""","""p.s.p wang, editor ; with foreword by c.y. suen""","""singapore ; river edge, n.j. : world scientific, 1991.""","""books""",9789810207106,"""series in computer science ; vol. 30,""","""nan"""
a3514,"""new developments in categorical data analysis for the social and behavioral sciences""","""edited by l. andries van der ark, marcel a. croon, klaas sijtsma""","""mahwah, n.j. : lawrence erlbaum ass., 2005.""","""books""",9780805847284,"""quantitative methodology series,""","""nan"""
a3515,"""modelling and mathematics education : ictma 9 : applications in science and technology""","""edited by joão filipe matos [and others]""","""chichester, west sussex : horwood publishing, 2001.""","""books""",9780857099655,"""ellis horwood series in mathematics and its applications,mathematics and its applications (chichester, england : 1988),mathematics and its applications (new york, n.y.),""","""nan"""
a3516,"""practical longitudinal data analysis""","""david hand and martin crowder""","""london ; new york : chapman & hall, [1996] ©1996""","""books""",9780412599408,"""texts in statistical science,""","""nan"""
a3517,"""transactions on large-scale data- and knowledge centered systems vii""","""abdelkader hameurlain, josef küng, roland wagner (eds.)""","""berlin : springer, 2012.""","""books""",9783642353321,"""lecture notes in computer science ; 7720,""","""nan"""
a3518,"""interviewing as qualitative research : a guide for researchers in education and the social sciences""","""irving seidman""","""fourth edition. new york : teachers college press, [2013] ©2013""","""books""",9780807754047,"""nan""","""nan"""
a3519,"""quantitative research for the behavioral sciences""","""celia c. reaves""","""new york : wiley, [1992] ©1992""","""books""",9780471616832,"""nan""","""nan"""
a3520,"""divine action and natural selection science, faith, and evolution""","""editors, joseph seckbach, richard gordon""","""hackensack, nj : world scientific, 2009.""","""books""",9789812834355,"""nan""","""nan"""
a3523,"""secure data management : 6th vldb workshop, sdm 2009, lyon, france, august 28, 2009 : proceedings""","""willem jonker, milan petković (eds.)""","""berlin ; new york : springer, 2009.""","""books""",9783642042195,"""lecture notes in computer science ; 5776,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan"""
a3525,"""symmetry studies : an introduction to the analysis of structured data in applications""","""marlos a.g. viana""","""cambridge ; new york : cambridge university press, 2008.""","""books""",9780521841030,"""cambridge series on statistical and probabilistic mathematics,""","""nan"""
a3526,"""the case for international sharing of scientific data : a focus on developing countries : proceedings of a symposium""","""kathie bailey mathae and paul f. uhlir, editors ; committee on the case of international sharing of scientific data, a focus on developing countries, board on international scientific organizations, board on research data and information, policy and global affairs ; in collaboration with the committee on freedom and responsibility in the conduct of science, international council for science ; national research council of the national academies""","""washington, district of columbia : national academies press, [2012] ©2012""","""books""",9780309301589,"""nan""","""nan"""
a3527,"""leveraging applications of formal methods, verification and validation : discussion, dissemination, applications : 7th international symposium, isola 2016, imperial, corfu, greece, october 10-14, 2016, proceedings. part ii""","""tiziana margaria, bernhard steffen (eds.)""","""cham : springer, 2016.""","""books""",9783319471693,"""lecture notes in computer science ; 9953,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a3528,"""social media processing : 5th national conference, smp 2016, nanchang, china, october 29-30, 2016, proceedings""","""yuming li, guoxiong xiang, hongfei lin, mingwen wang (eds.)""","""singapore : springer, 2016.""","""books""",9789811029936,"""communications in computer and information science ; 669,""","""nan"""
a3529,"""symbolic and algebraic computation : eurosam '79, an international symposium on symbolic and algebraic manipulation, marseille, france, june 1979""","""edited by edward w. ng""","""berlin ; new york : springer-verlag, [1979] ©1979""","""books""",9780387095196,"""lecture notes in computer science ; 72,""","""nan"""
a3530,"""sharing publication-related data and materials : responsibilities of authorship in the life sciences""","""committee on responsibilities of authorship in the biological sciences, board on life sciences, division on earth and life studies, national research council of the national academies""","""washington, d.c. : national academies press, 2003.""","""books""",9780309088596,"""nan""","""nan"""
a3531,"""data visualization : a guide to visual storytelling for libraries""","""edited by lauren magnuson""","""lanham : rowman & littlefield, [2016]""","""books""",9781442271104,"""lita guides,""","""nan"""
a3532,"""compost science and technology""","""edited by l.f. diaz, m. de bertoldi, w. bidlingmaier""","""boston, ma : elsevier, 2007.""","""books""",9780080439600,"""waste management series (amsterdam, netherlands),""","""nan"""
a3533,"""handbook of research on geospatial science and technologies""","""joyce gosata maphanyane, read brown mthanganyika mapeo, and modupe o. akinola, editors""","""hershey pa : engineering science reference, [2018]""","""books""",9781522534402,"""nan""","""nan"""
a3534,"""hipparcos, the new reduction of the raw data""","""floor van leeuwen [editor]""","""[dordrecht?] : springer verlag, [2007] ©2007""","""books; videos, slides, films""",9781402063411,"""astrophysics and space science library ; v. 350,""","""nan"""
a3535,"""analysis of nominal data""","""h. t. reynolds""","""beverly hills, calif. : sage publications, 1977.""","""books""",9780803906532,"""quantitative applications in the social sciences ; no. 7,quantitative applications in the social sciences ; no. 07-007,sage university paper,""","""nan"""
a3536,"""data base management--theory and applications : proceedings of the nato advanced study institute held at estoril, portugal, june 1-14, 1981""","""edited by clyde w. holsapple and andrew b. whinston""","""dordrecht, holland ; boston : d. reidel pub. co. ; hingham, ma : sold and distributed in the u.s.a. and canada by kluwer boston, [1983] ©1983""","""books""",9789027715166,"""nato advanced study institutes series. mathematical and physical sciences ; v. 98,""","""nan"""
a3537,"""analysis of qualitative data""","""shelby j. haberman""","""new york : academic press, 1978-1979.""","""books""",9780123125019,"""nan""","""nan"""
a3538,"""graph-theoretic concepts in computer science : 33rd international workshop, wg 2007, dornburg, germany, june 21-23, 2007 : revised papers""","""andreas brandstädt, dieter kratsch, haiko müller (eds.)""","""berlin ; new york : springer, [2007] ©2007""","""books""",9783540748380,"""lecture notes in computer science. 4769,lncs sublibrary. theoretical computer science and general issues,""","""nan"""
a3539,"""quantile regression for spatial data""","""daniel p. mcmillen""","""berlin ; new york : springer, [2013] ©2013""","""books""",9783642318146,"""springerbriefs in regional science,""","""nan"""
a3540,"""contexts of learning mathematics and science : lessons learned from timss""","""edited by sarah j. howie and tjeerd plomp""","""[first edition]. london ; new york : routledge, 2006.""","""books""",9780415362252,"""nan""","""nan"""
a3541,"""advances in object-oriented data modeling""","""edited by michael p. papazoglou, stefano spaccapietra, zahir tari""","""cambridge, mass. : mit press, 2000.""","""books""",9780262161893,"""cooperative information systems,""","""nan"""
a3542,"""the commodification of academic research : science and the modern university""","""edited by hans radder""","""pittsburgh, pennsylvania : university of pittsburgh press, [2010] ©2010""","""books""",9780822977582,"""nan""","""nan"""
a3545,"""applications of artificial intelligence for organic chemistry : the dendral project""","""robert k. lindsay ... [and others]""","""new york : mcgraw-hill book co., [1980] ©1980""","""books""",9780070378957,"""mcgraw-hill advanced computer science series,""","""nan"""
a3546,"""handbook of data structures and applications""","""edited by dinesh p. mehta and sartaj sahni""","""boca raton, fla. : chapman & hall/crc, [2005] ©2005""","""books""",9781584884354,"""chapman & hall/crc computer and information science series,""","""nan"""
a3547,"""rough sets, fuzzy sets, data mining, and granular computing : 10th international conference, rsfdgrc 2005, regina, canada, august 31-september 3, 2005 : proceedings""","""dominik ślęzak ... [and others] (eds.)""","""berlin ; new york : springer, [2005] ©2005""","""books""",9783540286530,"""lecture notes in computer science ; 3641-3642,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
a3550,"""building databases for global science""","""edited by helen mounsey ; general editor, roger f. tomlinson""","""london ; new york : taylor & francis, 1988.""","""books""",9780850664850,"""nan""","""nan"""
a3551,"""improving measures of science, technology, and innovation : interim report""","""panel on developing science, technology, and innovation indicators for the future ; robert e. litan, andrew w. wyckoff, kaye husbands fealing, editors ; committee on national statistics ; division of behavioral and social sciences and education ; board on science, technology, and economic affairs ; division of policy and global affairs ; and the national research council of the national academies""","""washington, d.c. : national academies press, [2012] ©2012""","""books""",9780309253901,"""nan""","""nan"""
a3552,"""the reference guide to data sources""","""julia bauder""","""chicago : ala editions, an imprint of the american library association, 2014.""","""books""",9780838912270,"""nan""","""nan"""
a3553,"""advances in knowledge discovery and data mining : 14th pacific-asia conference, pakdd 2010, hyderabad, india, june 21-24, 2010 : proceedings""","""mohammed j. zaki ... [and others] (eds.)""","""berlin ; new york : springer, 2010.""","""books""",9783642136573,"""lecture notes in computer science ; 6118-6119,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan"""
