ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b5212,"""Lossless information hiding in images  ""","""Lu, Zhe-Ming""","""Cambridge, MA""","""Electronic books.""",9780128121665,"""nan""","""1 online resource"""
b3522,"""Social media e sentiment analysis : l'evoluzione dei fenomeni sociali attraverso la Rete  ""","""Ceron, Andrea""","""Milano""","""Electronic books.""",9788847055322,"""Sxi - Springer per l'innovazione ; v.9.""","""1 online resource."""
b1284,"""Computational logistics : 4th International Conference, ICCL 2013, Copenhagen, Denmark, September 25-27, 2013. Proceedings  ""","""Pacino, Dario, | Voss, Stefan, | Jensen, Rune MÃ¸ller,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642410192,"""Lecture notes in computer science ; 8197. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (x, 269 pages)"""
b1260,"""Theories of programming and formal methods : essays dedicated to Jifeng He on the occasion of his 70th birthday  ""","""Liu, Zhiming, | Woodcock, Jim, | Zhu, Huibiao, | He, Jifeng,""","""Berlin""","""Electronic books.""",9783642396984,"""Lecture notes in computer science ; 8051. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xii, 413 pages)"""
b5834,"""Crisp and Soft Computing with Hypercubical Calculus : New Approaches to Modeling in Cognitive Science and Technology with Parity Logic, Fuzzy Logic, and Evolutionary Computing  ""","""Zaus, Michael.""","""Heidelberg""","""Electronic books.""",9783790818796,"""Studies in fuzziness and soft computing ; 27.""","""1 online resource (xviii, 425 pages)."""
b5690,"""Electronic Dictionaries and Automata in Computational Linguistics : LITP Spring School on Theoretical Computer Science Saint-Pierre d'OlÃ©ron, France, May 25-29, 1987...""","""Gross, Maurice.""","""Berlin, Heidelberg""","""Electronic books.""",9783540481409,"""Lecture notes in computer science ; 377. 0302-9743""","""1 online resource (V, 110 p.)"""
b1295,"""Artificial neural networks and machine learning-- ICANN 2012 : 22nd International Conference on Artificial Neural Networks, Lausanne, Switzerland, September 11-14, 2012,...""","""Villa, Alessandro E. P.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642332661,"""Lecture notes in computer science ; 7553. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b2075,"""Advances in mechanisms design : proceedings of TMM 2012  ""","""Beran, Jaroslav.""","""Dordrecht ; Springer, Â©2012.""","""Electronic books. | Conference proceedings.""",9789400751255,"""Mechanisms and machine science ; v.8.""","""1 online resource."""
b2826,"""Privacy technologies and policy : third Annual Privacy Forum, APF 2015, Luxembourg, Luxembourg, October 7-8, 2015, Revised selected papers  ""","""Berendt, Bettina, | Engel, Thomas | Ikonomou, Demosthenes, | Le MÃ©tayer, D. | Schiffner, Stefan,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319314563,"""Lecture notes in computer science ; 9484. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 213 pages)"""
b4134,"""CAAP '92 : 17th Colloquium on Trees in Algebra and Programming, Rennes, France, February 26-28, 1992, proceedings  ""","""Raoult, J.-C.""","""Berlin ; Springer-Verlag, 1992.""","""Electronic books. | Conference proceedings.""",9783540467991,"""Lecture notes in computer science ; 581. 0302-9743""","""1 online resource (viii, 361 p.)"""
b5291,"""Information Retrieval: Uncertainty and Logics : Advanced Models for the Representation and Retrieval of Information  ""","""Crestani, Fabio.""","""Boston, MA""","""Electronic books.""",9781461556176,"""Kluwer international series on information retrieval ; 4.""","""1 online resource (xxi, 323 pages)."""
b1918,"""Intelligent tutoring systems : 11th international conference, ITS 2012, Chania, Crete, Greece, June 14-18, 2012 : proceedings  ""","""Cerri, Stefano A.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642309502,"""Lecture notes in computer science ; 7315.""","""1 online resource (xxxiv, 726 pages)"""
b4549,"""Security and cryptography for networks : 9th International Conference, SCN 2014, Amalfi, Italy, September 3-5, 2014. Proceedings  ""","""Abdalla, Michel, | De Prisco, Roberto,""","""Cham""","""Electronic books.""",9783319108797,"""Lecture notes in computer science ; 8642. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xx, 609 pages)"""
b6744,"""MultimediaHypermedia in Open Distributed Environments : Proceedings of the Eurographics Symposium in Graz, Austria, June 6-9, 1994  ""","""Herzner, Wolfgang.""","""Vienna""","""Electronic books.""",9783709193617,"""Eurographics.""","""1 online resource (viii, 330 pages)"""
b1879,"""Pattern recognition : 5th Mexican Conference, MCPR 2013, QuerÃ©taro, Mexico, June 26-29, 2013 : proceedings  ""","""Carrasco Ochoa, JesÃºs Ariel.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642389894,"""Lecture notes in computer science ; 7914. 1611-3349 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xiv, 386 pages)"""
b150,"""Advanced machine learning with Python : solve challenging data science problems by mastering cutting-edge machine learning techniques  in Python  ""","""Hearty, John""","""Birmingham, UK""","""Electronic books.""",9781784393830,"""Community experience distilled.""","""1 online resource"""
b5229,"""Algorithms ESA 98 : 6th Annual European Symposium Venice, Italy, August 2426, 1998 Proceedings  ""","""Bilardi, G. | Italiano, Giuseppe F. | Pietracaprina, Andrea. | Pucci, Geppino.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 1998.""","""Electronic books.""",9783540685302,"""Lecture notes in computer science ; 1461, 0302-9743""","""1 online resource."""
b6867,"""Software and data for practical astronomers : the best of the Internet  ""","""Ratledge, David, 1945-""","""London ; Springer, Â©1999.""","""Electronic books.""",9781447105558,"""Practical astronomy.""","""1 online resource (viii, 183 pages)"""
b5252,"""Measuring data quality for ongoing improvement : a data quality assessment framework  ""","""Sebastian-Coleman, Laura.""","""Burlington""","""Electronic books.""",9780123977540,"""nan""","""1 online resource"""
b5678,"""Speech Recognition and Understanding : Recent Advances, Trends and Applications  ""","""Laface, Pietro.""","""Berlin, Heidelberg""","""Electronic books.""",9783642766268,"""NATO ASI series. Series F, Computer and systems sciences ; 75.""","""1 online resource (xi, 559 pages)"""
b5484,"""Computational anatomy based on whole body imaging : basic principles of computer-assisted diagnosis and therapy  ""","""Kobatake, Hidefumi, | Masutani, Yoshitaka,""","""Tokyo, Japan""","""Electronic books.""",9784431559764,"""nan""","""1 online resource"""
b5761,"""Web reasoning and rule systems : 7th International Conference, RR 2013, Mannheim, Germany, July 27-29, 2013. Proceedings  ""","""Faber, Wolfgang, | Lembo, Domenico,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642396663,"""Lecture notes in computer science ; 7994. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 272 pages)"""
b1911,"""Information computing and applications : third International Conference, ICICA 2012, Chengde, China, September 14-16, 2012. Proceedings. Part I  ""","""Liu, Chunfeng. | Wang, Leizhen. | Yang, Aimin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642340383,"""Communications in computer and information science ; 307.""","""1 online resource."""
b5363,"""Big data analytics for sensor-network collected intelligence  ""","""Hsu, Hui-Huang, | Chang, Chuan-Yu, | Hsu, Ching-Hsien,""","""London, United Kingdom""","""Electronic books.""",9780128096253,"""Intelligent data-centric systems""","""1 online resource."""
b1261,"""Theoretical aspects of computing-- ICTAC 2012 : 9th International Colloquium, Bangalore, India, September 24-27, 2012. Proceedings  ""","""Roychoudhury, Abhik. | D'Souza, Meenakshi.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642329432,"""Lecture notes in computer science ; 7521. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b3687,"""Protocols for Authentication and Key Establishment ""","""Boyd, Colin.""","""Berlin, Heidelberg""","""Electronic books.""",9783662095270,"""Information Security and Cryptography, Texts and Monographs""","""1 online resource (xxiv, 323 p.)."""
b6006,"""Hacking point of sale : payment application secrets, threats, and solutions  ""","""Gomzin, Slava.""","""[Indianapolis, IN]""","""Electronic books.""",9781118810071,"""nan""","""1 online resource"""
b567,"""Spatial network data : concepts and techniques for summarization  ""","""Oliver, Dev""","""Switzerland""","""Electronic books.""",9783319396217,"""SpringerBriefs in computer science.""","""1 online resource (xii, 50 pages)"""
b4233,"""Information Theory and Applications : Third Canadian Workshop Rockland, Ontario, Canada, May 30 - June 2, 1993 Proceedings  ""","""Gulliver, T. Aaron.""","""Berlin, Heidelberg""","""Electronic books.""",9783540483922,"""Lecture notes in computer science ; 793. 0302-9743""","""1 online resource"""
b4805,"""Advances in Cryptology -- CRYPTO' 93 : 13th Annual International Cryptology Conference Santa Barbara, California, USA August 22-26, 1993 Proceedings  ""","""Stinson, Douglas R.""","""Berlin, Heidelberg""","""Electronic books.""",9783540483298,"""Lecture notes in computer science ; 773. 0302-9743""","""1 online resource"""
b2778,"""Compact data structures : a practical approach  ""","""Navarro, Gonzalo, 1969-""","""New York, NY""","""Electronic books.""",9781316588284,"""nan""","""1 online resource (xix, 553 pages)"""
b5631,"""Advanced Concepts for Intelligent Vision Systems : 16th International Conference, ACIVS 2015, Catania, Italy, October 26-29, 2015. Proceedings  ""","""Battiato, Sebastiano, | Blanc-Talon, Jacques, | Gallo, Giovanni, | Philips, Wilfried, | Popescu, Dan, | Scheunders, Paul,""","""Cham""","""Electronic books.""",9783319259031,"""Lecture notes in computer science ; 9386. 0302-9743""","""1 online resource (xxi, 897 p.)"""
b4495,"""Writing in science : how to scaffold instruction to support learning  ""","""Fulwiler, Betsy Rupp.""","""Portsmouth, NH""","""nan""",9780325010700,"""nan""","""xxii, 202 p."""
b4898,"""Advances in digital forensics X : 10th IFIP WG 11.9 International Conference, Vienna, Austria, January 8-10, 2014, Revised selected papers  ""","""Peterson, Gilbert, | Shenoi, Sujeet,""","""Heidelberg""","""Electronic books.""",9783662449523,"""IFIP advances in information and communication technology ; 433. 1868-4238""","""1 online resource (xx, 335 pages)"""
b5672,"""R for everyone : advanced analytics and graphics  ""","""Lander, Jared P.""","""Upper Saddle River, NJ""","""Electronic books.""",9780134546988,"""nan""","""1 online resource"""
b3289,"""Graph-theoretic concepts in computer science : 41st International Workshop, WG 2015 Garching, Germany, June 17-19, 2015, revised papers  ""","""Mayr, Ernst,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662531747,"""Lecture notes in computer science ; 9224. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 514 pages)."""
b6737,"""Advances in intelligent information hiding and multimedia signal processing : proceedings of the Thirteenth International Conference on Intelligent Information Hiding and...""","""Pan, Jeng-Shyang, | Tsai, Pei-Wei, | Watada, J. | Jain, L. C.,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319638591,"""Smart innovation, systems, and technologies ; v. 82.""","""1 online resource (xvii, 422 pages)"""
b5855,"""Evolutionary computing : AISB Workshop Leeds, U.K., April 11-13, 1994 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin""","""Electronic books.""",9783540489993,"""Lecture notes in computer science ; 865. 0302-9743""","""1 online resource."""
b6292,"""Games with a Purpose (GWAPS)  ""","""Lafourcade, Mathieu""","""London, UK""","""Electronic books.""",9781119136323,"""Focus series (London, England) Cognitive science and knowledge management series.""","""1 online resource."""
b5688,"""Machine learning for microbial phenotype prediction  ""","""Feldbauer, Roman""","""Wiesbaden""","""Electronic books.""",9783658143190,"""BestMasters.""","""1 online resource (xiii, 110 pages)"""
b6367,"""Proceedings of the 3rd International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2015). Volume 1  ""","""Nagar, Atulya K., | Mohapatra, Durga Prasad, | Chaki, Nabendu,""","""New Delhi ; New York""","""Electronic books. | Conference papers and proceedings.""",9788132225386,"""Smart innovation, systems, and technologies ; 43.""","""1 online resource."""
b6014,"""Docker cookbook : 80 hands-on recipes to efficiently work with the Docker 1.6 environment on Linux  ""","""Khare, Neependra""","""Birmingham, UK""","""Electronic books.""",9781783984879,"""nan""","""1 online resource"""
b590,"""Sampling of heterogeneous and dynamic material systems : theories of heterogeneity, sampling, and homogenizing  ""","""Gy, Pierre.""","""Amsterdam ; Elsevier, 1992.""","""Electronic books.""",9780444896018,"""Data handling in science and technology ; v. 10.""","""1 online resource (xxx, 653 p.)"""
b6930,"""Design, evaluation, and analysis of questionnaires for survey research  ""","""Saris, Willem E.""","""Hoboken""","""Electronic books.""",9781118634486,"""Wiley series in survey methodology.""","""1 online resource."""
b1143,"""Handbook of research on computational intelligence for engineering, science, and business ""","""Bhattacharyya, Siddhartha, | Dutta, Paramartha.""","""Hershey, Pa.""","""Electronic books.""",9781466625198,"""nan""","""1 online resource"""
b6708,"""Frontier computing : theory, technologies and applications  ""","""Hung, Jason C., | Yen, Neil Y., | Li, Kuan-Ching,""","""[Singapore]""","""Electronic books. | Conference papers and proceedings.""",9789811005398,"""Lecture notes in electrical engineering ; 375. 1876-1100""","""1 online resource (xxii, 1252 pages)"""
b6192,"""Factors driving social network site usage  ""","""Ernst, Claus-Peter H.""","""Wiesbaden""","""Electronic books.""",9783658099183,"""nan""","""1 online resource"""
b4188,"""Information security : 13th International Conference, ISC 2010, Boca Raton, FL, USA, October 25-28, 2010 : revised selected papers  ""","""Burmester, Mike.""","""Berlin ; Springer, c2011.""","""Electronic books. | Conference papers and proceedings.""",9783642181788,"""Lecture notes in computer science ; 6531. 0302-9743""","""1 online resource (xiv, 446 p.)"""
b1449,"""Information security and privacy : 17th Australasian Conference, ACISP 2012, Wollongong, NSW, Australia, July 9-11, 2012. Proceedings  ""","""Susilo, Willy. | Mu, Yi, | Seberry, Jennifer,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642314483,"""Lecture notes in computer science ; 7372. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 460 pages)"""
b6344,"""The vocabulary of medical English : a corpus-based study  ""","""PanocovÃ¡, RenÃ¡ta""","""Newcastle upon Tyne""","""Statistics. | Tables. | Terminology.""",9781443895781,"""nan""","""x, 183 pages"""
b6797,"""Performative experience design  ""","""Spence, Jocelyn""","""Switzerland""","""Electronic books.""",9783319283951,"""Springer series on cultural computing, 2195-9056""","""1 online resource (xi, 221 pages)"""
b2853,"""Transactions on computational science V : special issue on cognitive knowledge representation  ""","""Gavrilova, Marina L.""","""Berlin""","""Electronic books.""",9783642020971,"""Lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)"""
b1729,"""Advances in computational intelligence : 12th International Work-Conference on Artificial Neural Networks, IWANN 2013, Puerto de la Cruz, Tenerife, Spain, June 12-14, 2013,...""","""Rojas, Ignacio. | Joya, Gonzalo. | Cabestany, Joan.""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642386824,"""Lecture notes in computer science ; 7903. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b2339,"""Advances in cryptology-- CRYPTO 2014 : 34th Annual Cryptology Conference, Santa Barbara, CA, USA, August 17-21, 2014, Proceedings. Part I  ""","""Garay, Juan A., | Gennaro, Rosario,""","""Heidelberg""","""Electronic books.""",9783662443712,"""Lecture notes in computer science ; 8616. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xviii, 574 pages)"""
b1241,"""Model and data engineering : 2nd International Conference, MEDI 2012, Poitiers, France, October 3-5, 2012. Proceedings  ""","""AbellÃ³, Alberto. | Bellatreche, Ladjel, | Benatallah, Boualem.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642336096,"""Lecture notes in computer science ; 7602. LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource."""
b3261,"""Foundations and practice of security : 8th International Symposium, FPS 2015, Clermont-Ferrand, France, October 26-28, 2015. Revised selected papers  ""","""Garcia-Alfaro, Joaquin, | Kranakis, Evangelos, | Bonfante, Guillaume,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319303031,"""Lecture notes in computer science ; 9482. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 323 pages)"""
b5121,"""Algorithms and Computation : 5th International Symposium, ISAAC '94 Beijing, P. R. China, August 25-27, 1994 Proceedings  ""","""Du, Ding-Zhu.""","""Berlin, Heidelberg""","""Electronic books.""",9783540486534,"""Lecture notes in computer science ; 834. 0302-9743""","""1 online resource"""
b929,"""Advanced data mining and applications : 5th international conference, ADMA 2009, Beijing, China, August 17-19, 2009 : proceedings  ""","""Huang, Ronghuai.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642033483,"""Lecture notes in computer science ; 5678. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxi, 807 pages)"""
b3246,"""Cryptography and security : from theory to applications ; essays dedicated to Jean-Jacques Quisquater on the occasion of his 65th birthday  ""","""Naccache, David,""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642283680,"""Lecture notes in computer science ; 6805. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiii, 502 pages)"""
b5015,"""Information Systems Security : 12th International Conference, ICISS 2016, Jaipur, India, December 16-20, 2016, Proceedings  ""","""Ray, Indrajit, | Gaur, Manoj Singh, | Conti, Mauro, | Sanghi, Dheeraj, | Kamakoti, V.,""","""Cham""","""Electronic books.""",9783319498065,"""Lecture notes in computer science ; 10063. 0302-9743""","""1 online resource (xv, 544 pages)"""
b1631,"""Advanced concepts for intelligent vision systems : 15th International Conference, ACIVS 2013, PoznaÅ, Poland, October 28-31, 2013. Proceedings  ""","""Blanc-Talon, Jacques,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319028958,"""Lecture notes in computer science ; 8192. 0302-9743 LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xvi, 717 pages)"""
b6033,"""Mastering text mining with R : master text-taming techniques and build effective text-processing applications with R  ""","""Kumar, Ashish""","""Birmingham, UK""","""Electronic books.""",9781782174707,"""nan""","""1 online resource"""
b6648,"""You are here : from the compass to GPS, the history and future of how we find ourselves  ""","""Bray, Hiawatha.""","""New York""","""History.""",9780465032853,"""nan""","""xiii, 258 pages ; 25 cm"""
b3439,"""Android forensics : investigation, analysis, and mobile security for Google Android  ""","""Hoog, Andrew.""","""Waltham, MA""","""Electronic books.""",9781597496520,"""nan""","""1 online resource (xix, 372 p.)"""
b6843,"""Process mining in healthcare : evaluating and exploiting operational healthcare processes  ""","""Mans, Ronny S.""","""Cham [Switzerland]""","""Electronic books.""",9783319160719,"""SpringerBriefs in business process management.""","""1 online resource."""
b2244,"""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)"""
b380,"""Magnetic Properties of Metals : d-Elements, Alloys and Compounds  ""","""Wijn, H. P. J.""","""Berlin, Heidelberg""","""Electronic books.""",9783642582189,"""Data in science and technology.""","""1 online resource (xii, 190 pages)"""
b863,"""Transportation and information : trends in technology and policy  ""","""Thakuriah, Piyushimita.""","""New York, NY""","""Electronic books.""",9781461471295,"""SpringerBriefs in computer science.""","""1 online resource."""
b6686,"""Higher Order Basis Based Integral Equation Solver (HOBBIES) ""","""Zhang, Yu, | Brown, La Toya.""","""Hoboken, N.J.""","""Electronic books.""",9781118140659,"""nan""","""1 online resource"""
b3163,"""Knowledge-based and intelligent information and engineering systems. Part II : 15th International Conference, KES 2011, Kaiserslautern, Germany, September 12-14, 2011,...""","""KÃ¶nig, Andreas,""","""Berlin ; Springer, c2011.""","""Electronic books. | Conference papers and proceedings.""",9783642238635,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 6882. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxiii, 703 p.)."""
b1404,"""Routledge handbook of qualitative research in sport and exercise  ""","""Smith, Brett | Sparkes, Andrew C.,""","""London ; New York, NY""","""nan""",9781138792487,"""nan""","""xxi, 495 pages ; 25 cm."""
b5830,"""JSL companion : applications of the JMP scripting language  ""","""Utlaut, Theresa L.""","""Cary, NC""","""Electronic books.""",9781612900940,"""nan""","""1 online resource"""
b1813,"""Transactions on edutainment IX ""","""Pan, Zhigeng,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642370427,"""Lecture notes in computer science ; 7544.""","""1 online resource."""
b120,"""IPython interactive computing and visualization cookbook : over 100 hands-on recipes to sharpen your skills in high-performance numerical computing and data science with Python  ""","""Rossant, Cyrille.""","""Birmingham, UK""","""Electronic books.""",9781783284825,"""nan""","""1 online resource"""
b6202,"""Social physics : how good ideas spread-the lessons from a new science  ""","""Pentland, Alex, 1952-""","""New York""","""nan""",9781594205651,"""nan""","""x, 300 pages"""
b570,"""Data management technologies and applications : 5th International Conference, DATA 2016, Colmar, France, July 24-26, 2016, Revised selected papers  ""","""Francalanci, Chiara, | Helfert, Markus,""","""Cham, Switzerland""","""Electronic books.""",9783319629117,"""Communications in computer and information science ; 737. 1865-0929""","""1 online resource (xi, 179 pages)"""
b1811,"""Hardware and software : verification and testing ; 9th International Haifa Verification Conference, HVC 2013, Haifa, Israel, November 5-7, 2013, Proceedings  ""","""Bertacco, Valeria, | Legay, Axel,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319030777,"""Lecture notes in computer science ; 8244. 0302-9743 LNCS sublibrary. SL 2, Programming and software engineering.""","""1 online resource (xix, 366 pages)"""
b3083,"""Theory of cryptography : 13th International Conference, TCC 2016-A, Tel Aviv, Israel, January 10-13, 2016. Proceedings. Part II  ""","""Kushilevitz, Eyal, | Malkin, Tal,""","""Berlin""","""Electronic books. | Conference papers and proceedings. | Congresses.""",9783662490990,"""Lecture notes in computer science ; 9563. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource."""
b4722,"""Experiments on the thermodynamics of information processing ""","""Gavrilov, MomÄilo.""","""Cham""","""Electronic books.""",9783319636948,"""Springer theses.""","""1 online resource (159 p.)."""
b1613,"""Emerging trends and applications in information communication technologies : second International Multi Topic Conference, IMTIC 2012, Jamshoro, Pakistan, March 28-30, 2012....""","""Chowdhry, Bhawani Shankar.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642289620,"""Communications in computer and information science ; 281.""","""1 online resource (xv, 554 pages)"""
b320,"""Theory-based data analysis for the social sciences  ""","""Aneshensel, Carol S.""","""Thousand Oaks""","""Electronic books.""",9781506320014,"""nan""","""1 online resource (xxiii, 446 pages)"""
b6931,"""Design science research methods and patterns : innovating information and communication technology  ""","""Vaishnavi, Vijay""","""Boca Raton""","""Electronic books.""",9781498715263,"""nan""","""1 online resource"""
b3211,"""Advances in computers. Volume 6  ""","""Alt, Franz L. | Rubinoff, Morris.""","""New York""","""Electronic books.""",9780080566382,"""nan""","""1 online resource (310 pages)"""
b5696,"""Financial cryptography and data security : FC 2014 Workshops, BITCOIN and WAHC 2014, Christ Church, Barbados, March 7, 2014 : revised selected papers  ""","""BÃ¶hme, Rainer, | Brenner, Michael, | Moore, Tyler, | Smith, Matthew,""","""Heidelberg""","""Electronic books.""",9783662447741,"""Lecture notes in computer science ; 8438. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 249 pages)"""
b5932,"""High Performance Computing "" HiPC 2002 : 9th International Conference Bangalore, India, December 18 21, 2002 Proceedings. ""","""Sahni, Sartaj.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2002.""","""Electronic books.""",9783540362654,"""Lecture notes in computer science ; 2552, 0302-9743""","""1 online resource."""
b6639,"""Recent research towards advanced man-machine interface through spoken language  ""","""Fujisaki, H.""","""Amsterdam ; Elsevier, 1996.""","""Electronic books.""",9780444816078,"""nan""","""1 online resource (xvi, 525 pages)"""
b5838,"""Acidic Deposition and Forest Soils : Context and Case Studies of the Southeastern United States  ""","""Binkley, Dan.""","""New York, NY""","""Electronic books.""",9781461235866,"""Ecological Studies, Analysis and Synthesis, ; 72.""","""1 online resource (VIII, 149 pages)"""
b302,"""Learn computer science with Swift : computation concepts, programming paradigms, data management, and modern component architectures with Swift and Playgrounds  ""","""Feiler, Jesse""","""[Berkeley, CA]""","""Electronic books.""",9781484230664,"""nan""","""1 online resource"""
b6473,"""Galileo and the Art of Reasoning : Rhetorical Foundations of Logic and Scientific Method  ""","""Finocchiaro, Maurice A.""","""Dordrecht""","""Electronic books.""",9789027710956,"""Boston studies in the philosophy of science ; 61.""","""1 online resource (volumes)."""
b5912,"""Intelligent Scheduling Systems ""","""Brown, Donald E.""","""Boston, MA""","""Electronic books.""",9781461522638,"""Operations research/computer science interfaces series ; 3.""","""1 online resource (x, 260 pages)."""
b1157,"""Financial cryptography and data security : FC 2012 workshops, USEC and WECSR 2012, Kralendijk, Bonaire, March 2, 2012 : revised selected papers  ""","""Blythe, Jim | Dietrich, Sven. | Camp, L. Jean.""","""Heidelberg ; Springer, Â©2012.""","""Electronic books.""",9783642346385,"""Lecture notes in computer science ; 7398. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 140 pages)."""
b5074,"""Information and Communications Security : First International Conference, ICIS '97 Beijing, China, November 1114, 1997 Proceedings  ""","""Han, Yongfei. | Okamoto, Tatsuaki. | Qing, Sihan.""","""Berlin ; Springer-Verlag, 1997.""","""Electronic books.""",9783540696285,"""Lecture notes in computer science ; 1334, 0302-9743""","""1 online resource."""
b3048,"""Advances in computer science, environment, ecoinformatics, and education. Part IV : International Conference, CSEE 2011, Wuhan, China, August 21-22, 2011, Proceedings  ""","""Lin, Song. | Huang, Xiong.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642233395,"""Communications in computer and information science ; 217.""","""1 online resource (xvii, 620 pages)"""
b4728,"""Machine learning in image steganalysis  ""","""Schaathun, Hans Georg.""","""Chichester, West Sussex, United Kingdom""","""Electronic books.""",9781118437988,"""nan""","""1 online resource"""
b4405,"""Information and communications security : 13th International Conference, ICICS 2011, Beijing, China, November 23-26, 2011, proceedings  ""","""Qing, Sihan.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642252433,"""Lecture notes in computer science ; 7043. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 432 pages)."""
b3352,"""Hashing in computer science : fifty years of slicing and dicing  ""","""Konheim, Alan G., 1934-""","""Hoboken, N.J.""","""Electronic books.""",9781118031834,"""nan""","""1 online resource"""
b4472,"""Information visualization : perception for design  ""","""Ware, Colin.""","""San Francisco, CA""","""Electronic books.""",9780080478494,"""Morgan Kaufmann series in interactive technologies.""","""1 online resource (xxvi, 486 p.)"""
b1292,"""String processing and information retrieval : 19th International Symposium, SPIRE 2012, Cartagena de Indias, Colombia, October 21-25, 2012. Proceedings  ""","""CalderÃ³n-Benavides, Liliana.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642341090,"""Lecture notes in computer science ; 7608. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource."""
b561,"""Foundations of data organization and algorithms : 3rd international conference, FODO 1989, Paris, France, June 21-23, 1989 : proceedings  ""","""Litwin, W. | Schek, H.-J.""","""Berlin ; Springer-Verlag, Â©1989.""","""Electronic books. | Conference proceedings.""",9783540461869,"""Lecture notes in computer science ; 367.""","""1 online resource (viii, 531 pages)"""
