,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
12302,12302,a1386,b2701,"""information security applications : 9th international workshop, wisa 2008, jeju island, korea, september 23-25, 2008 : revised selected papers""","""kyo-il chung, kiwook sohn, moti yung (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642003066,"""lecture notes in computer science ; 5379,""","""nan""","""information security applications : 9th international workshop, wisa 2008, jeju island, korea, september 23-25, 2008, revised selected papers""","""chung, kyo-il. | sohn, kiwook. | yung, moti.""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783642003066,"""lecture notes in computer science ; 5379.""","""1 online resource.""",0.9444444444444444
12339,12339,a2129,b2709,"""data privacy management, cryptocurrencies and blockchain technology : esorics 2017 international workshops, dpm 2017 and cbt 2017, oslo, norway, september 14-15, 2017, proceedings""","""joaquin garcia-alfaro, guillermo navarro-arribas, hannes hartenstein, jordi herrera-joancomartí (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319678160,"""lecture notes in computer science ; 10436,lncs sublibrary. security and cryptology,""","""nan""","""data privacy management, cryptocurrencies and blockchain technology : esorics 2017 international workshops, dpm 2017 and cbt 2017, oslo, norway, september 14-15, 2017,...""","""garcia-alfaro, joaquin, | navarro-arribas, guillermo, | hartenstein, hannes, | herrera joancomartã­, jordi,""","""cham, switzerland""","""electronic books.""",9783319678160,"""lecture notes in computer science ; 10436. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 446 pages)""",0.9047619047619048
12349,12349,a4159,b2710,"""future data and security engineering : 4th international conference, fdse 2017, ho chi minh city, vietnam, november 29-december 1, 2017, proceedings""","""tran khanh dang, roland wagner, josef küng, nam thoai, makoto takizawa, erich j. neuhold (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319700045,"""lecture notes in computer science ; 10646,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan""","""future data and security engineering : 4th international conference, fdse 2017, ho chi minh city, vietnam, november 29-december 1, 2017, proceedings""","""dang, tran khanh, | wagner, roland r., | kã¼ng, josef, | thoai, nam, | takizawa, makoto, | neuhold, erich j.,""","""cham, switzerland""","""electronic books.""",9783319700045,"""lecture notes in computer science ; 10646. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xvi, 492 pages)""",1.0
12352,12352,a5547,b2710,"""future data and security engineering : first international conference, fdse 2014, ho chi minh city, vietnam, november 19-21, 2014, proceedings""","""tran khanh dang, roland wagner, erich neuhold, makoto takizawa, josef küng, nam thoai (eds.)""","""cham : springer, 2014.""","""books""",9783319127781,"""lecture notes in computer science ; 8860,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan""","""future data and security engineering : 4th international conference, fdse 2017, ho chi minh city, vietnam, november 29-december 1, 2017, proceedings""","""dang, tran khanh, | wagner, roland r., | kã¼ng, josef, | thoai, nam, | takizawa, makoto, | neuhold, erich j.,""","""cham, switzerland""","""electronic books.""",9783319700045,"""lecture notes in computer science ; 10646. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xvi, 492 pages)""",0.6956521739130435
12401,12401,a4865,b2721,"""computer science for environmental engineering and ecoinformatics : international workshop, cseee 2011, kunming, china, july 20-31, 2011, proceedings. part ii""","""yuanxu yu, zhengtao yu, jingying zhao, (eds.)""","""new york : springer, 2011.""","""books""",9783642226915,"""communications in computer and information science ; 159,""","""nan""","""computer science for environmental engineering and ecoinformatics : international workshop, cseee 2011, kunming, china, july 29-31, 2011, proceedings""","""yu, yuanxu. | yu, zhengtao. | zhao, jingying.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642226946,"""communications in computer and information science ; 158.""","""1 online resource (xxiii, 473 pages).""",0.7142857142857143
12402,12402,a5170,b2721,"""computer science for environmental engineering and ecoinformatics : international workshop, cseee 2011, kunming, china, july 29-31, 2011, proceedings. part i""","""yuanxu yu, zhengtao yu, jingying zhao (eds.)""","""berlin ; heidelberg : springer-verlag, 2011.""","""books""",9783642226939,"""communications in computer and information science ; 158,""","""nan""","""computer science for environmental engineering and ecoinformatics : international workshop, cseee 2011, kunming, china, july 29-31, 2011, proceedings""","""yu, yuanxu. | yu, zhengtao. | zhao, jingying.""","""berlin ; springer, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642226946,"""communications in computer and information science ; 158.""","""1 online resource (xxiii, 473 pages).""",0.8
12416,12416,a771,b2740,"""big data, small devices : investigating the natural world using real-time data""","""donna governor, michael bowen, eric brunsell""","""arlington, virginia : nsta press/national science teachers association, [2017] ©2017""","""books""",9781681402765,"""nan""","""nan""","""big data, small devices : investigating the natural world using real-time data""","""governor, donna, 1957-""","""arlington, virginia""","""nan""",9781681402765,"""nan""","""xiv, 262 pages""",1.0
12439,12439,a3229,b2780,"""environmental data analysis with matlab""","""william menke, joshua menke""","""second edition. amsterdam : elsevier academic press, [2016].""","""books""",9780128045503,"""nan""","""nan""","""environmental data analysis with matlab""","""menke, william.""","""kidlington, oxford, uk ; elsevier, 2012.""","""electronic books.""",9780123918871,"""nan""","""1 online resource (xviii, 263 p.)""",1.0
12464,12464,a1683,b2790,"""information systems security and privacy : first international conference, icissp 2015, angers, france, february 9-11, 2015, revised selected papers""","""olivier camp, edgar weippl, christophe bidan, esma aïmeur (eds.)""","""cham : springer, 2015. ©2015""","""books""",9783319276687,"""communications in computer and information science ; 576,""","""nan""","""information systems security and privacy : first international conference, icissp 2015, angers, france, february 9-11, 2015, revised selected papers""","""camp, olivier, | weippl, edgar r., | bidan, christophe, | aã¯meur, esma,""","""cham""","""electronic books.""",9783319276687,"""communications in computer and information science ; 576. 1865-0929""","""1 online resource (xii, 251 pages)""",1.0
12468,12468,a3798,b2790,"""information systems security and privacy : second international conference, icissp 2016, rome, italy, february 19-21, 2016, revised selected papers""","""olivier camp, steven furnell, paolo mori (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319544335,"""communications in computer and information science ; 691,""","""nan""","""information systems security and privacy : first international conference, icissp 2015, angers, france, february 9-11, 2015, revised selected papers""","""camp, olivier, | weippl, edgar r., | bidan, christophe, | aã¯meur, esma,""","""cham""","""electronic books.""",9783319276687,"""communications in computer and information science ; 576. 1865-0929""","""1 online resource (xii, 251 pages)""",0.5652173913043478
12469,12469,a3273,b2791,"""provable security : 10th international conference, provsec 2016, nanjing, china, november 10-11, 2016, proceedings""","""edited by liqun chen, jinguang han""","""cham : springer international publishing : imprint : springer, 2016.""","""books""",9783319474229,"""lecture notes in computer science ; 10005,""","""nan""","""provable security : 10th international conference, provsec 2016, nanjing, china, november 10-11, 2016, proceedings""","""chen, liqun, | han, jinguang,""","""cham, switzerland""","""electronic books.""",9783319474229,"""lecture notes in computer science ; 10005. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 394 pages)""",1.0
12471,12471,a3273,b2792,"""provable security : 10th international conference, provsec 2016, nanjing, china, november 10-11, 2016, proceedings""","""edited by liqun chen, jinguang han""","""cham : springer international publishing : imprint : springer, 2016.""","""books""",9783319474229,"""lecture notes in computer science ; 10005,""","""nan""","""provable security : 10th international conference, provsec 2016, nanjing, china, november 10-11, 2016, proceedings""","""chen, liqun, | han, jinguang,""","""cham, switzerland""","""electronic books.""",9783319474229,"""lecture notes in computer science ; 10005. 0302-9743 lncs sublibrary. sl 4, security and cryptology.""","""1 online resource (xiii, 394 pages)""",1.0
12473,12473,a1683,b2793,"""information systems security and privacy : first international conference, icissp 2015, angers, france, february 9-11, 2015, revised selected papers""","""olivier camp, edgar weippl, christophe bidan, esma aïmeur (eds.)""","""cham : springer, 2015. ©2015""","""books""",9783319276687,"""communications in computer and information science ; 576,""","""nan""","""information systems security and privacy : second international conference, icissp 2016, rome, italy, february 19-21, 2016, revised selected papers""","""camp, olivier, | furnell, steven, | mori, paolo,""","""cham, switzerland""","""electronic books.""",9783319544335,"""communications in computer and information science ; 691. 1865-0929""","""1 online resource (xii, 215 pages)""",0.5652173913043478
12474,12474,a3798,b2793,"""information systems security and privacy : second international conference, icissp 2016, rome, italy, february 19-21, 2016, revised selected papers""","""olivier camp, steven furnell, paolo mori (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319544335,"""communications in computer and information science ; 691,""","""nan""","""information systems security and privacy : second international conference, icissp 2016, rome, italy, february 19-21, 2016, revised selected papers""","""camp, olivier, | furnell, steven, | mori, paolo,""","""cham, switzerland""","""electronic books.""",9783319544335,"""communications in computer and information science ; 691. 1865-0929""","""1 online resource (xii, 215 pages)""",1.0
12490,12490,a959,b2802,"""visual storytelling : infographic design in news""","""[edited by] liu yikun, dong zhao""","""mulgrave, victoria, australia : the images publishing group, 2015.""","""books""",9781864706499,"""nan""","""nan""","""visual storytelling : infographic design in news""","""liu, yikun, | dong, zhao,""","""mulgrave, victoria, australia""","""nan""",9781864706499,"""nan""","""239 pages""",1.0
12500,12500,a3779,b2804,"""data structures and efficient algorithms : final report on the dfg special joint initiative""","""b. monien, th. ottmann (eds.)""","""berlin ; new york : springer-verlag, [1992] ©1992""","""books""",9783540554882,"""lecture notes in computer science ; 594,""","""nan""","""data structures and efficient algorithms : final report on the dfg special joint initiative""","""monien, b. | ottmann, thomas.""","""berlin ; springer-verlag, c1992.""","""electronic books. | conference proceedings.""",9783540471035,"""lecture notes in computer science ; 594.""","""1 online resource (viii, 389 p.)""",1.0
12508,12508,a3190,b2805,"""computing methods in applied sciences and engineering""","""second international symposium, december 15-19, 1975 ; [organized by] iria laboria, institut de recherche d'informatique et d'automatique ; edited by r. glowinski and j. l. lions""","""berlin ; new york : springer-verlag, 1976.""","""books""",9780387079905,"""lecture notes in economics and mathematical systems ; 134,""","""nan""","""computing methods in applied sciences and engineering, 1977, i""","""glowinski, r. | lions, j.-l.""","""berlin ; springer-verlag, 1979.""","""electronic books. | conference proceedings.""",9783540354116,"""lecture notes in mathematics (springer-verlag) ; 704.""","""1 online resource (vi, 391 pages)""",0.6
12509,12509,a4071,b2805,"""computing methods in applied sciences and engineering, 1977, ii""","""third international symposium, december 5-9, 1977 ; [organized by] iria laboria, institut de recherche d'informatique et d'automatique ; edited by r. glowinski and j. l. lions""","""berlin ; new york : springer-verlag, 1979.""","""books""",9780387091198,"""lecture notes in physics; 91,""","""nan""","""computing methods in applied sciences and engineering, 1977, i""","""glowinski, r. | lions, j.-l.""","""berlin ; springer-verlag, 1979.""","""electronic books. | conference proceedings.""",9783540354116,"""lecture notes in mathematics (springer-verlag) ; 704.""","""1 online resource (vi, 391 pages)""",0.8
12510,12510,a4480,b2805,"""computing methods in applied sciences and engineering, 1977, i""","""third international symposium, december 5-9, 1977 ; [organized by] iria laboria, institut de recherche d'informatique et d'automatique ; edited by r. glowinski and j. l. lions""","""berlin ; new york : springer-verlag, 1979.""","""books""",9780387091235,"""lecture notes in mathematics (springer-verlag) ; 704,""","""nan""","""computing methods in applied sciences and engineering, 1977, i""","""glowinski, r. | lions, j.-l.""","""berlin ; springer-verlag, 1979.""","""electronic books. | conference proceedings.""",9783540354116,"""lecture notes in mathematics (springer-verlag) ; 704.""","""1 online resource (vi, 391 pages)""",1.0
12525,12525,a1929,b2809,"""graph-theoretic concepts in computer science : 37th international workshop, wg 2011, teplá monastery, czech republic, june 21-24, 2011 : revised papers""","""petr kolman, jan kratochvíl (eds.)""","""heidelberg ; new york : springer-verlag, [2011] ©2011""","""books""",9783642258701,"""lecture notes in computer science ; 6986,lecture notes in computer science. advanced research in computing and software science,""","""nan""","""graph-theoretic concepts in computer science : 37th international workshop, wg 2011, teplã¡ monastery, czech republic, june 21-24, 2011 : revised papers""","""kolman, petr. | kratochvã­l, jan.""","""heidelberg ; springer-verlag, â©2011.""","""electronic books. | conference papers and proceedings.""",9783642258701,"""lecture notes in computer science ; 6986. lecture notes in computer science. advanced research in computing and software science.""","""1 online resource (xi, 344 pages)""",0.9047619047619048
12526,12526,a621,b2821,"""mobile authentication : problems and solutions""","""markus jakobsson""","""new york, ny : springer, [2013] ©2013""","""books""",9781461448785,"""springerbriefs in computer science,""","""nan""","""mobile authentication : problems and solutions""","""jakobsson, markus.""","""new york""","""electronic books.""",9781461448785,"""springerbriefs in computer science.""","""1 online resource (113 pages).""",1.0
12558,12558,a3638,b2833,"""transactions on computational science xvi""","""marina l. gavrilova, c. j. kenneth tan (eds.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642326639,"""lecture notes in computer science ; 7380,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12559,12559,a3913,b2833,"""transactions on computational science xvii""","""marina l. gavrilova, c. j. kenneth tan (eds.)""","""berlin ; new york : springer, [2013] ©2013""","""books""",9783642358401,"""lecture notes in computer science ; 7420,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12583,12583,a154,b2833,"""transactions on computational science xiii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin ; new york : springer, [2011] ©2011""","""books""",9783642226199,"""lecture notes in computer science ; 6750,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12585,12585,a594,b2833,"""transactions on computational science ii""","""marina l. gavrilova, c.j. kenneth tan ... [and others] (eds.)""","""berlin ; new york : springer, [2008] ©2008""","""books""",9783540875635,"""lecture notes in computer science. 5150,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12586,12586,a667,b2833,"""transactions on computational science viii""","""marina l. gavrilova, c.j. kenneth tans (eds.)""","""berlin ; new york : springer, [2010] ©2010""","""books""",9783642162367,"""lecture notes in computer science ; 6260,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12587,12587,a1215,b2833,"""transactions on computational science xxvii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin : springer, 2016.""","""books""",9783662504123,"""lecture notes in computer science ; 9570,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12588,12588,a1635,b2833,"""transactions on computational science i""","""marina l. gavrilova, c.j. kenneth tan, eds""","""berlin ; new york : springer, [2008] ©2008""","""books""",9783540792987,"""lncs sublibrary. programming and software engineering,lecture notes in computer science. 4750,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",1.0
12590,12590,a2148,b2833,"""transactions on computational science iii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642002120,"""lecture notes in computer science ; 5300,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12592,12592,a3228,b2833,"""transactions on computational science xxv""","""marina l. gavrilova [and more] (eds.)""","""berlin : springer, [2015] ©2015""","""books""",9783662470749,"""lecture notes in computer science ; 9030,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12595,12595,a4886,b2833,"""transactions on computational science vii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin ; new york : springer, [2010] ©2010""","""books""",9783642113895,"""lecture notes in computer science ; 5890,""","""nan""","""transactions on computational science i""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin ; springer, c2008.""","""electronic books.""",9783540792994,"""lecture notes in computer science ; 4750. lecture notes in computer science. journal subline. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (x, 180 p.)""",0.6666666666666666
12596,12596,a2807,b2834,"""master data management in practice achieving true customer mdm""","""dalton cervo, mark allen""","""hoboken, nj : wiley, ©2011.""","""books""",9781118269053,"""wiley corporate f & a ; 559,""","""nan""","""master data management in practice : achieving true customer mdm""","""cervo, dalton, 1967-""","""hoboken, nj""","""electronic books.""",9781118269053,"""wiley corporate f & a ; 559.""","""1 online resource (xxiii, 247 pages)""",0.9
12597,12597,a5247,b2834,"""master data management in practice : achieving true customer mdm""","""dalton cervo, mark allen""","""hoboken, n.j. : wiley, [2011] ©2011""","""books""",9780470910559,"""wiley corporate f & a,""","""nan""","""master data management in practice : achieving true customer mdm""","""cervo, dalton, 1967-""","""hoboken, nj""","""electronic books.""",9781118269053,"""wiley corporate f & a ; 559.""","""1 online resource (xxiii, 247 pages)""",1.0
12598,12598,a727,b2838,"""qualified types : theory and practice""","""mark p. jones""","""cambridge ; new york : cambridge university press, 1994.""","""books""",9780521472531,"""distinguished dissertations in computer science,""","""nan""","""qualified types : theory and practice""","""jones, mark p.""","""cambridge""","""electronic books.""",9780511663086,"""distinguished dissertations in computer science ; no. 9.""","""1 online resource (xii, 157 pages)""",1.0
12603,12603,a2800,b2840,"""nonnegative matrix and tensor factorizations : applications to exploratory multi-way data analysis and blind source separation""","""andrzej cichocki [and others]""","""chichester, u.k. : john wiley, 2009.""","""books""",9780470747285,"""nan""","""nan""","""nonnegative matrix and tensor factorizations : applications to exploratory multi-way data analysis and blind source separation""","""cichocki, andrzej.""","""chichester, u.k.""","""electronic books.""",9780470747285,"""nan""","""1 online resource (xxi, 477 p.)""",1.0
12604,12604,a105,b2853,"""transactions on computational science v : special issue on cognitive knowledge representation""","""marina l. gavrilova ... [and others] (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642020971,"""lecture notes in computer science ; 5540,""","""nan""","""transactions on computational science v : special issue on cognitive knowledge representation""","""gavrilova, marina l.""","""berlin""","""electronic books.""",9783642020971,"""lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)""",1.0
12622,12622,a3601,b2857,"""graph-theoretic concepts in computer science : 36th international workshop, wg 2010, zarós, crete, greece, june 28-30, 2010 : revised papers""","""dimitrios m. thilikos (ed.)""","""berlin ; new york : springer, 2010.""","""books""",9783642169267,"""lecture notes in computer science ; 6410,lecture notes in computer science. advanced research in computing and software science,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""graph-theoretic concepts in computer science : 36th international workshop, wg 2010, zarã³s, crete, greece, june 28-30, 2010 : revised papers""","""thilikos, dimitrios m.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642169267,"""lecture notes in computer science ; 6410. 0302-9743 lecture notes in computer science. advanced research in computing and software science. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xiii, 338 p.)""",0.9
12623,12623,a4293,b2859,"""exploring services science : 7th international conference, iess 2016, bucharest, romania, may 25-27, 2016. proceedings""","""theodor borangiu, monica drăgoicea, henriqueta nóvoa (eds.)""","""switzerland : springer, 2016.""","""books""",9783319326894,"""lecture notes in business information processing ; 247,""","""nan""","""exploring services science : 7th international conference, iess 2016, bucharest, romania, may 25-27, 2016. proceedings""","""borangiu, theodor, | drägoicea, monica, | nã³voa, henriqueta,""","""switzerland""","""electronic books. | conference papers and proceedings.""",9783319326894,"""lecture notes in business information processing ; 247.""","""1 online resource (xvi, 762 pages)""",1.0
12634,12634,a338,b2903,"""a developer's guide to data modeling for sql server : covering sql server 2005 and 2008""","""eric johnson, joshua jones""","""upper saddle river, nj : addison-wesley, [2008] ©2008""","""books""",9780321497642,"""addison-wesley microsoft technology series,""","""nan""","""a developer's guide to data modeling for sql server : covering sql server 2005 and 2008""","""johnson, eric, 1978-""","""upper saddle river, n.j.""","""electronic books.""",9780321497642,"""addison-wesley microsoft technology series.""","""1 online resource (xix, 277 p.)""",1.0
12636,12636,a3981,b2906,"""spreadsheets in science and engineering""","""gordon filby, ed""","""berlin ; new york : springer, ©1998.""","""books""",9783642802492,"""nan""","""nan""","""spreadsheets in science and engineering""","""filby, gordon.""","""berlin ; springer, â©1998.""","""electronic books.""",9783642802492,"""nan""","""1 online resource (xix, 289 pages)""",1.0
12637,12637,a5681,b2906,"""spreadsheets in science and engineering""","""gordon filby, (ed.)""","""berlin ; new york : springer, [1998] ©1998""","""books""",9783540612537,"""nan""","""nan""","""spreadsheets in science and engineering""","""filby, gordon.""","""berlin ; springer, â©1998.""","""electronic books.""",9783642802492,"""nan""","""1 online resource (xix, 289 pages)""",1.0
12641,12641,a3002,b2909,"""number by colors : a guide to using color to understand technical data""","""brand fortner, theodore e. meyer""","""santa clara, calif. : telos, electronic library of science, [1997] ©1997""","""books""",9780387946856,"""nan""","""nan""","""the data handbook : a guide to understanding the organization and visualization of technical data""","""fortner, brand.""","""new york, ny""","""electronic books.""",9781461225386,"""nan""","""1 online resource (xxix, 350 pages)""",0.2857142857142857
12666,12666,a3638,b2914,"""transactions on computational science xvi""","""marina l. gavrilova, c. j. kenneth tan (eds.)""","""berlin ; new york : springer, [2012] ©2012""","""books""",9783642326639,"""lecture notes in computer science ; 7380,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12693,12693,a594,b2914,"""transactions on computational science ii""","""marina l. gavrilova, c.j. kenneth tan ... [and others] (eds.)""","""berlin ; new york : springer, [2008] ©2008""","""books""",9783540875635,"""lecture notes in computer science. 5150,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12694,12694,a667,b2914,"""transactions on computational science viii""","""marina l. gavrilova, c.j. kenneth tans (eds.)""","""berlin ; new york : springer, [2010] ©2010""","""books""",9783642162367,"""lecture notes in computer science ; 6260,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12696,12696,a1635,b2914,"""transactions on computational science i""","""marina l. gavrilova, c.j. kenneth tan, eds""","""berlin ; new york : springer, [2008] ©2008""","""books""",9783540792987,"""lncs sublibrary. programming and software engineering,lecture notes in computer science. 4750,lncs sublibrary. theoretical computer science and general issues,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12698,12698,a2148,b2914,"""transactions on computational science iii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642002120,"""lecture notes in computer science ; 5300,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12703,12703,a4886,b2914,"""transactions on computational science vii""","""marina l. gavrilova, c.j. kenneth tan (eds.)""","""berlin ; new york : springer, [2010] ©2010""","""books""",9783642113895,"""lecture notes in computer science ; 5890,""","""nan""","""transactions on computational science vi""","""gavrilova, marina l. | tan, c. j. kenneth""","""berlin""","""electronic books.""",9783642106491,"""lecture notes in computer science ; 5730. lecture notes in computer science. journal subline.""","""1 online resource (xii, 379 p.)""",0.6666666666666666
12717,12717,a371,b2926,"""data compression in digital systems""","""by roy hoffman""","""new york, n.y. : chapman & hall, 1997.""","""books""",9780412085512,"""nan""","""nan""","""data compression in digital systems""","""hoffman, roy.""","""boston, ma""","""electronic books.""",9781461560319,"""nan""","""1 online resource (436 pages)""",1.0
12719,12719,a4938,b2927,"""open data structures : an introduction""","""pat morin""","""edmonton : au press, 2013- minneapolis : open textbook library ©2013-""","""books""",9781927356395,"""open paths to enriched learning ; 2,open textbook library,""","""nan""","""open data structures : an introduction""","""morin, pat, 1973-""","""edmonton, ab""","""nan""",9781927356388,"""open paths to enriched learning.""","""xiv, 322 pages""",1.0
12720,12720,a5597,b2927,"""open data structures : an introduction""","""pat morin""","""edmonton [alberta] : au press, [2013] beaconsfield, quebec : canadian electronic library, 2013.""","""books""",9781927356395,"""opel (open paths to enriched learning),""","""nan""","""open data structures : an introduction""","""morin, pat, 1973-""","""edmonton, ab""","""nan""",9781927356388,"""open paths to enriched learning.""","""xiv, 322 pages""",1.0
12729,12729,a3434,b2929,"""information systems development and data modeling : conceptual and philosophical foundations""","""rudy hirschheim, heinz k. klein, kalle lyytinen""","""cambridge <england> ; new york : cambridge university press, 1995.""","""books""",9780521373692,"""nan""","""nan""","""information systems development and data modeling : conceptual and philosophical foundations""","""hirschheim, r. a. | klein, heinz k. | lyytinen, kalle.""","""cambridge""","""electronic books.""",9780511895425,"""nan""","""1 online resource (304 pages)""",1.0
12767,12767,a4891,b2936,"""data-driven methods for fault detection and diagnosis in chemical processes""","""by evan l. russell, leo h. chiang, richard d. braatz""","""london : springer london, 2000.""","""books""",9781447104094,"""advances in industrial control,""","""nan""","""data-driven methods for fault detection and diagnosis in chemical processes""","""russell, evan l.""","""london""","""electronic books.""",9781447104094,"""advances in industrial control.""","""1 online resource (xiii, 192 pages).""",1.0
12769,12769,a4601,b2939,"""introduction to computational social science principles and applications""","""by claudio cioffi-revilla""","""2nd ed. 2017. cham : springer international publishing : imprint: springer, 2017.""","""books""",9783319501314,"""texts in computer science,undergraduate texts in computer science,""","""nan""","""introduction to computational social science : principles and applications""","""cioffi-revilla, claudio a., 1951-""","""cham, switzerland""","""electronic books.""",9783319501314,"""texts in computer science, 1868-0941""","""1 online resource (xxxvi, 607 pages)""",0.8888888888888888
