,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
3678,a3678,"""Online ecological and environmental data""","""Virginia Baldwin, editor""","""Binghamton, NY : Haworth Information Press, [2003] ©2003""","""Books""",9780789024466,"""nan""","""nan"""
3679,a3679,"""Geoinformatics : cyberinfrastructure for the solid Earth sciences""","""edited by G. Randy Keller, Chaitanya Baru""","""Cambridge : Cambridge University Press, 2011.""","""Books""",9780521897150,"""nan""","""nan"""
3680,a3680,"""The fundamentals of political science research""","""Paul M. Kellstedt, Texas A&M University, Guy D. Whitten Texas A&M University""","""Second edition. Cambridge : Cambridge University Press, 2013.""","""Books""",9781107621664,"""nan""","""nan"""
3681,a3681,"""Introductory statistics for the behavioral sciences""","""Joan Welkowitz, Barry H. Cohen, R. Brooke Lea""","""Seventh edition. Hoboken, N.J. : Wiley, [2012] ©2012""","""Books""",9780470907764,"""nan""","""nan"""
3682,a3682,"""Concurrent programming : algorithms, principles, and foundations""","""Michel Raynal""","""Heidelberg ; New York : Springer-Verlag, [2013] ©2013""","""Books""",9783642320279,"""nan""","""nan"""
3683,a3683,"""Numerical geology : a source guide, glossary, and selective bibliography to geological uses of computers and statistics""","""N.M.S. Rock""","""Berlin ; New York : Springer-Verlag, [1988] ©1988""","""Books""",9780387500706,"""Lecture notes in earth sciences ; 018,""","""nan"""
3684,a3684,"""Professional women and minorities : a manpower data resource service""","""Betty M. Vetter, Eleanor L. Babco""","""Seventh edition. Washington, D.C. : Commission on Professionals in Science and Technology, 1987.""","""Books""",9780318178219,"""nan""","""nan"""
3685,a3685,"""Analyzing qualitative data : systematic approaches""","""H. Russell Bernard, Gery W. Ryan""","""Los Angeles [Calif.] : SAGE, [2010] ©2010""","""Books""",9780761924906,"""nan""","""nan"""
3688,a3688,"""The use of social science data in Supreme Court decisions""","""Rosemary J. Erickson and Rita J. Simon""","""Urbana : University of Illinois Press, [1998] ©1998""","""Books""",9780252066610,"""nan""","""nan"""
3689,a3689,"""Semantic Web, ontologies and databases : VLDB Workshop, SWDB-ODBIS 2007, Vienna, Austria, September 24, 2007 : revised selected papers""","""editors, Vassilis Christophides, Martine Collard and Claudio Gutierrez""","""Berlin ; New York : Springer, 2008.""","""Books""",9783540709596,"""Lecture notes in computer science. 5005,""","""nan"""
3691,a3691,"""Research methods in library and information science""","""Lynn Silipigni Connaway and Marie L. Radford""","""Sixth edition. Santa Barbara, California : Libraries Unlimited, [2017] ©2017""","""Books""",9781440834783,"""Library and information science text series,Library science text series,""","""nan"""
3692,a3692,"""Web and big data : APWeb-WAIM 2017 International Workshops: MWDA, HotSpatial, GDMA, DDC, SDMA, MASS, Beijing, China, July 7-9, 2017, Revised selected papers""","""Shaoxu Song, Matthias Renz, Yang-Sae Moon (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319697819,"""Lecture notes in computer science ; 10612,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
3694,a3694,"""Practical data science cookbook : 89 hands-on recipes to help you complete real-world data science projects in R and Python""","""Tony Ojeda, [and three others]""","""Birmingham, [England] : Packt Publishing, 2014. ©2014""","""Books""",9781783980253,"""nan""","""nan"""
3695,a3695,"""Data science with Java : practical methods for scientists and engineers""","""Michael R. Brzustowicz""","""Boston, MA : O'Reilly Media, 2017. ©2017""","""Books""",9781491934081,"""nan""","""nan"""
3696,a3696,"""Soft computing approach to pattern classification and object recognition : a unified concept""","""Kumar S. Ray""","""New York, NY : Springer, [2012] ©2012""","""Books""",9781461453482,"""nan""","""nan"""
3697,a3697,"""Ethics and science : an introduction""","""Adam Briggle, University of North Texas and Carl Mitcham, Colorado School of Mines""","""Cambridge : Cambridge University Press, 2012.""","""Books""",9780521878418,"""Cambridge applied ethics,""","""nan"""
3698,a3698,"""Introduction to psycholinguistics : understanding language science""","""Matthew J. Traxler""","""First edition. Chichester, West Sussex ; Malden MA : Wiley-Blackwell, 2012.""","""Books""",9781405198622,"""nan""","""nan"""
3699,a3699,"""Ethics and policy of biometrics : third International Conference on Ethics and Policy of Biometrics and International Data Sharing, ICEB 2010, Hong Kong, January 4-5, 2010 : revised selected papers""","""Ajay Kumar, David Zhang (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642125959,"""Lecture notes in computer science ; 6005,LNCS sublibrary. Security and cryptology,""","""nan"""
3700,a3700,"""Data science with Java : practical methods for scientists and engineers""","""Michael R. Brzustowicz, PhD""","""First edition. Sebastopol, CA : O'Reilly Media, 2017. ©2017""","""Books""",9781491934111,"""nan""","""nan"""
3701,a3701,"""Art, design and technology : collaboration and implementation""","""Rae Earnshaw""","""Cham, Switzerland : Springer, [2017] ©2017""","""Books""",9783319581217,"""SpringerBriefs in computer science,""","""nan"""
3702,a3702,"""Data structures and algorithms in Java""","""Michael T. Goodrich, Roberto Tamassia""","""Second edition. New York : John Wiley, [2001] ©2001""","""Books""",9780471383673,"""nan""","""nan"""
3704,a3704,"""Emergent nature patterns, growth and scaling in the sciences""","""Miroslav M. Novak, editor""","""River Edge, N.J. : World Scientific, c2001.""","""Books""",9789812777720,"""nan""","""nan"""
3705,a3705,"""Microprocessor programming and applications for scientists and engineers""","""Richard R. Smardzewski""","""Amsterdam ; New York : Elsevier ; New York, NY : Distributors for the U.S. and Canada, Elsevier Science Pub. Co., 1984.""","""Books""",9780444424075,"""Data handling in science and technology ; v. 1,""","""nan"""
3706,a3706,"""Data theory and dimensional analysis""","""William G. Jacoby""","""Newbury Park, Calif. : Sage Publications, [1991] ©1991""","""Books""",9780803941786,"""Quantitative applications in the social sciences ; no. 78,""","""nan"""
3707,a3707,"""Engineering distributed objects : Second International Workshop, EDO 2000, Davis, CA, USA, November 2-3, 2000 : revised papers""","""Wolfgang Emmerich, Stefan Tai (eds.)""","""Berlin ; New York : Springer, [2001] ©2001""","""Books""",9783540417927,"""Lecture notes in computer science. 1999,""","""nan"""
3709,a3709,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan"""
3710,a3710,"""Investigation and interpretation of black box data in automobiles : a guide to the concepts and formats of computer data in vehicle safety and control systems""","""William Rosenbluth""","""West Conshohocken, Pa. : ASTM International ; Warrendale, Pa. : copublished with SAE, [2001] ©2001""","""Books""",9780803120914,"""Monograph (American Society for Testing and Materials) ; 4,""","""nan"""
3711,a3711,"""Construction of data processing software""","""John Elder""","""Englewood Cliffs, NJ : Prentice-Hall International, [1984] ©1984""","""Books""",9780131686755,"""Prentice-Hall international series in computer science,""","""nan"""
3712,a3712,"""Computer techniques in biomedicine and medicine; simulation and modeling, health care, and image processing""","""Enoch Haga, editor. Robert D. Brennan, coordinating editor. Mario Ariet, coordinating editor. Josep G. Llaurado, technical editor""","""First edition. Philadelphia : Auerbach Publishers, 1973.""","""Books""",9780877691419,"""Auerbach computer science series,""","""nan"""
3713,a3713,"""Online panel research : a data quality perspective""","""edited by Mario Callegaro, Reg Baker, Jelke Bethlehem, Anja Goritz, Jon A. Krosnick, Paul J. Lavrakas""","""Chichester, West Sussex : Wiley, 2014.""","""Books""",9781118763513,"""Wiley series in survey methodology,""","""nan"""
3714,a3714,"""Biomedical research and integrated biobanking : an innovative paradigm for heterogeneous data management""","""Massimiliano Izzo""","""[Place of publication not identified] : Springer, 2016.""","""Books""",9783319312415,"""Springer theses,""","""nan"""
3715,a3715,"""Categorical data analysis for the behavioral and social sciences""","""Razia Azen, Cindy M. Walker""","""New York : Routledge, [2011] ©2011""","""Books""",9780203843611,"""nan""","""nan"""
3716,a3716,"""Altered traits : science reveals how meditation changes your mind, brain, and body""","""Daniel Goleman and Richard J. Davidson""","""New York : Avery, an imprint of Penguin Random House, [2017] ©2017""","""Books""",9780399184383,"""nan""","""nan"""
3717,a3717,"""Invisible student scientists : how graduate school science and engineering programs shortchange black, Hispanic, and women students""","""Robert Leslie Fisher""","""Lanham, Maryland : University Press of America, Inc., [2014] ©2014""","""Books""",9780761862581,"""nan""","""nan"""
3718,a3718,"""Determining core capabilities in chemical and biological defense science and technology""","""Committee on Determining Core Capabilities in Chemical and Biological Defense Research and Development, Board on Chemical Sciences and Technology, Board on Life Sciences, Division on Earth and Life Studies, National Research Council of the National Academies""","""Washington, District of Columbia : National Academies Press, [2012] ©2012""","""Books""",9780309265362,"""nan""","""nan"""
3719,a3719,"""Exploring services science : second International Conference, IESS 2011, Geneva, Switzerland, February 16-18, 2011, revised selected papers""","""Mehdi Snene, Jolita Ralyté, Jean-Henry Morin (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642215476,"""Lecture notes in business information processing ; 82,""","""nan"""
3721,a3721,"""Network data envelopment analysis : foundations and extensions""","""Chiang Kao""","""[Cham] : Springer, [2016] ©2017""","""Books""",9783319317182,"""International series in operations research & management science ; volume 240,""","""nan"""
3723,a3723,"""Autonomous intelligent systems : agents and data mining : international workshop, AIS-ADM 2005, St. Petersburg, Russia, June 6-8, 2005 : proceedings""","""Vladimir Gorodetsky, Jiming Liu, Victor A. Skormin (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540261643,"""Lecture notes in computer science ; 3505,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
3724,a3724,"""Geo-informatics in resource management and sustainable ecosystem : International Conference, GRMSE 2014, Ypsilanti, USA, October 3-5, 2014, proceedings""","""edited by Fuling Bian, Yichun Xie""","""Berlin : Springer, 2015.""","""Books""",9783662457368,"""Communications in computer and information science ; 482,""","""nan"""
3726,a3726,"""Data science""","""by Lillian Pierson ; foreword by Jake Porway""","""2nd edition. Hoboken, NJ : John Wiley and Sons, Inc., [2017] ©2017""","""Books""",9781119327639,"""--For dummies,""","""nan"""
3727,a3727,"""Mathematical foundations of computer science 2011 : 36th international symposium, MFCS 2011, Warsaw, Poland, August 22-26, 2011 : proceedings""","""Filip Murlak, Piotr Sankowski (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642229930,"""Lecture notes in computer science ; 6907,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
3729,a3729,"""CRC handbook of laser science and technology""","""editor, Marvin J. Weber""","""Boca Raton, Fla. : CRC Press, [1982] ©1982""","""Books""",9780849335013,"""nan""","""nan"""
3730,a3730,"""Computer algebra and geometric algebra with applications : 6th international workshop, IWMM 2004, Shanghai, China, May 19-21, 2004 and international workshop, GIAE 2004, Xian, China, May 24-28, 2004 : revised selected papers""","""Hongbo Li, Peter J. Olver, Gerald Sommer (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540262961,"""Lecture notes in computer science. 3519,""","""nan"""
3731,a3731,"""Measurements and their uncertainties : a practical guide to modern error analysis""","""Ifan G. Hughes, Thomas P.A. Hase""","""Oxford : New York : Oxford University Press, 2010.""","""Books""",9780199566327,"""nan""","""nan"""
3732,a3732,"""Information security and privacy : 10th Australasian conference, ACISP 2005, Brisbane, Australia, July 4-6, 2005 : proceedings""","""Colin Boyd, Juan M. González Nieto (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540265474,"""Lecture notes in computer science. 3574,""","""nan"""
3733,a3733,"""Ethics and the practice of forensic science""","""Robin T. Bowen""","""Boca Raton : CRC Press, [2010] ©2010""","""Books""",9781420088939,"""International forensic science and investigation series,""","""nan"""
3734,a3734,"""Research data management : practical strategies for information professionals""","""edited by Joyce M. Ray""","""West Lafayette, Indiana : Purdue University Press, [2014] ©2014""","""Books""",9781461956815,"""Charleston insights in library, archival, and information sciences,""","""nan"""
3736,a3736,"""Self-organising maps : applications in geographic information science""","""editors, Pragya Agarwal, André Skupin""","""Chichester, England ; Hoboken, NJ : Wiley, [2008] ©2008""","""Books""",9780470021675,"""nan""","""nan"""
3737,a3737,"""Toward a science of command, control, and communications""","""edited by Carl Jones""","""Washington, D.C. : American Institute of Aeronautics and Astronautics, Inc., 1993.""","""Books""",9781600866296,"""Progress in Astronautics and Aeronautics,Progress in astronautics and rocketry,""","""nan"""
3738,a3738,"""2001 IEEE Radiation Effects Data Workshop : workshop record : NSREC 2001, Vancouver, BC : held in conjunction with the IEEE Nuclear and Space Radiation Effects Conference : Westin Resort and Marina, 16-20 July, 2001, Vancouver, Canada""","""IEEE Nuclear and Plasma Sciences Society, the Institute of Electrical and Electronics Engineers, Inc""","""Piscataway, New Jersey : IEEE, [2001] ©2001""","""Books""",9780780371996,"""nan""","""nan"""
3739,a3739,"""Medical data analysis : third International Symposium, ISMDA 2002, Rome, Italy, October 10-11, 2002 : proceedings""","""Alfredo Colosimo, Alessandro Giuliani, Paolo Sirabella, (eds.)""","""Berlin ; New York : Springer, [2002] ©2002""","""Books""",9783540000440,"""Lecture notes in computer science. 2526,""","""nan"""
3740,a3740,"""Computer science : an overview""","""J. Glenn Brooksher""","""Twelfth edition. Upper Saddle River, N.J. : Pearson Education Inc., [2015] ©2015""","""Books""",9780133760064,"""nan""","""nan"""
3741,a3741,"""Handbook of vibrational spectroscopy""","""edited by John M. Chalmers and Peter R. Griffiths""","""New York : J. Wiley, 2002.""","""Books""",9780471988472,"""nan""","""nan"""
3742,a3742,"""Intelligent science and intelligent data engineering : third Sino-foreign-interchange Workshop, IScIDE 2012, Nanjing, China, October 15-17, 2012, revised selected papers""","""Jian Yang, Fang Fang, Changyin Sun (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642366697,"""Lecture notes in computer science ; 7751,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan"""
3743,a3743,"""Data structures""","""Mark Elson""","""Chicago : Science Research Associates, [1975] ©1975""","""Books""",9780574180209,"""Computer science series,""","""nan"""
3744,a3744,"""Aggregate data : analysis and interpretation""","""Edgar F. Borgatta, David J. Jackson, editors""","""Beverly Hills, : Sage Publications, [1980] ©1980""","""Books""",9780803914292,"""nan""","""nan"""
3745,a3745,"""Planning support systems in practice""","""Stan Geertman, John Stillwell, editors""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540437192,"""Advances in spatial science,""","""nan"""
3746,a3746,"""Statistics for business : data analysis and modeling""","""Jonathan D. Cryer, Robert B. Miller""","""Second edition. Belmont, Calif. : Duxbury Press, [1994] ©1994""","""Books""",9780534203887,"""Duxbury series in business statistics and decision sciences,Duxbury series in statistics and decision sciences,""","""nan"""
3747,a3747,"""Biometrics in the new world : the cloud, mobile technology and pervasive identity""","""Julian Ashbourn""","""Cham : Springer, 2014.""","""Books""",9783319041599,"""nan""","""nan"""
3750,a3750,"""Data science : innovative developments in data analysis and clustering""","""Francesco Palumbo, Angela Montanari, Maurizio Vichi, editors""","""Cham : Springer, [2017]. ©2017""","""Books""",9783319557236,"""Studies in classification, data analysis, and knowledge organization,""","""nan"""
3751,a3751,"""Evolutionary computation, machine learning and data mining in bioinformatics : 8th European conference, EvoBIO 2010, Istanbul, Turkey, April 7-9, 2010 : proceedings""","""Clara Pizzuti, Marylyn D. Ritchie, Mario Giacobini (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642122118,"""Lecture notes in computer science ; 6023,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
3752,a3752,"""Interactive statistics for the behavioral sciences""","""Pepper Williams""","""Sunderland, Mass. : Sinauer Associates, [2004] ©2004""","""Books""",9780878939305,"""nan""","""nan"""
3753,a3753,"""Management science : the art of modeling with spreadsheets""","""Stephen G. Powell, Kenneth R. Baker""","""Third edition. Hoboken, N.J. : Wiley, [2009] ©2009""","""Books""",9780470530672,"""nan""","""nan"""
3754,a3754,"""Proceedings of the 1970 Clinic on Library Applications of Data Processing : MARC uses and users""","""edited by Kathryn Luther Henderson""","""Urbana, Ill. : University of Illinois, Graduate School of Library Science, 1971.""","""Books""",9780878450190,"""Proceedings ; 1970,""","""nan"""
3755,a3755,"""Epidemiology : study design and data analysis""","""Mark Woodward""","""Boca Raton, FL : Chapman & Hall/CRC Press, [1999] ©1999""","""Books""",9781584880097,"""Texts in statistical science,""","""nan"""
3756,a3756,"""Quantitative analysis of political data""","""Samuel A. Kirkpatrick""","""Columbus, Ohio : Merrill, [1974]""","""Books""",9780675089036,"""Merrill political science series,""","""nan"""
3757,a3757,"""Vapor-liquid equilibrium data""","""by Shuzo Ohe""","""Tokyo : Kodansha ; Amsterdam ; New York : Elsevier, 1989.""","""Books""",9780444988768,"""Physical sciences data ; 37,""","""nan"""
3758,a3758,"""The Sage handbook of qualitative data collection""","""edited by Uwe Flick""","""Los Angeles : Sage Reference, [2018] ©2018""","""Books""",9781473952133,"""nan""","""nan"""
3759,a3759,"""Classifying social data""","""Herschel C. Hudson and associates""","""First edition. San Francisco : Jossey-Bass, 1982.""","""Books""",9780875895055,"""Jossey-Bass social and behavioral science series,""","""nan"""
3760,a3760,"""Essential Mathcad for engineering, science, and math ISE""","""Brent Maxfield""","""2nd ed. Amsterdam : Elsevier ; Burlington, MA : Academic Press, c2009.""","""Books""",9786612168338,"""nan""","""nan"""
3761,a3761,"""Agent-Based Models and Complexity Science in the Age of Geospatial Big Data Selected Papers from a workshop on Agent-Based Models and Complexity Science (GIScience 2016)""","""Liliana Perez, Eun-Kyeong Kim, Raja Sengupta, editors""","""Cham : Springer, c2018.""","""Books""",9783319659930,"""Advances in geographic information science,""","""nan"""
3762,a3762,"""Data management in the semantic web""","""Hal Jin, editor""","""Hauppauge, N.Y. : Nova Science Publishers, c2012.""","""Books""",9781613247600,"""Distributed, cluster and grid computing,""","""nan"""
3763,a3763,"""Exploratory and multivariate data analysis""","""Michel Jambu""","""Boston : Academic Press, [1991] ©1991""","""Books""",9780123800909,"""Statistical modeling and decision science,""","""nan"""
3765,a3765,"""Data assimilation for atmospheric, oceanic and hydrologic applications. (Vol. III)""","""Seon Ki Park, Liang Xu, editors""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319434155,"""nan""","""nan"""
3766,a3766,"""Visualization and data analysis 2004 : 19-20 January 2004, San Jose, California, USA""","""Robert F. Erbacher ... [and others], chairs/editors ; sponsored by IS&T-the Society for Imaging Science and Technology [and] SPIE-the International Society for Optical Engineering""","""Bellingham, Wash., USA : SPIE, [2004] ©2004""","""Books""",9780819451989,"""Proceedings of Electronic Imaging Science and Technology,Proceedings of SPIE--the International Society for Optical Engineering ; v. 5295,""","""nan"""
3767,a3767,"""M-libraries 2 : a virtual library in everyone's pocket""","""edited by Mohamed Ally and Gill Needham""","""London : Facet, 2010.""","""Books""",9781856046961,"""nan""","""nan"""
3768,a3768,"""Deciphering data : the analysis of social surveys""","""Jonathan Silvey""","""London ; New York : Longman, 1975.""","""Books""",9780582480407,"""Aspects of modern sociology. Social research,Longman social research series,""","""nan"""
3769,a3769,"""Financial cryptography : 4th international conference, FC 2000, Anguilla, British West Indies, February 20-24, 2000 : proceedings""","""Yair Frankel (ed.)""","""Berlin ; New York : Springer, [2001] ©2001""","""Books""",9783540427001,"""Lecture notes in computer science. 1962,""","""nan"""
3770,a3770,"""Selected areas in cryptography : 11th international workshop, SAC 2004, Waterloo, Canada, August 9-10, 2004 : revised selected papers""","""Helena Handschuh, M. Anwar Hasan (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540243274,"""Lecture notes in computer science. 3357,""","""nan"""
3771,a3771,"""Data visualizations and infographics""","""Sarah K.C. Mauldin""","""Lanham : Rowman & Littlefield, [2015]""","""Books""",9781442243866,"""Library technology essentials ; no. 8,""","""nan"""
3772,a3772,"""Theory and models in vegetation science : abstracts""","""edited by Rik Leemans, I. Colin Prentice & Eddy van der Maarel""","""Uppsala : Almqvist & Wiksell International, Stockholm, 1985.""","""Books""",9789172108165,"""Studies in plant ecology. 16,""","""nan"""
3774,a3774,"""Data integration in the life sciences : second international workshop, DILS 2005, San Diego, CA, USA, July 20-22, 2005 : proceedings""","""Bertram Ludäscher, Louiqa Raschid (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540279679,"""Lecture notes in computer science ; 3615,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan"""
3776,a3776,"""Multimedia communications, services and security : 5th International Conference, MCSS 2012, Krakow, Poland, May 31-June 1, 2012 : proceedings""","""Andrzej Dziech, Andrzej Czyżewski (eds.)""","""Heidelberg ; New York : Springer Berlin Heidelberg, [2012] ©2012""","""Books""",9783642307218,"""Communications in computer and information science ; 287,""","""nan"""
3777,a3777,"""Data mining and big data : first International Conference, DMBD 2016, Bali, Indonesia, June 25-30, 2016. Proceedings""","""editors: Ying Tan, Yuhui Shi""","""Cham : Springer, 2016.""","""Books""",9783319409733,"""Lecture notes in computer science ; 9714,""","""nan"""
3778,a3778,"""Doing data science""","""Cathy O'Neil and Rachel Schutt""","""First edition. Sebastopol, CA : O'Reilly, [2013] ©2014""","""Books""",9781449358655,"""nan""","""nan"""
3779,a3779,"""Data structures and efficient algorithms : final report on the DFG special joint initiative""","""B. Monien, Th. Ottmann (eds.)""","""Berlin ; New York : Springer-Verlag, [1992] ©1992""","""Books""",9783540554882,"""Lecture notes in computer science ; 594,""","""nan"""
3780,a3780,"""The whole library handbook 5 : current data, professional advice, and curiosa about libraries and library services""","""[edited by George M. Eberhart]""","""Chicago, Illinois : ALA Editions, an imprint of the American Library Association, 2013.""","""Books""",9780838910900,"""nan""","""nan"""
3781,a3781,"""Knowledge processing and data analysis : first international conference, KONT 2007, Novosibirsk, Russia, September 14-16, 2007, and first international conference, KPP 2007, Darmstadt, Germany, September 28-30, 2007 : revised selected papers""","""Karl Erich Wolff ... [and others] (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642221408,"""Lecture notes in computer science ; 6581,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
3783,a3783,"""Earth science satellite remote sensing""","""John J. Qu ... [and others] (eds.)""","""Berlin : Springer ; [Place of publication not identified] : Tsinghua University Press, 2006.""","""Books""",9783540358374,"""nan""","""nan"""
3784,a3784,"""Molecular life sciences an encyclopedic reference""","""edited by Robert D. Wells, Judith S. Bond, Judith Klinman, Bettie Sue Siler Masters""","""New York, NY : Springer, 2018.""","""Books""",9781461415312,"""nan""","""nan"""
3785,a3785,"""Software and data technologies : 4th International Conference, ICSOFT 2009, Sofia, Bulgaria, July 26-29, 2009 : revised selected papers""","""José Cordeiro, AlpeshKumar Ranchordas, Boris Shishkov (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642201165,"""Communications in computer and information science ; 50,""","""nan"""
3787,a3787,"""Data analysis and signal processing in chromatography""","""Attila Felinger""","""Amsterdam ; New York : Elsevier, 1998.""","""Books""",9780444820662,"""Data handling in science and technology ; v. 21,""","""nan"""
3788,a3788,"""Flavour science proceedings from XIII Weurman Flavour Research Symposium""","""edited by Vicente Ferreira, Ricardo Lopez""","""San Diego, Calif. : Academic Press, c2014.""","""Books""",9780124017245,"""nan""","""nan"""
3789,a3789,"""Intelligent science and intelligent data engineering : second Sino-foreign-interchange Workshop, IScIDE 2011, Xi'an, China, October 23-25, 2011, Revised selected papers""","""Yanning Zhang...[and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642319198,"""Lecture notes in computer science ; 7202,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan"""
3790,a3790,"""Bridging people and sound : 12th International Symposium, CMMR 2016, São Paulo, Brazil, July 5-8, 2016, Revised selected papers""","""Mitsuko Aramaki, Richard Kronland-Martinet, Sølvi Ystad (eds.)""","""[Cham] : Springer, 2017.""","""Books""",9783319677385,"""Lecture notes in computer science ; 10525,""","""nan"""
3791,a3791,"""Journal on data semantics XI""","""Stefano Spaccapietra ... [and others], eds""","""Berlin ; New York : Springer, [2008] ©2008""","""Books""",9783540921486,"""Lecture notes in computer science ; 5383,""","""nan"""
3792,a3792,"""Introduction to data structures and algorithms with C++""","""Glenn W. Rowe""","""London ; New York : Prentice Hall, 1997.""","""Books""",9780135791783,"""Prentice Hall object-oriented series,""","""nan"""
3793,a3793,"""DCC '95, Data Compression Conference : proceedings : March 28-30, 1995, Snowbird, Utah""","""edited by James A. Storer, Martin Cohn ; sponsored by IEEE Computer Society Technical Committee on Computer Communications""","""Los Alamitos, Calif. : IEEE Computer Society Press, [1995] ©1995""","""Books""",9780818670121,"""nan""","""nan"""
3794,a3794,"""Analysing change : measurement and explanation using longitudinal data""","""Ian Plewis""","""Chichester ; New York : J. Wiley, [1985] ©1985""","""Books""",9780471104445,"""nan""","""nan"""
3795,a3795,"""Data structures and algorithm analysis in C++""","""Mark Allen Weiss, Florida International University""","""Fourth edition. Boston : Pearson, [2014] ©2014""","""Books""",9780132847377,"""Always learning,Leer altyd meer,Re ithuta ka mehla,Sifunda njalo (Xhosa),Sifunda njalo,""","""nan"""
3796,a3796,"""Cloud computing and security : first International Conference, ICCCS 2015, Nanjing, China, August 13-15, 2015, revised selected papers""","""Zhiqiu Huang, Xingming Sun, Junzhou Luo, Jian Wang (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319270517,"""Lecture notes in computer science ; 9483,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
3798,a3798,"""Information systems security and privacy : second International Conference, ICISSP 2016, Rome, Italy, February 19-21, 2016, Revised selected papers""","""Olivier Camp, Steven Furnell, Paolo Mori (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319544335,"""Communications in computer and information science ; 691,""","""nan"""
3799,a3799,"""Algorithms and data structures in VLSI design : OBDD-foundations and applications""","""Christoph Meinel, Thorsten Theobald""","""Berlin ; New York : Springer, [1998] ©1998""","""Books""",9783540644866,"""nan""","""nan"""
3800,a3800,"""Transferability of fracture mechanical characteristics : Proceedings of the NATO final project workshop on Fracture Resistance os Steels for Containers of Spent Nuclear Fuel arranged within Science for Peace Program Brno, Czech Republic, 5-6 November 2001""","""edited by Ivo Dlouhý""","""Dordrecht : Springer, ©2002.""","""Books""",9789401006088,"""NATO science series. Mathematics, physics, and chemistry ; 78,""","""nan"""
3801,a3801,"""Models for ecological data : an introduction""","""James S. Clark""","""Princeton, N.J. : Princeton University Press, [2007] ©2007""","""Books""",9780691121789,"""nan""","""nan"""
3803,a3803,"""The (new) Turing omnibus : 66 excursions in computer science""","""A.K. Dewdney""","""New York : Computer Science Press, 1993.""","""Books""",9780716782711,"""nan""","""nan"""
3804,a3804,"""Practical methods for reliability data analysis""","""J.I. Ansell and M.J. Phillips""","""Oxford [England] ; New York : Clarendon Press, 1994.""","""Books""",9780198536642,"""Oxford statistical science series ; 14,""","""nan"""
3805,a3805,"""Linear algebra for large scale and real-time applications""","""edited by Marc S. Moonen, Gene H. Golub, Bart L.R. De Moor""","""Dordrecht ; Boston : Kluwer Academic Publishers, [1993] ©1993""","""Books""",9780792321514,"""NATO ASI series. Applied sciences ; no. 232,""","""nan"""
3806,a3806,"""Machine learning models and algorithms for big data classification : thinking with examples for effective learning""","""Shan Suthanharan""","""New York : Springer Science+Business Media, [2016] ©2016""","""Books""",9781489976413,"""Integrated series in information systems ; Volume 36,""","""nan"""
3807,a3807,"""Investigating participant structures in the context of science instruction""","""Richard Lehrer [and three others]""","""[Place of publication not identified] : Routledge, [2004] ©2004""","""Books""",9781138460256,"""Cognition and Instruction, Volume 22, Number 4,""","""nan"""
